ASIN 或商品=["B0DHPN1DMJ"],报告范围=["每月"],选择年份=["2025"],选择月份=["10 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"portable karaoke","24","2792","69485","2854","4.11","1198","42.91","20","1.67","25.49","249.99","193","453","271","343","12.29","0","0.0","24.89",,"72","136","66","72","2.58","0","0.0","24.99",,"14","35","10","2025-10-31"
"karafun","56","509","11785","496","4.21","143","28.09","8","5.59","99.99","249.99","15","37","40","20","3.93","1","5.0","99.99","249.99","1","9","3","7","1.38","1","14.29","249.99","249.99","0","4","1","2025-10-31"
"karoke","23","1984","53700","1920","3.58","704","35.48","16","2.27","54.98","249.99","97","310","119","193","9.73","2","1.04","32.99","249.99","28","91","22","36","1.81","1","2.78","24.99","249.99","9","17","5","2025-10-31"
"christmas gifts","59","1762384","39730766","1378","0.0","310025","17.59","8","0.0","14.99","249.99","33358","110889","64134","120381","6.83","0","0.0","13.94",,"14950","44673","25445","8191","0.46","0","0.0","9.99",,"1373","3495","1789","2025-10-31"
"magic sing karaoke system 2025","28","2075","51392","1800","3.5","944","45.49","8","0.85","474.24","249.99","21","218","278","91","4.39","2","2.2","474.24","249.99","2","22","28","14","0.67","1","7.14","229.0","249.99","0","6","4","2025-10-31"
"portable karaoke machine for adults","87","872","23760","910","3.83","312","35.78","12","3.85","59.49","249.99","59","113","61","67","7.68","0","0.0","59.49",,"15","25","12","17","1.95","0","0.0","25.49",,"6","6","2","2025-10-31"
"karaoke with lyrics on screen","15","4120","81986","6245","7.62","77","1.87","3","3.9","129.99","249.99","10","28","17","13","0.32","1","7.69","159.97","249.99","2","7","3","1","0.02","1","100.0","249.99","249.99","0","1","0","2025-10-31"
"karaoke system for home","80","1440","38435","1130","2.94","386","26.81","7","1.81","239.9","249.99","21","88","95","52","3.61","0","0.0","135.99",,"4","17","9","5","0.35","0","0.0","59.49",,"0","1","3","2025-10-31"
"ikarao shell s1","13","682","17044","1256","7.37","372","54.55","132","35.48","279.97","249.99","28","115","126","55","8.06","8","14.55","279.97","249.99","2","10","23","20","2.93","0","0.0","279.97",,"0","5","10","2025-10-31"
"hdmi karaoke machine","66","257","7220","279","3.86","94","36.58","10","10.64","129.99","249.99","8","22","30","4","1.56","1","25.0","109.99","249.99","0","4","0","2","0.78","1","50.0","109.99","249.99","0","2","0","2025-10-31"
"magic sing karaoke","89","1368","34483","1235","3.58","486","35.53","3","0.62","459.0","249.99","12","103","137","39","2.85","0","0.0","474.24",,"0","13","7","3","0.22","0","0.0","474.24",,"0","2","1","2025-10-31"
"karaoke with lyrics","27","2261","113062","3474","3.07","69","3.05","0","0.0","74.99",,"1","26","24","11","0.49","0","0.0","74.99",,"0","3","4","2","0.09","0","0.0","19.99",,"0","0","2","2025-10-31"
"singing machine karaoke","19","5768","134701","3838","2.85","1871","32.44","22","1.18","119.99","249.99","78","495","573","257","4.46","0","0.0","79.99",,"15","82","87","53","0.92","0","0.0","74.99",,"6","22","14","2025-10-31"
"karaoke machine for adults connect to tv","91","362","9116","413","4.53","182","50.28","10","5.49","113.97","249.99","16","63","58","27","7.46","2","7.41","119.96","246.46","3","13","5","8","2.21","0","0.0","119.99",,"1","3","2","2025-10-31"
"karaoke machine connect to tv","69","1634","43848","1396","3.18","671","41.06","5","0.75","74.99","249.99","81","273","164","142","8.69","0","0.0","64.96",,"24","55","35","19","1.16","0","0.0","59.49",,"4","12","2","2025-10-31"
"professional karaoke systems","71","1683","41279","1026","2.49","682","40.52","8","1.17","359.99","249.99","25","137","142","77","4.58","1","1.3","349.97","249.99","3","20","17","9","0.53","0","0.0","119.99",,"1","3","1","2025-10-31"
"kareokee machine with bluetooth and wireless microphone for adults","12","9025","211014","4127","1.96","3496","38.74","39","1.12","64.96","249.99","464","1292","864","992","10.99","7","0.71","59.49","249.99","150","406","223","236","2.61","2","0.85","59.49","249.99","42","115","51","2025-10-31"
"best karaoke machine for smart tv","63","439","11097","605","5.45","181","41.23","14","7.73","129.99","249.99","19","66","59","25","5.69","2","8.0","129.99","249.99","3","10","7","5","1.14","0","0.0","129.98",,"0","2","1","2025-10-31"
"karaoke system","17","5934","150585","4057","2.69","1913","32.24","24","1.25","149.97","249.99","97","491","396","221","3.72","1","0.45","129.99","249.99","17","70","42","40","0.67","0","0.0","119.96",,"5","15","9","2025-10-31"
"jbl karaoke","97","3990","81606","593","0.73","1733","43.43","11","0.63","329.95","249.99","61","422","593","213","5.34","1","0.47","329.95","249.99","12","65","82","34","0.85","0","0.0","249.95",,"6","10","12","2025-10-31"
"karoke machine","35","2225","64746","2067","3.19","964","43.33","10","1.04","59.49","249.99","125","400","211","289","12.99","1","0.35","59.49","249.99","43","122","54","51","2.29","0","0.0","56.51",,"6","29","7","2025-10-31"
"karaoke set","72","2002","52575","1336","2.54","602","30.07","4","0.66","59.49","249.99","63","229","128","134","6.69","0","0.0","53.98",,"19","51","30","25","1.25","0","0.0","58.39",,"7","8","4","2025-10-31"
"卡拉ok点唱机","38","1253","32112","1061","3.3","488","38.95","21","4.3","628.0","249.99","21","61","62","28","2.23","3","10.71","359.99","249.99","0","5","6","2","0.16","0","0.0","59.49",,"0","1","1","2025-10-31"
"karokee machine with bluetooth and wireless microphone for adults","8","17015","450506","8897","1.97","6363","37.4","62","0.97","59.89","249.99","801","2548","1482","1845","10.84","11","0.6","59.49","249.99","230","797","407","448","2.63","2","0.45","59.49","246.46","71","214","94","2025-10-31"
"portable karaoke machine","7","9807","233644","9074","3.88","4655","47.47","88","1.89","25.49","249.99","733","1925","1055","1590","16.21","14","0.88","24.99","249.99","309","685","344","259","2.64","2","0.77","24.99","249.99","63","117","54","2025-10-31"
"karaoke systems","37","1992","50820","1374","2.7","578","29.02","20","3.46","79.99","249.99","50","188","165","100","5.02","2","2.0","59.49","246.46","13","33","27","18","0.9","0","0.0","53.52",,"2","5","5","2025-10-31"
"ikatao portable karaoke machine","55","40","892","58","6.5","13","32.5","7","53.85","249.99","249.99","2","6","0","4","10.0","3","75.0","249.99","249.99","1","1","0","1","2.5","1","100.0","249.99","249.99","1","0","0","2025-10-31"
"ikaroo karaoke machine","11","580","14558","1049","7.21","271","46.72","66","24.35","299.99","249.99","7","95","102","61","10.52","16","26.23","279.97","249.99","3","23","22","12","2.07","4","33.33","249.99","249.99","1","4","4","2025-10-31"
"kareoke","20","2896","74208","2884","3.89","1005","34.7","17","1.69","59.49","249.99","135","368","210","267","9.22","1","0.37","53.52","249.99","41","106","46","53","1.83","1","1.89","59.49","249.99","10","29","7","2025-10-31"
"pro karaoke machine for adults","95","190","4060","203","5.0","100","52.63","3","3.0","159.98","249.99","9","23","30","26","13.68","1","3.85","129.99","249.99","3","9","6","1","0.53","1","100.0","249.99","249.99","0","0","0","2025-10-31"
"best karaoke machine","39","789","22822","1016","4.45","267","33.84","13","4.87","139.99","249.99","26","88","81","45","5.7","1","2.22","129.99","249.99","6","16","12","6","0.76","1","16.67","129.99","249.99","1","4","0","2025-10-31"
"amazon karaoke machine","75","876","24106","1002","4.16","296","33.79","5","1.69","59.49","249.99","23","148","66","22","2.51","1","4.55","59.49","246.46","2","12","4","5","0.57","0","0.0","59.49",,"1","3","1","2025-10-31"
"shell s1 karaoke machine","48","13","296","24","8.11","11","84.62","4","36.36","279.97","249.99","0","4","4","4","30.77","2","50.0","249.99","249.99","0","2","1","3","23.08","2","66.67","249.99","249.99","0","1","1","2025-10-31"
"karaoke machine with hdmi output","96","186","5929","233","3.93","78","41.94","2","2.56","119.99","249.99","4","30","20","5","2.69","1","20.0","119.99","249.99","0","2","1","2","1.08","1","50.0","119.99","249.99","0","2","0","2025-10-31"
"car karaoke system","61","1926","47400","515","1.09","824","42.78","10","1.21","21.99","249.99","160","339","182","348","18.07","3","0.86","19.99","249.99","76","154","61","67","3.48","0","0.0","19.99",,"15","38","12","2025-10-31"
"karaoke machine portable","45","726","17645","602","3.41","294","40.5","9","3.06","36.09","249.99","36","120","64","89","12.26","2","2.25","25.49","249.99","15","35","17","20","2.75","1","5.0","33.99","249.99","5","6","1","2025-10-31"
"ikarao portable karaoke machine for adults, built-in lyrics display and screen, 2 self-charging wireless microphones, karaoke app, 140w speaker, connects to tv for home party birthday outdoor camping","40","10","223","13","5.83","6","60.0","5","83.33","246.46","246.46","0","3","1","4","40.0","3","75.0","249.99","249.99","0","1","1","2","20.0","2","100.0","249.99","249.99","0","1","0","2025-10-31"
"bluetooth karaoke machine","26","2668","64552","939","1.45","980","36.73","11","1.12","59.49","249.99","101","355","258","271","10.16","3","1.11","59.49","249.99","26","117","63","50","1.87","2","4.0","59.49","249.99","7","25","14","2025-10-31"
"bose karaoke system","47","1307","34839","961","2.76","544","41.62","5","0.92","699.0","249.99","11","106","177","48","3.67","1","2.08","359.99","249.99","4","12","17","2","0.15","1","50.0","249.99","249.99","0","1","1","2025-10-31"
"ikarao","5","2137","63714","3587","5.63","1004","46.98","217","21.61","279.97","249.99","59","303","302","118","5.52","30","25.42","279.97","249.99","4","30","43","29","1.36","8","27.59","279.97","249.99","1","6","15","2025-10-31"
"top 10 karaoke machines","31","1203","34357","1433","4.17","362","30.09","14","3.87","89.99","249.99","24","144","121","51","4.24","2","3.92","74.99","249.99","3","22","16","11","0.91","1","9.09","79.99","249.99","1","7","2","2025-10-31"
"ikarao portable karaoke machine","83","31","1034","53","5.13","16","51.61","8","50.0","249.99","249.99","1","6","8","5","16.13","4","80.0","249.99","249.99","0","3","2","0","0.0","0",,,,"0","0","0","2025-10-31"
"mini karaoke machine","49","39646","992768","1403","0.14","18106","45.67","11","0.06","19.99","249.99","2405","7755","4106","7354","18.55","1","0.01","19.99","249.99","1109","3269","1591","1775","4.48","0","0.0","19.99",,"341","813","371","2025-10-31"
"karaoke machine ikarao","93","117","2909","175","6.02","53","45.3","9","16.98","219.99","249.99","0","12","24","8","6.84","3","37.5","159.99","249.99","0","1","6","2","1.71","0","0.0","64.96",,"0","0","2","2025-10-31"
"portable karaoke machine with 2 wireless microphones","18","3461","87179","2623","3.01","1640","47.39","28","1.71","24.99","249.99","272","718","360","672","19.42","5","0.74","21.99","249.99","124","291","153","127","3.67","0","0.0","21.99",,"27","58","32","2025-10-31"
"karaoke machine with lyrics","77","657","15999","704","4.4","281","42.77","6","2.14","119.99","249.99","12","111","91","41","6.24","2","4.88","129.99","249.99","0","13","17","3","0.46","0","0.0","159.97",,"0","1","1","2025-10-31"
"ikarao karaoke machine","3","5007","122516","9009","7.35","2396","47.85","571","23.83","279.97","249.99","134","788","737","437","8.73","115","26.32","279.97","249.99","27","162","140","115","2.3","27","23.48","279.97","249.99","3","47","36","2025-10-31"
"karaoke machine with hdmi","42","165","4531","209","4.61","85","51.52","4","4.71","129.99","249.99","8","32","26","8","4.85","2","25.0","169.99","249.99","0","3","4","3","1.82","2","66.67","249.99","249.99","0","2","1","2025-10-31"
"ktv","90","1867","33744","924","2.74","477","25.55","11","2.31","359.99","249.99","18","67","58","32","1.71","0","0.0","119.99",,"0","8","5","9","0.48","0","0.0","59.49",,"0","5","1","2025-10-31"
"singing machine","51","3361","85182","1416","1.66","1072","31.9","7","0.65","79.99","249.99","45","294","321","191","5.68","1","0.52","75.99","249.99","12","58","59","32","0.95","0","0.0","59.49",,"2","13","12","2025-10-31"
"videoke machine with wireless microphone","78","787","17127","593","3.46","273","34.69","9","3.3","74.99","249.99","24","92","46","46","5.84","2","4.35","64.96","249.99","7","14","7","5","0.64","0","0.0","24.99",,"1","2","0","2025-10-31"
"karaoke machine for adults","2","130566","3107505","128956","4.15","53786","41.19","1503","2.79","74.99","249.99","6226","19357","13284","12757","9.77","210","1.65","64.96","249.99","1836","5042","2935","2823","2.16","37","1.31","59.99","249.99","556","1279","543","2025-10-31"
"karaoke speaker with 2 microphones","94","1574","41956","649","1.55","569","36.15","10","1.76","74.99","249.99","38","165","168","111","7.05","1","0.9","59.49","259.99","12","32","33","27","1.72","0","0.0","59.99",,"4","11","7","2025-10-31"
"ikarao karaoke","54","334","8553","505","5.9","127","38.02","28","22.05","249.99","249.99","3","44","42","13","3.89","1","7.69","279.97","249.99","0","6","4","2","0.6","0","0.0","279.97",,"0","0","2","2025-10-31"
"jbl partybox","44","130954","2657970","1782","0.07","50183","38.32","10","0.02","428.0","249.99","282","12350","17835","5924","4.52","0","0.0","397.46",,"53","1665","2204","787","0.6","0","0.0","428.0",,"9","284","331","2025-10-31"
"magic sing","21","2932","75555","2653","3.51","1230","41.95","28","2.28","459.0","249.99","35","324","389","108","3.68","1","0.93","474.24","249.99","4","41","27","14","0.48","0","0.0","170.06",,"0","8","3","2025-10-31"
"karaoke machine","1","320827","7531305","250304","3.32","125323","39.06","2425","1.93","59.49","249.99","14503","48459","30784","33594","10.47","307","0.91","59.49","249.99","4682","13849","7641","7736","2.41","72","0.93","59.49","249.99","1576","3597","1563","2025-10-31"
"professional karaoke machine","33","2233","55481","1726","3.11","742","33.23","16","2.16","359.99","249.99","17","156","166","75","3.36","3","4.0","199.99","249.99","3","16","19","4","0.18","0","0.0","137.99",,"0","0","2","2025-10-31"
"karaoke microphone","99","60659","1530741","830","0.05","23178","38.21","4","0.02","19.99","259.99","3783","10052","4517","6634","10.94","1","0.02","19.99","259.99","1235","2973","1261","2018","3.33","0","0.0","19.99",,"480","950","354","2025-10-31"
"rent a karaoke machine","65","770","18260","851","4.66","200","25.97","7","3.5","74.99","249.99","32","93","39","31","4.03","2","6.45","99.98","246.46","3","14","10","4","0.52","0","0.0","59.49",,"1","1","1","2025-10-31"
"jbl karaoke machine","67","3927","80001","1256","1.57","1673","42.6","9","0.54","329.95","249.99","66","483","617","210","5.35","0","0.0","279.95",,"13","65","84","28","0.71","0","0.0","279.95",,"1","10","15","2025-10-31"
"home karaoke system","34","1065","30193","1089","3.61","367","34.46","13","3.54","129.99","249.99","35","129","74","64","6.01","2","3.13","119.99","249.99","7","30","9","13","1.22","1","7.69","103.97","249.99","2","6","0","2025-10-31"
"karaoke￼","82","984","20599","568","2.76","351","35.67","8","2.28","54.98","249.99","56","123","77","97","9.86","2","2.06","34.19","246.46","17","29","25","9","0.91","0","0.0","25.49",,"5","4","0","2025-10-31"
"karaoke machine￼","41","2177","47549","1631","3.43","809","37.16","11","1.36","59.49","249.99","78","340","181","256","11.76","1","0.39","59.49","249.99","19","113","55","34","1.56","0","0.0","59.49",,"6","15","8","2025-10-31"
"ikarao shell 2","84","20","547","38","6.95","15","75.0","10","66.67","249.99","249.99","2","5","5","2","10.0","1","50.0","249.99","249.99","0","1","1","1","5.0","1","100.0","249.99","249.99","0","1","0","2025-10-31"
"ikaroa karaoke machine","70","41","844","69","8.18","20","48.78","8","40.0","279.99","249.99","1","11","3","5","12.2","2","40.0","349.99","246.46","0","2","2","1","2.44","1","100.0","246.46","246.46","0","1","0","2025-10-31"
"karaoke machine with autotune","92","1161","30539","777","2.54","535","46.08","14","2.62","119.99","249.99","61","202","138","78","6.72","0","0.0","89.99",,"13","28","14","7","0.6","0","0.0","67.97",,"2","3","0","2025-10-31"
"karaoke machine with lyrics display","6","13401","366264","13437","3.67","5502","41.06","115","2.09","103.97","249.99","467","1963","1587","992","7.4","17","1.71","99.98","249.99","95","385","282","153","1.14","4","2.61","79.99","249.99","18","75","45","2025-10-31"
"ikarao x2","52","90","2104","162","7.7","60","66.67","8","13.33","349.99","249.99","4","25","17","15","16.67","3","20.0","359.99","259.99","1","8","5","6","6.67","1","16.67","359.99","259.99","0","4","1","2025-10-31"
"ikareo karaoke machine","100","39","851","50","5.88","18","46.15","6","33.33","249.99","249.99","0","9","6","4","10.26","1","25.0","259.99","259.99","0","1","3","3","7.69","1","33.33","349.99","259.99","0","1","2","2025-10-31"
"shell s2 karaoke","43","28","751","31","4.13","16","57.14","8","50.0","249.99","249.99","4","8","1","2","7.14","2","100.0","249.99","249.99","0","1","1","2","7.14","2","100.0","249.99","249.99","0","1","1","2025-10-31"
"karaoke equipment","64","2509","65130","1550","2.38","580","23.12","2","0.34","169.99","249.99","10","132","138","61","2.43","0","0.0","59.5",,"1","23","11","10","0.4","0","0.0","59.49",,"1","6","2","2025-10-31"
"karaoke machine tv","81","342","8473","359","4.24","134","39.18","7","5.22","103.97","249.99","16","64","30","22","6.43","3","13.64","74.99","249.99","6","11","2","8","2.34","0","0.0","59.49",,"2","4","1","2025-10-31"
"ikarao smart karaoke machine","62","107","3645","199","5.46","58","54.21","6","10.34","349.97","249.99","5","19","15","7","6.54","2","28.57","249.99","246.46","0","4","1","3","2.8","1","33.33","359.99","249.99","0","2","0","2025-10-31"
"karaoke machine with screen","9","7551","181399","7453","4.11","2994","39.65","87","2.91","159.97","249.99","174","934","898","423","5.6","15","3.55","159.98","249.99","26","118","129","54","0.72","1","1.85","159.97","249.99","6","22","19","2025-10-31"
"karaoke machines","36","2531","66459","2076","3.12","874","34.53","8","0.92","64.96","249.99","67","352","213","190","7.51","1","0.53","59.49","249.99","15","70","42","38","1.5","0","0.0","54.98",,"3","17","12","2025-10-31"
"karaoke music with lyrics","85","2804","56744","1367","2.41","158","5.63","0","0.0","24.84",,"2","45","53","20","0.71","0","0.0","21.68",,"0","11","5","7","0.25","0","0.0","19.99",,"0","6","1","2025-10-31"
