ASIN 或商品=["B0DHPN1DMJ"],报告范围=["每月"],选择年份=["2025"],选择月份=["11 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"professional karaoke machine system","83","2416","53337","1574","2.95","1109","45.9","18","1.62","129.97","234.14","82","264","295","176","7.28","1","0.57","119.99","246.46","16","48","42","32","1.32","0","0.0","99.99",,"3","11","8","2025-11-30"
"ikarao s1","41","232","5586","412","7.38","150","64.66","47","31.33","265.98","234.14","17","31","42","30","12.93","4","13.33","265.98","223.99","2","7","10","18","7.76","2","11.11","265.98","223.99","1","4","8","2025-11-30"
"karoake","72","1250","31891","933","2.93","443","35.44","8","1.81","53.68","234.14","84","153","81","116","9.28","3","2.59","44.78","234.14","23","53","16","34","2.72","1","2.94","53.68","246.46","8","14","3","2025-11-30"
"home party karaoke machine","31","3360","73005","2477","3.39","1858","55.3","25","1.35","64.96","246.46","160","554","546","534","15.89","4","0.75","56.51","246.46","60","160","139","131","3.9","2","1.53","56.51","234.14","17","47","35","2025-11-30"
"shell 2 karaoke","62","10","237","18","7.59","7","70.0","6","85.71","234.14","234.14","0","5","2","4","40.0","3","75.0","234.14","234.14","0","2","2","3","30.0","3","100.0","234.14","234.14","0","2","1","2025-11-30"
"home karaoke","81","760","18999","778","4.09","287","37.76","16","5.57","74.99","246.46","33","96","78","56","7.37","2","3.57","56.51","246.46","7","20","15","15","1.97","1","6.67","56.51","249.99","3","7","3","2025-11-30"
"ikarao smart karaoke machine","56","498","13939","893","6.41","198","39.76","29","14.65","332.49","246.46","10","55","78","35","7.03","3","8.57","332.49","234.14","5","8","18","21","4.22","1","4.76","349.97","234.14","4","4","10","2025-11-30"
"karokee machine with bluetooth and wireless microphone for adults","7","32227","794296","19371","2.44","12878","39.96","184","1.43","56.51","246.46","1526","4188","3323","3796","11.78","36","0.95","53.86","246.46","548","1301","944","907","2.81","7","0.77","53.68","234.14","161","342","195","2025-11-30"
"karaoke machine","1","651722","15226733","481750","3.16","255659","39.23","4196","1.64","53.68","234.14","27092","82147","62944","73147","11.22","603","0.82","53.68","234.14","9421","25084","17444","16609","2.55","156","0.94","53.68","234.14","2724","6044","3801","2025-11-30"
"karaoke￼","91","1599","34705","810","2.33","549","34.33","7","1.28","49.99","246.46","56","190","126","158","9.88","2","1.27","38.44","246.46","17","51","42","24","1.5","1","4.17","40.48","249.99","3","10","4","2025-11-30"
"kareokee machine with bluetooth and wireless microphone for adults","13","20375","454386","11287","2.48","8032","39.42","103","1.28","59.99","246.46","920","2394","2039","2225","10.92","17","0.76","53.68","246.46","322","720","560","507","2.49","2","0.39","53.68","234.14","102","176","107","2025-11-30"
"karaoke machine￼","48","4059","87408","2494","2.85","1599","39.39","14","0.88","53.68","246.46","188","535","386","554","13.65","4","0.72","53.68","234.14","94","174","132","87","2.14","0","0.0","53.68",,"22","26","20","2025-11-30"
"ikaro karaoke machine","90","311","7891","522","6.62","136","43.73","15","11.03","332.49","234.14","23","32","35","26","8.36","2","7.69","332.49","234.14","2","7","9","11","3.54","1","9.09","265.98","246.46","1","4","4","2025-11-30"
"ikarao break x1","59","1038","26075","1578","6.05","509","49.04","16","3.14","531.99","246.46","6","66","175","82","7.9","4","4.88","531.99","246.46","2","11","37","26","2.5","0","0.0","531.99",,"1","3","14","2025-11-30"
"karaoke for adults","66","2301","59405","1388","2.34","748","32.51","16","2.14","56.51","246.46","82","238","195","166","7.21","4","2.41","53.68","246.46","22","45","49","20","0.87","0","0.0","53.68",,"1","6","9","2025-11-30"
"ikaro shell s2","34","44","373","64","17.16","23","52.27","17","73.91","249.99","246.46","5","7","8","7","15.91","7","100.0","249.99","249.99","3","2","2","4","9.09","4","100.0","223.99","223.99","2","1","1","2025-11-30"
"karaoke","4","121312","2823015","72551","2.57","38768","31.96","685","1.77","53.68","234.14","3947","10914","8594","8620","7.11","84","0.97","49.69","234.14","1125","2774","1923","1783","1.47","22","1.23","40.99","234.14","335","628","378","2025-11-30"
"karaoke machine for adults with screen","53","1659","39025","1819","4.66","674","40.63","16","2.37","151.99","246.46","38","111","180","106","6.39","5","4.72","159.99","246.46","5","21","31","15","0.9","0","0.0","130.86",,"2","1","5","2025-11-30"
