ASIN 或商品=["B0DHPN1DMJ"],报告范围=["每月"],选择年份=["2025"],选择月份=["5 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"ikarao microphone","100","51","1109","59","5.32","8","15.69","2","25.0","21.99","246.48","1","3","2","1","1.96","1","100.0","246.48","246.48","0","1","0","1","1.96","1","100.0","246.48","246.48","0","1","0","2025-05-31"
"home karaoke system for smart tv","64","447","10581","542","5.12","150","33.56","4","2.67","89.95","246.48","14","66","44","29","6.49","1","3.45","72.99","246.48","5","14","6","10","2.24","1","10.0","74.99","246.48","2","7","1","2025-05-31"
"ikarao shell s1 10.1-inch smart karaoke machine","68","93","2372","164","6.91","54","58.06","6","11.11","299.99","269.99","1","14","27","23","24.73","2","8.7","299.99","299.99","1","5","11","5","5.38","1","20.0","299.99","299.99","1","0","3","2025-05-31"
"ikarao karaoke machine","8","1540","36906","2654","7.19","700","45.45","142","20.29","299.99","269.99","40","190","241","139","9.03","29","20.86","299.99","269.99","10","36","50","20","1.3","1","5.0","285.0","299.99","2","3","8","2025-05-31"
"ikarao s1","45","92","1950","170","8.72","58","63.04","11","18.97","299.99","269.99","3","23","16","14","15.22","3","21.43","299.99","269.99","1","6","5","9","9.78","1","11.11","299.99","246.48","0","5","4","2025-05-31"
"karaoke microphone wireless","38","15745","360390","1425","0.4","5912","37.55","19","0.32","25.99","246.48","848","2915","1338","1447","9.19","1","0.07","20.99","246.48","225","761","290","453","2.88","0","0.0","20.99",,"92","260","70","2025-05-31"
"professional karaoke machine","26","2129","49203","1805","3.67","804","37.76","25","3.11","246.48","269.99","25","183","237","119","5.59","5","4.2","189.99","299.99","7","40","28","18","0.85","0","0.0","119.99",,"3","9","4","2025-05-31"
"karaoke with lyrics display","54","519","11702","563","4.81","261","50.29","10","3.83","129.99","269.99","18","89","75","47","9.06","4","8.51","199.99","299.99","2","15","17","5","0.96","0","0.0","129.99",,"0","3","1","2025-05-31"
"karaoke machine with screen","13","4241","99421","3785","3.81","1783","42.04","59","3.31","159.99","269.99","109","510","520","290","6.84","11","3.79","155.99","269.99","15","90","91","51","1.2","3","5.88","139.92","269.99","4","19","18","2025-05-31"
"ikarao shell 2","36","20","296","40","13.51","13","65.0","7","53.85","299.99","269.99","5","4","3","5","25.0","3","60.0","269.99","269.99","3","1","1","2","10.0","2","100.0","269.99","269.99","2","0","0","2025-05-31"
"ikarao break x1 karaoke machine","33","341","8390","564","6.72","166","48.68","15","9.04","566.99","269.99","8","39","59","34","9.97","4","11.76","566.99","269.99","1","9","11","13","3.81","1","7.69","566.99","269.99","1","4","4","2025-05-31"
"mini karaoke machine","18","17214","389588","2493","0.64","7606","44.18","37","0.49","16.99","246.48","878","3714","1908","2828","16.43","8","0.28","15.8","246.48","380","1426","682","915","5.32","0","0.0","16.85",,"152","489","201","2025-05-31"
"professional karaoke machine for adults","47","1475","36756","1336","3.63","473","32.07","11","2.33","239.99","299.99","35","128","145","92","6.24","1","1.09","139.99","269.99","11","37","23","10","0.68","0","0.0","75.99",,"2","5","2","2025-05-31"
"portable karaoke machine for adults","41","545","14192","474","3.34","216","39.63","7","3.24","49.99","269.99","35","97","45","80","14.68","3","3.75","39.99","299.99","20","36","15","8","1.47","1","12.5","49.98","299.99","0","6","2","2025-05-31"
"jbl karaoke","57","3619","73943","741","1.0","1599","44.18","9","0.56","299.95","269.99","75","467","549","224","6.19","3","1.34","249.99","299.99","16","90","59","30","0.83","0","0.0","229.95",,"5","14","4","2025-05-31"
"karaoke machine bluetooth","77","927","22782","245","1.08","360","38.83","3","0.83","56.99","246.48","33","140","108","107","11.54","1","0.93","52.99","246.48","12","52","22","35","3.78","1","2.86","50.86","246.48","5","20","7","2025-05-31"
"ikarao shell","70","58","1403","100","7.13","36","62.07","9","25.0","279.98","269.99","1","17","9","9","15.52","4","44.44","269.99","269.99","1","4","0","2","3.45","0","0.0","285.0",,"0","0","0","2025-05-31"
"kareokee machine","32","333","8344","437","5.24","117","35.14","7","5.98","69.99","246.48","11","54","26","37","11.11","3","8.11","64.98","246.48","5","16","7","11","3.3","2","18.18","72.99","349.99","1","5","3","2025-05-31"
"karaoke machine￼","34","1419","29573","1528","5.17","553","38.97","19","3.44","59.99","269.99","50","227","186","178","12.54","2","1.12","52.99","269.99","21","78","53","30","2.11","0","0.0","59.99",,"9","11","7","2025-05-31"
"karaoke machine 2 microphones","85","476","12737","195","1.53","163","34.24","2","1.23","52.99","246.48","6","74","55","47","9.87","1","2.13","49.99","246.48","4","22","16","10","2.1","1","10.0","20.99","246.48","3","5","2","2025-05-31"
"karaoke machine with lyrics display","6","11237","272170","11683","4.29","4974","44.26","120","2.41","99.99","269.99","306","1819","1504","919","8.18","16","1.74","79.99","269.99","70","354","284","176","1.57","6","3.41","74.99","299.99","24","80","49","2025-05-31"
"portable karaoke systems","98","841","17674","583","3.3","422","50.18","7","1.66","99.98","269.99","39","154","137","81","9.63","1","1.23","80.99","299.99","10","31","19","12","1.43","0","0.0","59.99",,"3","5","2","2025-05-31"
"magic sing karaoke","82","872","20077","931","4.64","311","35.67","10","3.22","246.48","269.99","8","79","80","25","2.87","0","0.0","279.99",,"0","9","7","2","0.23","0","0.0","478.85",,"0","2","0","2025-05-31"
"karaoke machine with lyrics display screen for adults","79","260","5746","238","4.14","116","44.62","3","2.59","119.92","269.99","5","43","36","22","8.46","1","4.55","74.99","299.99","2","9","7","3","1.15","1","33.33","299.99","299.99","2","1","0","2025-05-31"
"karaoke machine with display","91","204","5099","187","3.67","104","50.98","6","5.77","199.99","246.48","4","28","29","18","8.82","3","16.67","199.99","246.48","2","4","3","9","4.41","0","0.0","199.99",,"1","3","1","2025-05-31"
"home karaoke machines","48","743","15513","742","4.78","349","46.97","8","2.29","99.99","269.99","22","116","120","58","7.81","1","1.72","99.99","269.99","5","19","22","14","1.88","1","7.14","74.99","269.99","1","6","6","2025-05-31"
"karaoke machine for tv","22","3432","84061","3310","3.94","1202","35.02","18","1.5","74.99","269.99","98","495","348","223","6.5","2","0.9","73.99","246.47","21","101","60","58","1.69","1","1.72","73.99","349.99","8","26","16","2025-05-31"
"karaoke machine for kids","53","28102","663592","1370","0.21","14075","50.09","16","0.11","20.99","269.99","1795","6241","3411","3968","14.12","0","0.0","19.99",,"586","1817","991","1302","4.63","0","0.0","19.99",,"237","634","280","2025-05-31"
"karaoke lyrics display","81","143","3616","159","4.4","39","27.27","5","12.82","139.65","269.99","0","15","19","8","5.59","1","12.5","116.99","269.99","0","4","4","2","1.4","1","50.0","99.99","269.99","0","2","0","2025-05-31"
"magic mic karaoke","72","640","14206","554","3.9","200","31.25","9","4.5","269.99","269.99","15","71","69","28","4.38","2","7.14","139.0","246.48","4","14","7","8","1.25","0","0.0","129.99",,"1","4","2","2025-05-31"
"ikarao karaoke","42","217","5203","365","7.02","94","43.32","21","22.34","279.99","269.99","2","38","20","17","7.83","4","23.53","269.99","269.99","0","5","2","3","1.38","0","0.0","285.0",,"0","2","0","2025-05-31"
"highest rated karaoke machine","44","351","9184","456","4.97","107","30.48","17","15.89","129.99","299.99","22","36","29","20","5.7","4","20.0","116.99","269.99","8","7","2","4","1.14","0","0.0","74.99",,"1","2","0","2025-05-31"
"karaoke machine connect to tv","35","965","24723","1039","4.2","376","38.96","14","3.72","89.99","269.99","34","166","100","48","4.97","1","2.08","74.99","299.99","8","22","10","22","2.28","1","4.55","89.99","299.99","6","10","3","2025-05-31"
"ikaroa karaoke machine","37","54","1133","62","5.47","32","59.26","13","40.63","269.99","269.99","0","13","9","4","7.41","2","50.0","269.99","269.99","0","2","1","2","3.7","2","100.0","269.99","269.99","0","2","0","2025-05-31"
"ikarao smart karaoke machine for adults","4","3718","83286","6510","7.82","1838","49.44","366","19.91","299.99","269.99","74","598","611","384","10.33","86","22.4","299.99","269.99","21","132","124","45","1.21","9","20.0","349.98","269.99","2","18","14","2025-05-31"
"ikaroo karaoke machine","20","410","10949","705","6.44","183","44.63","39","21.31","299.99","269.99","8","54","63","48","11.71","11","22.92","299.99","299.99","2","11","15","12","2.93","1","8.33","349.98","246.48","0","3","5","2025-05-31"
"jbl karaoke machine with 2 microphones","52","7287","150833","1595","1.06","3025","41.51","10","0.33","299.95","246.48","173","897","1058","437","6.0","0","0.0","249.99",,"42","151","133","77","1.06","0","0.0","169.99",,"10","36","24","2025-05-31"
"karaoke microphone","12","49917","1140283","8202","0.72","20836","41.74","74","0.36","19.99","269.99","3242","10197","4368","5827","11.67","9","0.15","19.99","269.99","1074","2902","1145","1954","3.91","1","0.05","19.99","299.99","449","1046","291","2025-05-31"
"karaoke","3","39352","917159","31970","3.49","11251","28.59","420","3.73","59.99","269.99","1125","4342","2756","2350","5.97","37","1.57","49.99","269.99","283","1009","535","618","1.57","10","1.62","49.49","246.48","107","282","113","2025-05-31"
"shell s2","71","14","304","19","6.25","7","50.0","6","85.71","246.48","246.48","1","3","1","2","14.29","2","100.0","246.48","246.48","0","2","0","1","7.14","1","100.0","246.48","246.48","0","1","0","2025-05-31"
"ikaro s2","86","15","144","30","20.83","8","53.33","6","75.0","269.99","269.99","0","2","5","1","6.67","1","100.0","269.99","269.99","0","0","1","1","6.67","1","100.0","269.99","269.99","0","0","1","2025-05-31"
"ikarao break x1","89","227","5355","358","6.69","111","48.9","9","8.11","699.99","246.48","1","22","36","23","10.13","2","8.7","699.99","246.48","0","9","5","5","2.2","0","0.0","566.99",,"0","3","1","2025-05-31"
"singing machine karaoke","15","3789","83544","3255","3.9","1195","31.54","28","2.34","91.0","269.99","68","317","304","192","5.07","5","2.6","79.99","299.99","19","54","55","38","1.0","3","7.89","72.99","299.99","7","17","8","2025-05-31"
"ikarao smart karaoke machine","96","164","4221","292","6.92","71","43.29","8","11.27","285.0","299.99","7","22","15","13","7.93","2","15.38","299.99","246.48","1","3","5","3","1.83","0","0.0","349.99",,"0","1","0","2025-05-31"
"karaoke machine hook up to tv","92","104","2330","133","5.71","53","50.96","2","3.77","99.98","246.48","2","16","22","14","13.46","1","7.14","99.98","246.48","1","5","8","1","0.96","1","100.0","246.48","246.48","0","1","0","2025-05-31"
"karaoke machine ikarao","61","159","3723","260","6.98","60","37.74","9","15.0","219.99","269.99","2","23","22","5","3.14","2","40.0","269.99","269.99","0","3","1","4","2.52","1","25.0","219.99","269.99","0","2","1","2025-05-31"
"lyric speaker","49","1891","36646","1298","3.54","886","46.85","5","0.56","299.98","299.99","23","166","353","239","12.64","2","0.84","299.98","269.99","6","46","92","0","0.0","0",,,,"0","0","0","2025-05-31"
"karokee machine with bluetooth and wireless microphone for adults","11","11371","262091","6495","2.48","4803","42.24","66","1.37","72.99","269.99","494","2017","1356","1407","12.37","12","0.85","64.98","299.99","161","582","392","390","3.43","3","0.77","69.99","299.99","56","200","86","2025-05-31"
"ikarao s2","28","69","1845","133","7.21","43","62.32","26","60.47","269.99","246.48","3","19","6","7","10.14","5","71.43","269.99","246.48","0","5","1","3","4.35","2","66.67","299.99","299.99","0","3","0","2025-05-31"
"karaoke speaker with 2 microphones","55","3179","73075","1033","1.41","1096","34.48","11","1.0","74.99","299.99","97","363","355","260","8.18","2","0.77","64.98","246.48","35","67","100","54","1.7","0","0.0","59.99",,"3","28","17","2025-05-31"
"jbl karaoke machine","50","2715","55703","1394","2.5","1156","42.58","16","1.38","299.95","269.99","35","365","427","141","5.19","0","0.0","249.99",,"6","47","49","20","0.74","0","0.0","249.99",,"0","9","7","2025-05-31"
"tonor k20 wireless karaoke machine","63","401","10865","501","4.61","199","49.63","6","3.02","219.99","269.99","9","41","69","45","11.22","1","2.22","209.99","246.48","2","9","14","20","4.99","1","5.0","209.99","246.48","0","3","9","2025-05-31"
"ikarao shell s2","9","220","4587","410","8.94","128","58.18","86","67.19","269.99","269.99","13","63","26","27","12.27","21","77.78","269.99","269.99","5","14","5","12","5.45","9","75.0","299.99","299.99","0","7","2","2025-05-31"
"professional karaoke systems","84","683","14295","448","3.13","341","49.93","8","2.35","379.0","246.48","7","48","59","36","5.27","2","5.56","309.99","269.99","1","3","7","1","0.15","0","0.0","349.98",,"0","0","0","2025-05-31"
"magic sing karaoke system 2025","24","2639","57543","2810","4.88","1040","39.41","26","2.5","479.55","269.99","30","271","324","121","4.59","1","0.83","478.85","299.99","2","41","43","18","0.68","1","5.56","479.55","299.99","0","7","10","2025-05-31"
"microphone","39","330891","8468596","1162","0.01","92187","27.86","12","0.01","24.99","246.48","13097","41181","19129","29939","9.05","3","0.01","22.88","246.48","4773","13965","6084","8491","2.57","0","0.0","19.99",,"1870","4339","1420","2025-05-31"
"portable karaoke","17","1883","45030","1826","4.06","767","40.73","41","5.35","39.99","269.99","96","360","159","198","10.52","8","4.04","26.99","269.99","29","97","33","36","1.91","1","2.78","27.99","269.99","5","20","6","2025-05-31"
"karoke","58","1203","30468","1390","4.56","413","34.33","5","1.21","49.49","269.99","44","182","104","132","10.97","1","0.76","49.49","246.48","15","65","31","31","2.58","0","0.0","49.49",,"5","19","5","2025-05-31"
"videoke karaoke machine filipino","90","687","15549","704","4.53","209","30.42","6","2.87","122.55","299.99","13","73","60","29","4.22","1","3.45","89.99","246.48","2","10","11","2","0.29","0","0.0","27.49",,"0","1","1","2025-05-31"
"karaoke machine for adults, with lyrics display, 10.1"" screen, 280w, 2+2 channel, 2 wireless microphone, autotune eq, self-charging, portable home karaoke system with karafun prime, hdmi for tv","94","15","465","28","6.02","16","106.67","4","25.0","269.99","269.99","0","4","3","4","26.67","1","25.0","269.99","269.99","0","1","2","2","13.33","1","50.0","269.99","269.99","0","1","0","2025-05-31"
"karaoke machines for adults","43","374","10035","396","3.95","146","39.04","7","4.79","109.99","299.99","14","41","47","36","9.63","3","8.33","99.98","299.99","3","13","11","7","1.87","1","14.29","119.99","299.99","3","2","1","2025-05-31"
"ikarao shell s3","62","131","1851","258","13.94","80","61.07","15","18.75","219.99","269.99","1","26","28","6","4.58","1","16.67","199.99","269.99","0","2","3","3","2.29","1","33.33","219.99","269.99","0","1","2","2025-05-31"
"karaoke machine hdmi","75","217","5922","197","3.33","78","35.94","5","6.41","116.99","246.48","9","27","24","3","1.38","1","33.33","119.99","246.48","1","1","0","2","0.92","1","50.0","74.99","246.48","1","1","0","2025-05-31"
"karoke machine","25","1387","38610","1787","4.63","692","49.89","17","2.46","64.98","246.48","68","249","205","209","15.07","3","1.44","52.99","269.99","30","81","65","44","3.17","2","4.55","49.99","299.99","7","19","15","2025-05-31"
"karaoke machine for adults with screen","67","507","11640","538","4.62","195","38.46","9","4.62","142.28","269.99","9","57","67","23","4.54","3","13.04","197.49","269.99","2","7","10","1","0.2","0","0.0","116.99",,"0","1","0","2025-05-31"
"portable karaoke machine for adults, built-in lyrics display and screen, 2 self-charging wireless microphones, karaoke app, 140w speaker, connects to tv for home party birthday outdoor camping","40","5","96","9","9.38","4","80.0","4","100.0","246.48","246.48","0","4","0","3","60.0","3","100.0","299.99","299.99","0","3","0","2","40.0","2","100.0","246.48","246.48","0","2","0","2025-05-31"
"karoke machine with bluetooth and wireless microphone for adults","59","1391","35690","1238","3.47","575","41.34","9","1.57","72.99","269.99","54","252","163","181","13.01","1","0.55","59.99","269.99","15","95","48","35","2.52","0","0.0","72.99",,"3","20","10","2025-05-31"
"portable karaoke machine","10","6439","147150","5753","3.91","2541","39.46","93","3.66","47.99","269.99","326","1118","690","662","10.28","18","2.72","34.19","269.99","100","272","195","166","2.58","2","1.2","29.99","269.99","33","70","45","2025-05-31"
"karaoke machines","51","1503","38036","1244","3.27","465","30.94","13","2.8","74.99","269.99","30","163","138","98","6.52","1","1.02","64.98","246.48","10","43","27","20","1.33","0","0.0","69.99",,"4","9","3","2025-05-31"
"karaoke machine with autotune","99","964","23624","871","3.69","491","50.93","6","1.22","109.99","246.48","35","209","123","61","6.33","0","0.0","74.99",,"6","26","16","8","0.83","0","0.0","99.98",,"0","6","2","2025-05-31"
"home karaoke system","56","677","17052","591","3.47","168","24.82","8","4.76","99.98","299.99","20","61","47","29","4.28","1","3.45","72.99","299.99","3","11","7","6","0.89","1","16.67","72.99","299.99","1","2","1","2025-05-31"
"kareoke microphone with bluetooth and wireless microphone for adults","80","1444","33212","793","2.39","479","33.17","7","1.46","47.99","269.99","53","213","124","125","8.66","1","0.8","32.99","269.99","20","55","30","33","2.29","0","0.0","20.59",,"8","16","7","2025-05-31"
"karaoke machine for adults","2","91582","2055022","110487","5.38","36404","39.75","1417","3.89","74.99","269.99","3337","14241","10585","9080","9.91","207","2.28","72.99","269.99","1039","3821","2535","2218","2.42","44","1.98","72.99","299.99","350","1057","512","2025-05-31"
"magic sing","21","2622","69337","3458","4.99","852","32.49","21","2.46","479.55","246.48","29","227","261","70","2.67","4","5.71","478.85","246.47","3","23","23","7","0.27","0","0.0","478.85",,"1","1","3","2025-05-31"
"karaoke machine that connects to tv","66","335","8473","320","3.78","136","40.6","3","2.21","74.99","246.48","16","62","30","31","9.25","2","6.45","69.99","246.48","2","21","3","6","1.79","1","16.67","64.98","246.48","2","2","1","2025-05-31"
"ikarao","5","2493","63027","4490","7.12","1365","54.75","294","21.54","299.99","269.99","81","396","461","165","6.62","38","23.03","299.99","269.99","4","60","64","36","1.44","10","27.78","349.98","269.99","1","13","16","2025-05-31"
"ikaro shell s1","76","72","587","108","18.4","36","50.0","7","19.44","285.0","269.99","0","9","17","10","13.89","1","10.0","285.0","246.48","0","3","2","5","6.94","1","20.0","299.99","246.48","0","3","1","2025-05-31"
"smartest karaoke machine","87","94","1978","140","7.08","50","53.19","15","30.0","199.99","299.99","15","11","14","9","9.57","2","22.22","199.99","269.99","3","1","3","0","0.0","0",,,,"0","0","0","2025-05-31"
"ikarao karaoke machines","95","9","180","16","8.89","9","100.0","4","44.44","299.99","299.99","0","8","1","2","22.22","1","50.0","279.99","299.99","0","2","0","1","11.11","1","100.0","299.99","299.99","0","1","0","2025-05-31"
"karafun","29","1122","9379","458","4.88","113","10.07","8","7.08","148.99","299.99","1","37","36","18","1.6","4","22.22","199.99","299.99","0","10","6","4","0.36","2","50.0","74.99","299.99","0","3","0","2025-05-31"
"karaoke machine for adults with lyrics display","46","1328","34952","1421","4.07","502","37.8","10","1.99","129.99","269.99","43","169","177","63","4.74","1","1.59","129.99","269.99","4","25","19","11","0.83","0","0.0","129.99",,"2","5","2","2025-05-31"
"portable karaoke machine with 2 wireless microphones","31","1870","45846","1718","3.75","760","40.64","21","2.76","59.99","269.99","104","328","206","217","11.6","2","0.92","52.79","269.99","28","96","55","41","2.19","0","0.0","49.49",,"4","20","11","2025-05-31"
