ASIN 或商品=["B0FNCQW2K3"],报告范围=["每月"],选择年份=["2026"],选择月份=["1 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"karaoke machine ikarao","6","144","4099","45","1.1","78","54.17","3","3.85","249.99","219.99","7","22","24","12","8.33","1","8.33","249.99","219.99","2","1","1","4","2.78","0","0.0","249.99",,"2","0","0","2026-01-31"
"karaoke machine for adults con pantalla","34","33","679","2","0.29","14","42.42","1","7.14","159.97","219.99","0","1","2","5","15.15","0","0.0","140.0",,"0","0","0","1","3.03","0","0.0","89.99",,"0","0","0","2026-01-31"
"karaoke machine with handle","36","16","374","1","0.27","5","31.25","1","20.0","99.99","219.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-01-31"
"ikarao shell s3 with hdmi","14","10","130","5","3.85","6","60.0","2","33.33","219.99","219.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-01-31"
"karaoke machine for tv","10","4658","122101","79","0.06","1704","36.58","1","0.06","101.96","219.99","136","456","438","260","5.58","0","0.0","99.99",,"21","70","67","61","1.31","0","0.0","101.96",,"4","21","22","2026-01-31"
"ikarao shell s3 portable karaoke machine","3","17","634","6","0.95","10","58.82","3","30.0","219.99","219.99","1","0","0","4","23.53","1","25.0","219.99","219.99","1","0","0","2","11.76","1","50.0","219.99","219.99","0","0","0","2026-01-31"
"ikarao break x1 karaoke machine","29","214","5486","40","0.73","95","44.39","0","0.0","531.98",,"1","20","28","13","6.07","0","0.0","531.98",,"0","5","5","3","1.4","0","0.0","531.98",,"0","3","0","2026-01-31"
"bsrra karaoke que se conecta a la tvcoreccion de voz","31","2","44","2","4.55","1","50.0","1","100.0","219.99","219.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-01-31"
"karaoke machine connect to tv","19","1325","38240","51","0.13","553","41.74","0","0.0","84.99",,"36","145","126","76","5.74","0","0.0","84.99",,"8","27","16","21","1.58","0","0.0","71.99",,"2","10","2","2026-01-31"
"yun hsin pro karaoke machine","38","18","411","1","0.24","4","22.22","1","25.0","79.99","219.99","0","0","0","1","5.56","0","0.0","79.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-01-31"
"karaoke with lyrics on screen","9","1696","33340","210","0.63","102","6.01","0","0.0","129.99",,"2","20","27","13","0.77","0","0.0","179.99",,"0","3","3","1","0.06","0","0.0","79.99",,"0","0","1","2026-01-31"
"ikaroa karaoke machine","23","28","665","8","1.2","11","39.29","1","9.09","249.99","219.99","0","1","2","4","14.29","0","0.0","249.99",,"0","1","1","0","0.0","0",,,,"0","0","0","2026-01-31"
"ikarao x1 karaoke machine","30","23","605","3","0.5","12","52.17","1","8.33","379.99","219.99","0","2","5","3","13.04","0","0.0","531.98",,"0","2","1","0","0.0","0",,,,"0","0","0","2026-01-31"
"magic karaoke lyrics portable","21","14","312","10","3.21","6","42.86","1","16.67","219.99","219.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-01-31"
"big area karaoke","7","1","22","1","4.55","7","700.0","1","14.29","219.99","219.99","0","0","0","4","400.0","1","25.0","219.99","219.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-01-31"
"ikarao karaoke machine for adults with lyrics display screen 32gb karaoke tablet 2 wireless microphones karaoke speaker with autotune eq connect tv portable karaoke system for home outdoor party","32","2","120","2","1.67","1","50.0","1","100.0","219.99","219.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-01-31"
"karaoke machine with display","18","201","4712","33","0.7","99","49.25","1","1.01","119.99","219.99","5","40","25","10","4.98","0","0.0","79.99",,"1","5","3","1","0.5","0","0.0","53.68",,"1","0","0","2026-01-31"
"karaoke songs and lyrics","26","313","5677","43","0.76","2","0.64","0","0.0","8.99",,"0","1","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-01-31"
"easy karaoke machine","25","22","454","6","1.32","13","59.09","1","7.69","129.99","219.99","0","0","4","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-01-31"
"ikaroo karaoke machine shell s3","33","2","32","2","6.25","2","100.0","1","50.0","219.99","219.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-01-31"
"ikarao karaoke machine","1","6944","170131","1137","0.67","3191","45.95","14","0.44","279.99","219.99","161","642","918","617","8.89","3","0.49","279.99","219.99","30","152","192","135","1.94","0","0.0","332.48",,"11","37","50","2026-01-31"
