ASIN 或商品=["B0FNCQW2K3"],报告范围=["每月"],选择年份=["2025"],选择月份=["9 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"ikarao karaoke machine shell","6","5","89","5","5.62","4","80.0","0","0.0","159.99",,"0","2","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-09-30"
"shell s3 karaoke","14","4","116","1","0.86","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-09-30"
"karaoke machine with lyrics display","13","9835","258525","1","0.0","4143","42.13","0","0.0","107.99",,"367","1768","1042","747","7.6","0","0.0","89.99",,"87","321","176","136","1.38","0","0.0","74.99",,"20","68","34","2025-09-30"
"ikarao shell","4","57","1248","7","0.56","32","56.14","0","0.0","249.99",,"4","10","11","1","1.75","0","0.0","249.99",,"0","0","1","1","1.75","0","0.0","249.99",,"0","0","1","2025-09-30"
"ikarao karaoke machine shell s3","11","2","62","1","1.61","2","100.0","0","0.0","159.98",,"0","1","1","1","50.0","0","0.0","159.98",,"0","1","0","1","50.0","0","0.0","159.98",,"0","1","0","2025-09-30"
"ikarao","1","2063","54775","391","0.71","959","46.49","2","0.21","299.99","219.99","60","313","261","130","6.3","0","0.0","299.99",,"9","58","35","28","1.36","0","0.0","249.99",,"3","16","5","2025-09-30"
"karaoke lyrics display","10","111","2853","2","0.07","23","20.72","0","0.0","159.99",,"0","6","7","3","2.7","0","0.0","299.99",,"0","1","1","0","0.0","0",,,,"0","0","0","2025-09-30"
"ikarao karaoke machine","5","4095","97760","6","0.01","1885","46.03","0","0.0","249.99",,"131","675","552","355","8.67","0","0.0","249.99",,"28","140","106","77","1.88","0","0.0","299.99",,"7","32","22","2025-09-30"
"karaoke systems","7","1393","36075","5","0.01","416","29.86","0","0.0","119.99",,"25","141","86","80","5.74","0","0.0","79.99",,"6","34","18","16","1.15","0","0.0","89.99",,"1","8","2","2025-09-30"
"ikarao small","9","2","40","2","5.0","1","50.0","0","0.0","159.99",,"0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-09-30"
"ikarao s3","3","43","960","25","2.6","19","44.19","0","0.0","159.99",,"0","6","9","2","4.65","0","0.0","159.98",,"0","2","0","0","0.0","0",,,,"0","0","0","2025-09-30"
"karaoke machine","12","263881","6091676","1","0.0","104580","39.63","0","0.0","59.49",,"13470","48215","20538","27797","10.53","0","0.0","53.52",,"4341","13438","5022","6489","2.46","0","0.0","53.52",,"1486","3351","971","2025-09-30"
"brand ikarao","8","7","107","4","3.74","2","28.57","0","0.0","246.47",,"0","2","0","2","28.57","0","0.0","246.47",,"0","2","0","1","14.29","0","0.0","246.47",,"0","1","0","2025-09-30"
"ikarao shell s3","2","162","3440","53","1.54","78","48.15","3","3.85","159.99","219.99","7","27","22","11","6.79","0","0.0","159.99",,"3","3","5","4","2.47","0","0.0","159.98",,"1","1","2","2025-09-30"
