ASIN 或商品=["B0FNCQW2K3"],报告范围=["每月"],选择年份=["2026"],选择月份=["4 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"ikarao karaoke machine for adults, with lyrics display screen, 32gb karaoke tablet, 2 wireless microphones, karaoke speaker with autotune eq, connect tv, portable karaoke system for home outdoor party","22","4","119","6","5.04","4","100.0","4","100.0","215.99","215.99","0","2","2","2","50.0","2","100.0","215.99","215.99","0","0","2","1","25.0","1","100.0","215.99","215.99","0","0","1","2026-04-30"
"ikatao portable karaoke machine","35","21","419","17","4.06","10","47.62","1","10.0","399.99","239.99","0","8","2","5","23.81","1","20.0","309.99","239.99","0","4","1","2","9.52","1","50.0","239.99","239.99","0","1","1","2026-04-30"
"portable karaoke machine","26","4877","128119","880","0.69","1933","39.64","8","0.41","53.99","215.99","292","843","404","450","9.23","0","0.0","53.68",,"79","214","88","117","2.4","0","0.0","53.68",,"32","55","21","2026-04-30"
"karaoke machine for adults with lyrics display","44","595","17185","429","2.5","209","35.13","4","1.91","139.99","215.99","10","77","42","39","6.55","1","2.56","125.99","239.99","3","14","5","8","1.34","0","0.0","53.99",,"1","1","3","2026-04-30"
"karaoke machine with lyrics","96","407","9686","306","3.16","134","32.92","1","0.75","117.06","215.99","13","53","32","20","4.91","0","0.0","104.99",,"4","10","4","5","1.23","0","0.0","85.19",,"1","3","1","2026-04-30"
"karaoke machine with tablet","64","102","2393","91","3.8","61","59.8","4","6.56","129.99","215.99","2","13","3","5","4.9","1","20.0","279.0","215.99","0","3","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikarao shell s3 pro","21","6","42","11","26.19","5","83.33","5","100.0","215.99","215.99","0","4","0","2","33.33","2","100.0","215.99","215.99","0","1","0","1","16.67","1","100.0","269.99","269.99","0","0","0","2026-04-30"
"shell s3","100","6","108","9","8.33","3","50.0","2","66.67","215.99","215.99","0","0","3","1","16.67","1","100.0","215.99","215.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikarao shell s3 with hdmi","25","14","137","27","19.71","12","85.71","6","50.0","215.99","215.99","8","4","0","1","7.14","1","100.0","215.99","215.99","1","0","0","1","7.14","1","100.0","215.99","215.99","1","0","0","2026-04-30"
"karaoke machine with lyrics display","4","6015","165170","5191","3.14","2551","42.41","60","2.35","110.47","215.99","234","1054","593","451","7.5","12","2.66","99.99","239.99","45","189","113","76","1.26","3","3.95","74.99","215.99","14","39","14","2026-04-30"
"karaoke machine with screen display","73","61","2284","50","2.19","24","39.34","3","12.5","169.99","215.99","6","11","2","4","6.56","1","25.0","119.99","215.99","2","1","0","1","1.64","0","0.0","44.99",,"1","0","0","2026-04-30"
"karoke machine","97","1560","49279","343","0.7","597","38.27","0","0.0","53.99",,"85","285","130","164","10.51","0","0.0","53.68",,"27","79","34","54","3.46","0","0.0","53.99",,"13","28","9","2026-04-30"
"karaoke with screen","67","537","11389","374","3.28","186","34.64","2","1.08","169.99","215.99","15","72","39","22","4.1","0","0.0","129.21",,"3","8","6","2","0.37","0","0.0","74.99",,"1","1","0","2026-04-30"
"karaoke machine for adults with screen","20","986","25729","770","2.99","400","40.57","11","2.75","129.99","215.99","36","161","81","53","5.38","1","1.89","189.99","215.99","4","14","10","6","0.61","0","0.0","69.99",,"1","4","1","2026-04-30"
"karaoke machine with screen lyrics display","11","519","13604","448","3.29","252","48.55","8","3.17","128.59","215.99","34","105","58","32","6.17","3","9.38","159.98","215.99","8","13","5","9","1.73","1","11.11","66.48","215.99","4","3","1","2026-04-30"
"karaoke autotune","52","131","2951","137","4.64","58","44.27","5","8.62","104.99","215.99","3","22","15","6","4.58","1","16.67","74.99","215.99","1","3","2","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke machines","60","1540","44758","455","1.02","405","26.3","2","0.49","66.48","215.99","27","175","85","80","5.19","0","0.0","54.99",,"11","33","11","11","0.71","0","0.0","53.99",,"1","9","0","2026-04-30"
"karaoke equipment","85","2135","53324","381","0.71","439","20.56","0","0.0","129.99",,"19","121","92","31","1.45","0","0.0","72.99",,"3","11","8","7","0.33","0","0.0","66.48",,"2","2","2","2026-04-30"
"high end karaoke system","58","930","27307","479","1.75","265","28.49","2","0.75","399.99","215.99","18","64","47","12","1.29","0","0.0","159.19",,"2","2","2","2","0.22","0","0.0","122.39",,"0","1","0","2026-04-30"
"magic sing karaoke","76","1351","33335","360","1.08","485","35.9","1","0.21","495.0","239.99","15","112","97","41","3.03","0","0.0","495.0",,"1","11","8","7","0.52","0","0.0","495.0",,"0","3","2","2026-04-30"
"all in one karaoke system","66","130","3497","93","2.66","56","43.08","3","5.36","215.98","215.99","5","31","11","9","6.92","1","11.11","129.99","215.99","3","4","1","3","2.31","0","0.0","129.99",,"0","2","0","2026-04-30"
"karaoke with lyrics","5","9945","296397","11952","4.03","257","2.58","8","3.11","249.99","239.99","8","37","38","18","0.18","0","0.0","74.99",,"1","8","2","4","0.04","0","0.0","54.98",,"1","2","0","2026-04-30"
"kareokee machine with bluetooth and wireless microphone for adults","14","7568","180560","647","0.36","2966","39.19","8","0.27","53.99","215.99","428","1268","608","821","10.85","4","0.49","53.99","215.99","136","372","159","215","2.84","0","0.0","53.68",,"53","106","34","2026-04-30"
"amazon karaoke machine","91","95","3577","55","1.54","31","32.63","1","3.23","104.99","215.99","2","11","8","7","7.37","1","14.29","122.39","215.99","0","3","3","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke machine hdmi","74","154","4223","114","2.7","69","44.81","1","1.45","104.99","239.99","5","30","9","7","4.55","1","14.29","122.39","239.99","0","6","0","3","1.95","0","0.0","66.48",,"0","3","0","2026-04-30"
"karaoke con pantalla","92","275","7117","311","4.37","65","23.64","1","1.54","179.99","215.99","1","9","8","6","2.18","0","0.0","189.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke songs with lyrics","53","891","17309","574","3.32","86","9.65","0","0.0","21.16",,"5","20","20","7","0.79","0","0.0","29.98",,"1","3","1","2","0.22","0","0.0","13.99",,"0","1","1","2026-04-30"
"karaoke machine built in screen","84","71","1570","53","3.38","28","39.44","2","7.14","169.99","215.99","2","9","13","2","2.82","1","50.0","179.99","215.99","0","0","2","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke machine connect to tv","62","1135","32794","520","1.59","439","38.68","0","0.0","89.99",,"58","179","118","61","5.37","0","0.0","74.99",,"11","22","20","11","0.97","0","0.0","99.99",,"3","4","4","2026-04-30"
"karaoke with lyrics display","17","251","5900","231","3.92","77","30.68","3","3.9","118.99","239.99","7","35","26","12","4.78","2","16.67","179.99","239.99","1","7","3","3","1.2","1","33.33","19.98","239.99","0","2","1","2026-04-30"
"karaoke machine for adults with display lyrics works with iphone","93","14","300","16","5.33","5","35.71","2","40.0","239.99","239.99","0","0","4","1","7.14","1","100.0","239.99","239.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikarao break x1","43","375","9090","425","4.68","206","54.93","6","2.91","569.99","215.99","2","59","67","23","6.13","1","4.35","599.99","215.99","0","14","6","8","2.13","0","0.0","599.99",,"0","2","4","2026-04-30"
"smart karaoke machine","55","234","6764","188","2.78","102","43.59","3","2.94","219.99","215.99","5","35","26","15","6.41","1","6.67","215.99","215.99","0","8","4","5","2.14","0","0.0","279.0",,"0","1","2","2026-04-30"
"karokee machine with bluetooth and wireless microphone for adults","18","11066","311866","1102","0.35","4160","37.59","5","0.12","53.99","239.99","635","1927","885","1224","11.06","1","0.08","53.99","239.99","202","598","240","352","3.18","0","0.0","53.99",,"85","187","52","2026-04-30"
"karaoke machine rental","81","330","8356","57","0.68","85","25.76","2","2.35","74.99","215.99","6","42","17","5","1.52","1","20.0","122.39","215.99","0","3","2","0","0.0","0",,,,"0","0","0","2026-04-30"
"jyx karaoke machine","61","1654","47168","412","0.87","745","45.04","3","0.4","99.99","215.99","54","273","167","124","7.5","0","0.0","80.99",,"7","60","22","46","2.78","0","0.0","99.99",,"0","29","9","2026-04-30"
"karaoke machines for adults","57","372","12039","150","1.25","114","30.65","4","3.51","118.99","215.99","12","41","24","23","6.18","1","4.35","99.99","215.99","3","10","4","6","1.61","0","0.0","99.99",,"1","2","3","2026-04-30"
"karaoke machine with screen","7","5095","128064","4094","3.2","2180","42.79","46","2.11","129.99","215.99","182","809","521","319","6.26","6","1.88","159.98","215.99","27","126","71","47","0.92","2","4.26","159.98","215.99","5","23","7","2026-04-30"
"ikarao smart karaoke machine for adults","16","229","10576","238","2.25","45","19.65","4","8.89","379.98","239.99","1","28","9","13","5.68","2","15.38","332.47","239.99","0","7","3","6","2.62","1","16.67","332.47","239.99","0","3","2","2026-04-30"
"ikarao shell s3","23","86","2011","156","7.76","47","54.65","4","8.51","239.99","239.99","4","28","5","4","4.65","1","25.0","215.99","215.99","1","3","0","2","2.33","1","50.0","215.99","215.99","0","2","0","2026-04-30"
"ikarao shell s1 karaoke machine","68","158","4531","224","4.94","76","48.1","6","7.89","299.99","215.99","5","34","17","19","12.03","0","0.0","299.99",,"1","7","5","2","1.27","0","0.0","215.99",,"1","0","0","2026-04-30"
"autotune","15","2133","52147","1567","3.0","713","33.43","4","0.56","139.0","215.99","37","233","153","99","4.64","0","0.0","169.0",,"9","32","19","11","0.52","0","0.0","125.99",,"1","6","1","2026-04-30"
"karaoke with autotune","48","644","16937","611","3.61","269","41.77","5","1.86","129.19","239.99","31","105","51","21","3.26","0","0.0","111.14",,"6","5","5","3","0.47","0","0.0","104.99",,"1","1","0","2026-04-30"
"maquina de karaoke para adultos","65","297","6630","89","1.34","119","40.07","4","3.36","135.99","215.99","15","32","24","28","9.43","1","3.57","99.99","215.99","6","8","3","1","0.34","0","0.0","349.99",,"0","0","0","2026-04-30"
"complete karaoke system for home","31","84","1946","50","2.57","34","40.48","1","2.94","174.95","215.99","1","13","3","9","10.71","1","11.11","79.99","215.99","0","6","1","1","1.19","1","100.0","215.99","215.99","0","1","0","2026-04-30"
"wired karaoke machine with lyric display","95","7","154","14","9.09","7","100.0","2","28.57","215.99","215.99","0","2","5","2","28.57","1","50.0","159.98","215.99","0","0","2","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke machine w screen","34","19","486","21","4.32","7","36.84","1","14.29","189.99","215.99","0","6","1","2","10.53","1","50.0","215.99","215.99","0","2","0","2","10.53","1","50.0","215.99","215.99","0","2","0","2026-04-30"
"karaoke systems","10","1482","38747","574","1.48","514","34.68","9","1.75","99.0","215.99","39","163","102","117","7.89","3","2.56","65.99","215.99","16","47","21","33","2.23","1","3.03","53.99","215.99","6","17","5","2026-04-30"
"karaoke set up for smart tv","77","171","4495","65","1.45","43","25.15","2","4.65","78.99","215.99","7","19","11","8","4.68","1","12.5","78.99","215.99","1","3","4","1","0.58","0","0.0","53.99",,"1","0","0","2026-04-30"
"microphone with autotune for karaoke","51","11","265","7","2.64","7","63.64","2","28.57","109.99","215.99","0","4","0","4","36.36","2","50.0","119.99","215.99","0","4","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke profesional para adultos","30","144","3035","26","0.86","59","40.97","2","3.39","129.99","215.99","6","17","11","10","6.94","1","10.0","109.99","215.99","1","3","2","1","0.69","1","100.0","215.99","215.99","0","0","0","2026-04-30"
"karaoke","6","37077","907826","7511","0.83","10733","28.95","34","0.32","53.99","215.99","1465","4040","1856","2365","6.38","7","0.3","53.68","215.99","422","998","378","631","1.7","1","0.16","47.99","215.99","173","285","84","2026-04-30"
"karaoke machine with lyrics display on tv and hdmi","37","7","156","9","5.77","4","57.14","1","25.0","215.99","215.99","0","2","0","1","14.29","1","100.0","215.99","215.99","0","1","0","1","14.29","1","100.0","215.99","215.99","0","1","0","2026-04-30"
"karaoke recording device","90","89","2002","22","1.1","27","30.34","2","7.41","59.98","239.99","1","10","9","1","1.12","1","100.0","239.99","239.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"kareoke with display","88","16","288","32","11.11","12","75.0","2","16.67","215.99","215.99","0","8","3","2","12.5","1","50.0","215.99","215.99","0","1","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"adult karaoke machine","56","728","20558","187","0.91","307","42.17","3","0.98","80.39","215.99","36","148","72","72","9.89","1","1.39","71.99","215.99","16","31","18","8","1.1","0","0.0","53.99",,"6","1","0","2026-04-30"
"ikarao smart karaoke machine","72","78","2391","90","3.76","24","30.77","2","8.33","349.99","215.99","2","12","4","6","7.69","1","16.67","379.98","239.99","0","5","1","1","1.28","0","0.0","399.99",,"0","0","1","2026-04-30"
"portable karaoke","50","1358","37848","314","0.83","503","37.04","3","0.6","52.79","215.99","79","217","103","100","7.36","1","1.0","40.99","215.99","24","42","14","27","1.99","0","0.0","33.99",,"9","11","5","2026-04-30"
"karaoke machine","2","172574","4166909","24489","0.59","65457","37.93","153","0.23","53.99","215.99","9004","27639","13778","16814","9.74","28","0.17","53.98","215.99","2914","7389","3307","4745","2.75","3","0.06","53.68","215.99","1141","2261","807","2026-04-30"
"maquina de karaoke ikarao","98","8","161","13","8.07","3","37.5","2","66.67","215.99","215.99","0","0","1","2","25.0","1","50.0","215.99","215.99","0","0","1","1","12.5","0","0.0","215.99",,"0","0","1","2026-04-30"
"ikarao shell s3 (hdmi)","39","2","16","2","12.5","2","100.0","1","50.0","215.99","215.99","0","2","0","1","50.0","1","100.0","215.99","215.99","0","1","0","1","50.0","1","100.0","215.99","215.99","0","1","0","2026-04-30"
"filipino karaoke machine","99","196","5126","48","0.94","53","27.04","1","1.89","314.99","215.99","5","13","14","7","3.57","1","14.29","215.99","215.99","0","1","2","1","0.51","0","0.0","101.96",,"0","0","0","2026-04-30"
"￼karaoke machine with lyrics","36","16","354","15","4.24","9","56.25","1","11.11","119.95","215.99","0","0","5","1","6.25","1","100.0","215.99","215.99","0","0","1","1","6.25","1","100.0","215.99","215.99","0","0","1","2026-04-30"
"home karaoke machine","69","260","6255","151","2.41","86","33.08","1","1.16","82.85","239.99","15","52","10","21","8.08","1","4.76","53.99","239.99","3","13","3","7","2.69","0","0.0","53.68",,"2","3","1","2026-04-30"
"kareoke machine","75","1355","41853","327","0.78","529","39.04","2","0.38","53.99","215.99","84","258","78","180","13.28","0","0.0","53.99",,"32","90","28","38","2.8","0","0.0","53.99",,"10","21","3","2026-04-30"
"videoke karaoke machine","19","8147","132753","1451","1.09","446","5.47","0","0.0","4003.29",,"16","41","27","40","0.49","0","0.0","2107.03",,"4","5","5","4","0.05","0","0.0","23.99",,"2","1","0","2026-04-30"
"ikarao break x2 karaoke machine","54","365","8750","268","3.06","198","54.25","1","0.51","379.98","215.99","3","73","68","51","13.97","1","1.96","379.98","215.99","1","21","13","17","4.66","0","0.0","399.99",,"1","8","4","2026-04-30"
"best karaoke machine for adults","28","1175","31792","573","1.8","395","33.62","8","2.03","139.99","215.99","20","172","112","71","6.04","1","1.41","139.99","215.99","7","31","18","14","1.19","0","0.0","139.99",,"1","8","2","2026-04-30"
"all-in-one karaoke system with speakers and mixer","79","206","4680","59","1.26","92","44.66","2","2.17","74.99","215.99","19","28","15","24","11.65","1","4.17","74.99","215.99","5","10","2","7","3.4","0","0.0","53.68",,"2","2","1","2026-04-30"
"karaoke machine for adults connect to tv","78","148","3748","97","2.59","55","37.16","1","1.82","94.99","215.99","3","19","17","9","6.08","1","11.11","106.27","215.99","1","2","4","1","0.68","0","0.0","53.68",,"0","1","0","2026-04-30"
"karaoke machine for tv","24","3232","84825","1073","1.26","1131","34.99","5","0.44","99.99","215.99","114","430","275","157","4.86","0","0.0","80.39",,"15","54","52","32","0.99","0","0.0","53.99",,"3","13","13","2026-04-30"
"microphone with built in autotune","89","219","5564","60","1.08","89","40.64","1","1.12","39.99","239.99","17","29","22","3","1.37","1","33.33","39.99","239.99","1","0","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikarao karaoke machine","3","4826","123001","7272","5.91","2124","44.01","82","3.86","349.99","215.99","123","981","506","413","8.56","20","4.84","332.47","215.99","29","201","91","88","1.82","5","5.68","314.99","215.99","12","54","16","2026-04-30"
"professional karaoke machine","80","1402","38146","314","0.82","497","35.45","2","0.4","399.99","215.99","11","89","121","76","5.42","0","0.0","299.99",,"3","23","17","5","0.36","0","0.0","53.99",,"2","3","0","2026-04-30"
"korean karaoke machine","82","708","18754","312","1.66","137","19.35","2","1.46","319.99","215.99","7","43","29","11","1.55","0","0.0","379.98",,"0","6","2","3","0.42","0","0.0","122.39",,"0","2","0","2026-04-30"
"all-in-one karaoke systems with led lights and lyrics display","71","259","5597","66","1.18","119","45.95","3","2.52","109.99","215.99","9","28","33","27","10.42","1","3.7","122.39","215.99","2","7","5","8","3.09","0","0.0","67.8",,"0","2","3","2026-04-30"
"ikarao","8","2031","62692","2933","4.68","908","44.71","46","5.07","349.99","215.99","54","329","217","107","5.27","2","1.87","309.99","239.99","3","49","32","20","0.98","0","0.0","349.99",,"0","10","8","2026-04-30"
