ASIN 或商品=["B0FNCQW2K3"],报告范围=["每月"],选择年份=["2026"],选择月份=["6 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"chinese karaoke machine connect to tv","72","1","22","1","4.55","1","100.0","1","100.0","249.99","249.99","0","0","1","1","100.0","1","100.0","249.99","249.99","0","0","1","1","100.0","1","100.0","249.99","249.99","0","0","1","2026-06-30"
"apple friendly karaoke","71","1","60","1","1.67","1","100.0","1","100.0","215.99","215.99","0","1","0","1","100.0","1","100.0","215.99","215.99","0","1","0","1","100.0","1","100.0","215.99","215.99","0","1","0","2026-06-30"
"best karaoke machine for adults","24","1342","38349","875","2.28","329","24.52","3","0.91","119.95","215.99","38","117","81","44","3.28","1","2.27","129.74","215.99","6","17","7","12","0.89","1","8.33","74.99","215.99","2","5","3","2026-06-30"
"ikarao break x2","85","348","9827","544","5.54","195","56.03","1","0.51","399.99","205.18","3","39","59","41","11.78","0","0.0","399.99",,"1","6","15","16","4.6","0","0.0","360.98",,"1","2","7","2026-06-30"
"portable karaoke machine","14","6131","153305","1794","1.17","1780","29.03","8","0.45","59.99","205.18","329","678","375","450","7.34","1","0.22","50.99","215.99","98","171","104","157","2.56","1","0.64","50.99","215.99","38","60","42","2026-06-30"
"karaoke machine","2","219864","5313223","65613","1.23","65888","29.97","264","0.4","59.99","215.98","11137","24360","14405","17352","7.89","46","0.27","56.98","205.18","3529","6896","3669","5482","2.49","9","0.16","59.99","205.18","1417","2357","1116","2026-06-30"
"karaoke machine adult and kids","66","9","232","3","1.29","3","33.33","1","33.33","38.24","215.99","0","1","0","2","22.22","1","50.0","38.24","215.99","0","1","0","1","11.11","1","100.0","215.99","215.99","0","1","0","2026-06-30"
"karaoke machine for adults with autotune","96","79","1821","65","3.57","42","53.16","5","11.9","99.99","215.99","4","18","9","6","7.59","1","16.67","56.24","205.18","1","3","1","1","1.27","0","0.0","50.99",,"0","1","0","2026-06-30"
"karokee machine with bluetooth and wireless microphone for adults","23","17280","474345","1996","0.42","5087","29.44","0","0.0","59.99",,"936","2023","1195","1495","8.65","0","0.0","59.99",,"298","646","323","472","2.73","0","0.0","59.99",,"107","209","103","2026-06-30"
"karaoke machines","79","1678","49253","638","1.3","431","25.69","1","0.23","59.99","205.18","56","136","83","86","5.13","0","0.0","59.99",,"13","27","24","26","1.55","0","0.0","59.99",,"3","12","6","2026-06-30"
"karoke machine","51","2012","61791","664","1.07","774","38.47","3","0.39","59.99","205.18","124","297","176","227","11.28","1","0.44","56.99","205.18","40","93","52","71","3.53","0","0.0","59.99",,"15","33","17","2026-06-30"
"ikarao break x2 karaoke machine","22","826","21089","1051","4.98","372","45.04","16","4.3","399.99","215.99","20","88","99","62","7.51","2","3.23","399.99","215.99","4","22","19","29","3.51","0","0.0","399.99",,"2","13","8","2026-06-30"
"karoke","39","2404","64846","768","1.18","555","23.09","3","0.54","58.39","215.99","85","244","121","166","6.91","1","0.6","53.67","215.99","20","73","40","39","1.62","0","0.0","56.24",,"8","16","9","2026-06-30"
"autotune","15","2302","60688","1828","3.01","600","26.06","7","1.17","139.0","215.99","21","199","143","91","3.95","1","1.1","139.99","215.99","2","32","22","11","0.48","1","9.09","215.99","215.99","0","7","4","2026-06-30"
"portable karaoke machine for adults","98","454","16532","170","1.03","108","23.79","2","1.85","59.99","215.98","18","40","21","29","6.39","1","3.45","44.19","219.99","7","14","5","7","1.54","0","0.0","47.99",,"3","1","3","2026-06-30"
"karaoke machine with screen lyrics","38","115","4240","112","2.64","50","43.48","3","6.0","159.98","205.18","3","28","11","8","6.96","1","12.5","135.99","205.18","0","4","3","1","0.87","1","100.0","205.18","205.18","0","1","0","2026-06-30"
"karaoke machine with autotune","10","891","25034","839","3.35","331","37.15","10","3.02","89.99","219.99","38","110","78","51","5.72","4","7.84","84.99","219.99","6","18","12","6","0.67","2","33.33","111.99","215.99","1","3","1","2026-06-30"
"home karaoke system to integrate with home theatre","56","11","353","7","1.98","7","63.64","1","14.29","129.74","215.99","0","4","3","1","9.09","1","100.0","215.99","215.99","0","1","0","1","9.09","1","100.0","215.99","215.99","0","1","0","2026-06-30"
"professional karaoke system","75","1534","40767","752","1.84","430","28.03","2","0.47","499.95","205.18","11","43","110","54","3.52","0","0.0","399.99",,"2","4","19","6","0.39","0","0.0","299.99",,"0","2","3","2026-06-30"
"karoekw","64","2","40","4","10.0","1","50.0","1","100.0","219.99","219.99","0","0","1","1","50.0","1","100.0","219.99","219.99","0","0","1","1","50.0","1","100.0","219.99","219.99","0","0","1","2026-06-30"
"karaoke with screen","42","531","12391","455","3.67","212","39.92","11","5.19","179.99","215.99","16","38","70","18","3.39","1","5.56","179.99","215.99","1","4","6","8","1.51","0","0.0","170.99",,"1","3","2","2026-06-30"
"卡拉ok点唱机","77","789","19015","532","2.8","264","33.46","6","2.27","499.0","215.99","9","35","30","16","2.03","0","0.0","599.0",,"0","2","1","1","0.13","0","0.0","74.99",,"0","1","0","2026-06-30"
"portable karaoke machine for adults lyrics","46","30","1641","28","1.71","9","30.0","2","22.22","129.74","215.99","1","8","0","1","3.33","1","100.0","215.99","215.99","0","1","0","1","3.33","1","100.0","215.99","215.99","0","1","0","2026-06-30"
"ikaroo karaoke machine","28","486","11983","745","6.22","213","43.83","12","5.63","349.99","215.99","24","70","63","48","9.88","1","2.08","349.99","215.99","7","15","11","6","1.23","0","0.0","279.0",,"0","4","0","2026-06-30"
"￼karaoke machine with lyrics","65","4","80","4","5.0","5","125.0","1","20.0","74.99","239.99","3","2","0","3","75.0","1","33.33","74.99","239.99","2","1","0","1","25.0","1","100.0","239.99","239.99","0","1","0","2026-06-30"
"ikarao shell s3","86","119","2562","209","8.16","55","46.22","10","18.18","215.99","215.99","2","24","17","6","5.04","0","0.0","215.98",,"0","3","3","3","2.52","0","0.0","215.99",,"0","1","2","2026-06-30"
"ikaro karaoke machine","18","190","4754","306","6.44","104","54.74","10","9.62","339.99","215.99","5","41","28","16","8.42","2","12.5","349.99","205.18","2","5","4","5","2.63","2","40.0","399.99","205.18","0","2","1","2026-06-30"
"ikareo karaoke machine shell s3","69","1","22","2","9.09","1","100.0","1","100.0","215.99","215.99","0","0","0","1","100.0","1","100.0","215.99","215.99","0","0","0","1","100.0","1","100.0","215.99","215.99","0","0","0","2026-06-30"
"karaoke delivered tomorrow","73","1","22","1","4.55","1","100.0","1","100.0","215.99","215.99","0","1","0","1","100.0","1","100.0","215.99","215.99","0","1","0","1","100.0","1","100.0","215.99","215.99","0","1","0","2026-06-30"
"filipino karaoke machine","93","393","9393","209","2.23","111","28.24","2","1.8","399.99","215.99","4","32","20","12","3.05","1","8.33","459.0","215.99","0","1","2","0","0.0","0",,,,"0","0","0","2026-06-30"
"karaoke machine 5 star reviews","57","7","153","7","4.58","7","100.0","1","14.29","215.98","215.99","2","5","0","5","71.43","1","20.0","215.98","215.99","2","3","0","2","28.57","1","50.0","215.98","215.99","1","1","0","2026-06-30"
"ikarao x2b","68","2","16","2","12.5","2","100.0","1","50.0","205.18","205.18","0","0","2","1","50.0","1","100.0","205.18","205.18","0","0","1","1","50.0","1","100.0","205.18","205.18","0","0","1","2026-06-30"
"karaoke machine for adults with lyrics display","8","647","18393","646","3.51","242","37.4","19","7.85","139.99","215.99","27","85","67","51","7.88","5","9.8","179.99","215.99","4","16","19","11","1.7","2","18.18","199.99","215.98","3","4","2","2026-06-30"
"karafun karaoke machine","80","533","12916","559","4.33","181","33.96","3","1.66","297.49","249.99","21","67","55","44","8.26","0","0.0","299.99",,"7","17","11","10","1.88","0","0.0","19.99",,"3","3","3","2026-06-30"
"karaoke with lyrics on screen","37","776","15360","1048","6.82","10","1.29","4","40.0","239.99","239.99","0","4","3","2","0.26","0","0.0","268.0",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-06-30"
"karaoke with lyrics","12","2195","48152","3359","6.98","53","2.41","0","0.0","132.99",,"5","15","16","15","0.68","0","0.0","129.74",,"1","3","8","3","0.14","0","0.0","27.03",,"1","2","0","2026-06-30"
"karaoke+machine+for+adults+with+multiple+speaker+touch screen","74","1","60","1","1.67","2","200.0","1","50.0","215.99","215.99","0","1","0","1","100.0","1","100.0","215.99","215.99","0","1","0","1","100.0","1","100.0","215.99","215.99","0","1","0","2026-06-30"
"smart karaoke machine with screen","40","83","1953","93","4.76","28","33.73","2","7.14","229.99","205.18","1","11","4","4","4.82","1","25.0","205.18","205.18","0","2","1","2","2.41","1","50.0","19.99","205.18","0","2","0","2026-06-30"
"lareoke machine with screen","59","3","66","6","9.09","2","66.67","1","50.0","205.18","205.18","0","0","1","1","33.33","1","100.0","205.18","205.18","0","0","1","1","33.33","1","100.0","205.18","205.18","0","0","1","2026-06-30"
"karaoke machine with screens","55","10","258","10","3.88","4","40.0","1","25.0","104.99","215.98","0","4","0","1","10.0","1","100.0","215.98","215.98","0","1","0","1","10.0","1","100.0","215.98","215.98","0","1","0","2026-06-30"
"karaoke songs with lyrics","27","1697","32286","1425","4.41","84","4.95","3","3.57","19.6","215.99","14","16","22","12","0.71","0","0.0","13.99",,"2","2","5","4","0.24","0","0.0","13.99",,"1","1","2","2026-06-30"
"karaoke machine with screen for adults","90","182","4442","150","3.38","80","43.96","4","5.0","159.95","215.99","11","29","9","7","3.85","1","14.29","189.99","215.99","2","2","0","1","0.55","0","0.0","84.99",,"0","1","0","2026-06-30"
"karaoke machine with attached screen","83","21","469","28","5.97","16","76.19","3","18.75","179.99","205.18","0","11","1","4","19.05","2","50.0","179.99","205.18","0","3","0","0","0.0","0",,,,"0","0","0","2026-06-30"
"best karaoke machine","76","618","20448","474","2.32","137","22.17","2","1.46","129.74","205.18","11","39","40","22","3.56","1","4.55","129.74","205.18","2","8","9","4","0.65","0","0.0","59.99",,"1","1","2","2026-06-30"
"karaoke set for smart tv","89","590","12917","519","4.02","164","27.8","1","0.61","84.99","215.99","20","49","38","16","2.71","0","0.0","84.99",,"1","1","3","4","0.68","0","0.0","84.99",,"0","0","2","2026-06-30"
"karaoke machine with screen and microphone","54","12","442","13","2.94","3","25.0","1","33.33","179.99","205.18","0","3","0","1","8.33","1","100.0","205.18","205.18","0","1","0","1","8.33","1","100.0","205.18","205.18","0","1","0","2026-06-30"
"karoke machine with bluetooth and wireless microphone for adults","92","993","32262","258","0.8","301","30.31","1","0.33","59.99","215.99","70","123","59","94","9.47","1","1.06","59.99","215.99","20","40","25","30","3.02","0","0.0","59.99",,"6","11","10","2026-06-30"
