ASIN 或商品=["B0CLLT85Y6"],报告范围=["每月"],选择年份=["2026"],选择月份=["4 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"mini karaoke machine","27","12313","303884","450","0.15","5295","43.0","1","0.02","18.99","587.99","820","2305","1098","2093","17.0","1","0.05","17.99","587.99","392","969","378","747","6.07","0","0.0","18.98",,"191","380","105","2026-04-30"
"karaoke ikarao","29","38","853","35","4.1","19","50.0","3","15.79","379.98","569.99","0","1","6","4","10.53","2","50.0","399.99","569.99","0","0","2","0","0.0","0",,,,"0","0","0","2026-04-30"
"singmood karaoke machine","96","160","3409","53","1.55","59","36.88","1","1.69","479.0","569.99","0","12","9","11","6.88","0","0.0","499.99",,"0","1","2","3","1.88","0","0.0","699.99",,"0","0","0","2026-04-30"
"máquina de karaoke inteligente ikarao para adultos","50","3","66","3","4.55","2","66.67","1","50.0","379.98","569.99","0","0","0","1","33.33","1","100.0","569.99","569.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikaroo karaoke machine","14","466","11152","390","3.5","192","41.2","23","11.98","324.99","599.99","17","77","49","38","8.15","3","7.89","314.99","599.99","0","18","9","1","0.21","0","0.0","399.99",,"0","0","0","2026-04-30"
"ikaro break x2","32","45","428","44","10.28","22","48.89","2","9.09","379.98","587.99","0","10","6","8","17.78","2","25.0","399.99","587.99","0","1","4","4","8.89","0","0.0","379.98",,"0","1","3","2026-04-30"
"moukey karaoke machine","93","875","21742","67","0.31","326","37.26","1","0.31","159.99","599.99","5","99","104","47","5.37","0","0.0","159.99",,"1","15","9","16","1.83","0","0.0","139.99",,"1","9","3","2026-04-30"
"videoke karaoke machine filipino","100","192","4282","82","1.91","50","26.04","0","0.0","99.98",,"4","15","13","7","3.65","0","0.0","82.89",,"0","3","3","1","0.52","0","0.0","101.96",,"0","0","0","2026-04-30"
"ikarao karaoke machine","1","4826","123001","4139","3.37","2124","44.01","215","10.12","349.99","587.99","123","981","506","413","8.56","27","6.54","332.47","587.99","29","201","91","88","1.82","10","11.36","314.99","569.99","12","54","16","2026-04-30"
"ikarao break x2 smart karaoke machine","30","31","840","30","3.57","22","70.97","3","13.64","399.99","599.99","1","11","7","8","25.81","2","25.0","399.99","599.99","0","4","4","2","6.45","0","0.0","399.99",,"0","1","1","2026-04-30"
"karao","63","226","3323","59","1.78","24","10.62","4","16.67","349.99","599.99","4","12","3","4","1.77","0","0.0","53.99",,"1","2","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke con pantalla","68","275","7117","181","2.54","65","23.64","0","0.0","179.99",,"1","9","8","6","2.18","0","0.0","189.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"tonor k20 wireless karaoke machine","85","185","4985","87","1.75","88","47.57","1","1.14","289.99","599.99","4","18","29","21","11.35","0","0.0","289.99",,"1","9","5","5","2.7","0","0.0","289.99",,"0","3","0","2026-04-30"
"all in one karaoke system","56","130","3497","91","2.6","56","43.08","5","8.93","215.98","599.99","5","31","11","9","6.92","0","0.0","129.99",,"3","4","1","3","2.31","0","0.0","129.99",,"0","2","0","2026-04-30"
"karaoke machine for adults with screen","41","986","25729","322","1.25","400","40.57","1","0.25","129.99","599.99","36","161","81","53","5.38","0","0.0","189.99",,"4","14","10","6","0.61","0","0.0","69.99",,"1","4","1","2026-04-30"
"karaoke machine with screen lyrics display","84","519","13604","125","0.92","252","48.55","0","0.0","128.59",,"34","105","58","32","6.17","0","0.0","159.98",,"8","13","5","9","1.73","0","0.0","66.48",,"4","3","1","2026-04-30"
"karaoke machines for adults","67","372","12039","41","0.34","114","30.65","4","3.51","118.99","569.99","12","41","24","23","6.18","0","0.0","99.99",,"3","10","4","6","1.61","0","0.0","99.99",,"1","2","3","2026-04-30"
"ikarao karaoke","37","85","2389","75","3.14","41","48.24","3","7.32","379.98","599.99","0","13","7","4","4.71","1","25.0","379.98","599.99","0","2","2","2","2.35","0","0.0","379.98",,"0","1","1","2026-04-30"
"ikarao break x1 800 w","86","10","87","10","11.49","7","70.0","3","42.86","399.99","587.99","0","5","1","2","20.0","0","0.0","399.99",,"0","2","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikareo karaoke machine","43","12","341","11","3.23","4","33.33","1","25.0","349.99","599.99","0","3","1","3","25.0","1","33.33","399.99","599.99","0","2","1","1","8.33","0","0.0","399.99",,"0","0","1","2026-04-30"
"karokee machine with bluetooth and wireless microphone for adults","77","11066","311866","25","0.01","4160","37.59","3","0.07","53.99","599.99","635","1927","885","1224","11.06","0","0.0","53.99",,"202","598","240","352","3.18","0","0.0","53.99",,"85","187","52","2026-04-30"
"smart karaoke","25","329","9570","283","2.96","38","11.55","2","5.26","379.98","599.99","1","10","3","5","1.52","2","40.0","399.99","599.99","0","3","2","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke machine ikarao","15","112","2710","92","3.39","45","40.18","7","15.56","349.99","599.99","1","24","12","6","5.36","2","33.33","349.99","599.99","1","2","2","3","2.68","1","33.33","399.99","599.99","1","1","1","2026-04-30"
"ikarao break x1 karaoke machine","10","57","1777","53","2.98","28","49.12","19","67.86","587.99","599.99","0","12","7","5","8.77","5","100.0","599.99","599.99","0","1","2","1","1.75","1","100.0","599.99","599.99","0","0","1","2026-04-30"
"karaoke speaker","88","10320","267512","38","0.01","3408","33.02","2","0.06","100.55",,"256","1124","817","441","4.27","0","0.0","59.99",,"48","169","96","107","1.04","0","0.0","53.99",,"20","48","21","2026-04-30"
"break x1","64","20","576","18","3.13","6","30.0","5","83.33","599.99","599.99","0","3","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"all-in-one karaoke systems with led lights and lyrics display","91","259","5597","72","1.29","119","45.95","1","0.84","109.99","587.99","9","28","33","27","10.42","0","0.0","122.39",,"2","7","5","8","3.09","0","0.0","67.8",,"0","2","3","2026-04-30"
"best kareoke home machine","51","2","44","2","4.55","1","50.0","1","100.0","599.99","599.99","0","1","0","1","50.0","1","100.0","599.99","599.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"jbl karaoke machine","40","2328","47775","234","0.49","959","41.19","4","0.42","299.95","599.99","26","300","308","112","4.81","0","0.0","299.95",,"5","29","36","11","0.47","0","0.0","299.95",,"0","4","5","2026-04-30"
"karaoke machine for adults ikarao","98","11","307","11","3.58","6","54.55","2","33.33","399.99","599.99","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke machine for adults with lyrics display","79","595","17185","134","0.78","209","35.13","0","0.0","139.99",,"10","77","42","39","6.55","0","0.0","125.99",,"3","14","5","8","1.34","0","0.0","53.99",,"1","1","3","2026-04-30"
"karaoke machine for adults for tv","87","482","12427","83","0.67","195","40.46","1","0.51","74.99","569.99","34","82","39","22","4.56","0","0.0","99.99",,"1","13","3","8","1.66","0","0.0","69.99",,"1","5","1","2026-04-30"
"karaoke mic adapts speaker","55","8","153","1","0.65","6","75.0","1","16.67","20.41","599.99","0","0","6","1","12.5","1","100.0","599.99","599.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikarao shell s1 karaoke machine","61","158","4531","111","2.45","76","48.1","3","3.95","299.99","569.99","5","34","17","19","12.03","0","0.0","299.99",,"1","7","5","2","1.27","0","0.0","215.99",,"1","0","0","2026-04-30"
"kareoke","60","2015","55041","226","0.41","634","31.46","0","0.0","53.68",,"95","277","101","157","7.79","0","0.0","53.68",,"25","68","24","43","2.13","0","0.0","35.14",,"11","21","6","2026-04-30"
"ikarao shell s1 portable karaoke machine.","53","9","208","1","0.48","5","55.56","1","20.0","349.99",,"0","0","0","4","44.44","1","25.0","349.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"made in japan karaoke ke machine","48","4","88","4","4.55","2","50.0","1","50.0","588.0","599.99","0","1","0","1","25.0","1","100.0","599.99","599.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"bocina ikarao","71","27","558","26","4.66","18","66.67","4","22.22","349.99","569.99","0","7","2","4","14.81","0","0.0","299.99",,"0","2","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"joog","8","164","2887","129","4.47","71","43.29","40","56.34","569.99","569.99","1","38","7","8","4.88","8","100.0","587.99","587.99","0","7","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"jbl karaoke machine with 2 microphones","81","5496","116716","133","0.11","2583","47.0","0","0.0","329.95",,"86","605","904","435","7.91","0","0.0","299.95",,"15","123","151","53","0.96","0","0.0","299.95",,"5","17","20","2026-04-30"
"machine karaoke","78","145","3364","62","1.84","49","33.79","2","4.08","69.99","587.99","6","22","7","13","8.97","0","0.0","53.99",,"3","4","2","3","2.07","0","0.0","53.99",,"1","1","0","2026-04-30"
"ikarao","3","2031","62692","1744","2.78","908","44.71","132","14.54","349.99","587.99","54","329","217","107","5.27","12","11.21","309.99","599.99","3","49","32","20","0.98","5","25.0","349.99","599.99","0","10","8","2026-04-30"
"ikarao break x1 karaoke machine and luggage bundle","38","25","728","20","2.75","20","80.0","4","20.0","309.99","569.99","1","17","1","1","4.0","1","100.0","599.99","599.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke machine with lyrics display","31","6015","165170","594","0.36","2551","42.41","1","0.04","110.47","569.99","234","1054","593","451","7.5","0","0.0","99.99",,"45","189","113","76","1.26","0","0.0","74.99",,"14","39","14","2026-04-30"
"portable bluetooth speaker with microphone","49","1148","33561","4","0.01","441","38.41","1","0.23","74.99","569.99","44","182","94","110","9.58","1","0.91","53.99","569.99","18","45","24","33","2.87","0","0.0","59.98",,"6","16","6","2026-04-30"
"karoke","75","1830","49411","143","0.29","523","28.58","0","0.0","53.68",,"92","232","100","166","9.07","0","0.0","31.99",,"34","81","31","44","2.4","0","0.0","53.68",,"12","26","3","2026-04-30"
"karaoke machine for adults","2","98762","2349172","10972","0.47","41188","41.7","66","0.16","74.99","569.99","5558","17117","9229","10162","10.29","8","0.08","56.99","569.99","1661","4442","2207","2747","2.78","3","0.11","53.99","569.99","613","1299","542","2026-04-30"
"karaoke machine hdmi","95","154","4223","90","2.13","69","44.81","0","0.0","104.99",,"5","30","9","7","4.55","0","0.0","122.39",,"0","6","0","3","1.95","0","0.0","66.48",,"0","3","0","2026-04-30"
"ikaro x1","45","5","53","5","9.43","2","40.0","1","50.0","379.98","569.99","0","0","0","1","20.0","1","100.0","569.99","569.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikarao karaoke machine for adults with lyrics display, built-in 13.3"" screen, truly all in one karaoke machine with 2 wireless microphone (hidden & self charging), 460w bluetooth speaker for party, tv","42","5","142","5","3.52","3","60.0","2","66.67","569.99","569.99","0","0","2","1","20.0","1","100.0","569.99","569.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke with lyrics","11","9945","296397","2413","0.81","257","2.58","2","0.78","249.99","599.99","8","37","38","18","0.18","0","0.0","74.99",,"1","8","2","4","0.04","0","0.0","54.98",,"1","2","0","2026-04-30"
"karaoke screen","99","407","8385","82","0.98","101","24.82","0","0.0","64.99",,"9","42","23","22","5.41","0","0.0","53.99",,"1","9","6","3","0.74","0","0.0","19.99",,"0","2","1","2026-04-30"
"ikareo break x1 karaoke machine","23","18","493","17","3.45","8","44.44","4","50.0","399.99","599.99","0","5","3","3","16.67","3","100.0","599.99","599.99","0","2","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikarao karaoke machine for adults","26","44","1144","41","3.58","28","63.64","6","21.43","349.99","587.99","1","15","4","5","11.36","2","40.0","349.99","599.99","0","5","0","2","4.55","0","0.0","299.99",,"0","2","0","2026-04-30"
"karaoke break x1","97","14","259","13","5.02","7","50.0","2","28.57","399.99","569.99","0","3","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"chinese karaoke machine","80","547","15151","133","0.88","248","45.34","0","0.0","628.0",,"1","24","7","18","3.29","0","0.0","369.0",,"0","2","0","2","0.37","0","0.0","369.0",,"0","0","0","2026-04-30"
"ikaro break x1","9","34","288","34","11.81","20","58.82","17","85.0","569.99","569.99","0","5","4","4","11.76","4","100.0","569.99","569.99","0","1","2","2","5.88","2","100.0","569.99","569.99","0","0","2","2026-04-30"
"ikarao karaoke machine for adults,built-in 13.3-inch","20","2","42","2","4.76","1","50.0","1","100.0","599.99","599.99","0","1","0","1","50.0","1","100.0","599.99","599.99","0","1","0","1","50.0","1","100.0","599.99","599.99","0","1","0","2026-04-30"
"karaoking karaoke machine","57","864","27911","274","0.98","51","5.9","0","0.0","68.75",,"4","11","9","7","0.81","0","0.0","68.75",,"0","3","0","3","0.35","0","0.0","67.87",,"0","2","0","2026-04-30"
"bocina con pantalla","83","670","14339","53","0.37","219","32.69","2","0.91","179.99","587.99","8","34","31","20","2.99","0","0.0","149.99",,"0","3","1","1","0.15","0","0.0","25.99",,"0","0","1","2026-04-30"
"geardon karaoke machine","74","142","3369","72","2.14","64","45.07","2","3.13","499.99","569.99","0","21","16","9","6.34","0","0.0","499.99",,"0","5","1","2","1.41","0","0.0","299.99",,"0","2","0","2026-04-30"
"ikaro karaoke machine x1","52","2","42","2","4.76","1","50.0","1","100.0","569.99","569.99","0","0","0","1","50.0","1","100.0","569.99","569.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikarao smart karaoke machine for adults","35","229","10576","157","1.48","45","19.65","4","8.89","379.98","569.99","1","28","9","13","5.68","1","7.69","332.47","587.99","0","7","3","6","2.62","0","0.0","332.47",,"0","3","2","2026-04-30"
"break x1 wirles mic and speacker","21","1","14","1","7.14","1","100.0","1","100.0","599.99","599.99","0","1","0","1","100.0","1","100.0","599.99","599.99","0","1","0","1","100.0","1","100.0","599.99","599.99","0","1","0","2026-04-30"
"ikarao karaoke machine x1","82","18","373","18","4.83","12","66.67","3","25.0","399.99","599.99","0","1","9","1","5.56","0","0.0","399.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikarao break","33","32","841","28","3.33","21","65.63","8","38.1","437.98","599.99","0","4","11","4","12.5","1","25.0","379.98","599.99","0","1","1","1","3.13","0","0.0","399.99",,"0","0","1","2026-04-30"
"karaoke machine with auto tune","76","167","4196","62","1.48","68","40.72","2","2.94","104.99","599.99","14","35","14","8","4.79","0","0.0","104.99",,"2","4","1","2","1.2","0","0.0","69.99",,"1","1","0","2026-04-30"
"parlante ikarao","39","11","223","9","4.04","8","72.73","4","50.0","142408.64","599.99","0","2","0","1","9.09","1","100.0","599.99","599.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"ktv","70","1369","22511","142","0.63","257","18.77","1","0.39","309.99","569.99","23","55","27","22","1.61","0","0.0","99.99",,"1","6","8","6","0.44","0","0.0","59.99",,"1","0","2","2026-04-30"
"karafun karaoke machine","17","528","12948","446","3.44","160","30.3","9","5.63","299.99","569.99","14","68","56","29","5.49","1","3.45","299.99","599.99","7","11","6","7","1.33","0","0.0","29.98",,"3","2","0","2026-04-30"
"ikaro karaoke","72","59","1188","58","4.88","15","25.42","3","20.0","379.98","587.99","1","6","6","2","3.39","0","0.0","349.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke big screen","46","4","80","4","5.0","3","75.0","1","33.33","599.99","599.99","0","0","2","1","25.0","1","100.0","599.99","599.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikaraoke","73","34","789","8","1.01","19","55.88","4","21.05","379.98","587.99","0","10","3","2","5.88","0","0.0","239.99",,"0","2","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke","5","37077","907826","4833","0.53","10733","28.95","16","0.15","53.99","587.99","1465","4040","1856","2365","6.38","2","0.08","53.68","599.99","422","998","378","631","1.7","0","0.0","47.99",,"173","285","84","2026-04-30"
"ikarao break 2","62","37","918","36","3.92","21","56.76","5","23.81","399.99","599.99","1","12","5","6","16.22","0","0.0","399.99",,"0","5","1","3","8.11","0","0.0","399.99",,"0","2","1","2026-04-30"
"karaoke machine","7","172574","4166909","2851","0.07","65457","37.93","27","0.04","53.99","569.99","9004","27639","13778","16814","9.74","2","0.01","53.98","569.99","2914","7389","3307","4745","2.75","0","0.0","53.68",,"1141","2261","807","2026-04-30"
"karaoke machine with key changer","89","146","4335","74","1.71","54","36.99","1","1.85","149.19","599.99","0","25","13","1","0.68","0","0.0","399.0",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikarao break x2 karaoke machine","13","365","8750","318","3.63","198","54.25","16","8.08","379.98","569.99","3","73","68","51","13.97","2","3.92","379.98","569.99","1","21","13","17","4.66","1","5.88","399.99","569.99","1","8","4","2026-04-30"
"best karaoke machine","66","783","22385","155","0.69","180","22.99","1","0.56","109.99","569.99","24","66","33","32","4.09","0","0.0","66.48",,"5","12","6","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikaro karaoke machine","24","146","4074","125","3.07","70","47.95","8","11.43","349.99","569.99","1","38","10","16","10.96","2","12.5","349.99","569.99","0","9","2","1","0.68","0","0.0","349.99",,"0","0","1","2026-04-30"
"bocina con pantalla para karaoke","92","285","6143","104","1.69","87","30.53","0","0.0","217.99",,"2","15","13","2","0.7","0","0.0","259.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikarao x1","6","92","2167","76","3.51","47","51.09","24","51.06","569.99","587.99","0","17","12","7","7.61","6","85.71","599.99","599.99","0","3","3","4","4.35","4","100.0","599.99","599.99","0","2","2","2026-04-30"
"ikaro","34","108","2666","91","3.41","45","41.67","6","13.33","349.99","569.99","4","25","11","10","9.26","1","10.0","349.99","599.99","1","6","2","1","0.93","0","0.0","309.99",,"0","1","0","2026-04-30"
"ikarao break x1","4","375","9090","349","3.84","206","54.93","93","45.15","569.99","599.99","2","59","67","23","6.13","14","60.87","599.99","599.99","0","14","6","8","2.13","5","62.5","599.99","599.99","0","2","4","2026-04-30"
"karaoke all in one","90","87","1808","73","4.04","15","17.24","1","6.67","239.99","599.99","0","7","2","2","2.3","0","0.0","399.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke auto tine","54","1","19","1","5.26","1","100.0","1","100.0","599.99","599.99","0","0","0","1","100.0","1","100.0","599.99","599.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"karaoke machines with screens","47","5","175","4","2.29","2","40.0","1","50.0","349.99","569.99","0","0","0","1","20.0","1","100.0","569.99","569.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-30"
"ikarao break x1 portable karaoke machine","16","12","259","12","4.63","4","33.33","2","50.0","239.99","569.99","0","3","1","1","8.33","1","100.0","569.99","569.99","0","1","0","1","8.33","1","100.0","569.99","569.99","0","1","0","2026-04-30"
"speaker with microphone ikarao","19","4","122","4","3.28","4","100.0","1","25.0","429.99","599.99","0","0","2","4","100.0","1","25.0","429.99","599.99","0","0","2","3","75.0","1","33.33","429.99","599.99","0","0","2","2026-04-30"
"large karaoke machine","94","334","8867","91","1.03","155","46.41","0","0.0","122.39",,"7","54","47","24","7.19","0","0.0","113.99",,"0","10","7","4","1.2","0","0.0","113.99",,"0","1","2","2026-04-30"
