ASIN 或商品=["B0CLLT85Y6"],报告范围=["每月"],选择年份=["2025"],选择月份=["6 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"ikaroo karaoke machine 13' screen","51","4","80","1","1.25","1","25.0","1","100.0","699.99","699.99","0","0","1","1","25.0","1","100.0","699.99","699.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-06-30"
"ikarao s2","73","65","1476","54","3.66","33","50.77","1","3.03","269.99","699.99","0","17","8","7","10.77","0","0.0","269.99",,"0","6","0","4","6.15","0","0.0","246.47",,"0","3","0","2025-06-30"
"karaoke machine ikarao","46","205","4061","110","2.71","56","27.32","5","8.93","269.99","699.99","2","12","27","15","7.32","0","0.0","269.99",,"0","4","8","4","1.95","0","0.0","299.99",,"0","2","2","2025-06-30"
"ikarao karaoke machine for adults with lyrics display built in 13.3","42","2","120","2","1.67","2","100.0","1","50.0","179.99","699.99","0","0","2","1","50.0","1","100.0","699.99","699.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-06-30"
"karaoke system","91","3431","81569","66","0.08","1062","30.95","0","0.0","179.99",,"66","302","248","138","4.02","0","0.0","99.95",,"22","41","42","31","0.9","0","0.0","99.95",,"10","11","4","2025-06-30"
"break x1","25","18","437","18","4.12","10","55.56","8","80.0","699.99","699.99","0","2","5","3","16.67","2","66.67","699.99","699.99","0","1","2","1","5.56","0","0.0","219.99",,"0","0","1","2025-06-30"
"joog","35","63","1034","41","3.97","10","15.87","7","70.0","699.99","699.99","0","3","4","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-06-30"
"karaoke","7","37196","844656","2491","0.29","11530","31.0","15","0.13","59.49","699.99","1458","4719","2419","2585","6.95","1","0.04","59.49","699.99","396","1183","525","609","1.64","1","0.16","59.49","699.99","128","279","125","2025-06-30"
"speakers with screen","34","78","1637","29","1.77","20","25.64","1","5.0","149.99","629.99","2","2","3","3","3.85","1","33.33","149.99","629.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-06-30"
"karaoke machine for","93","167","8684","64","0.74","40","23.95","0","0.0","119.99",,"3","15","12","8","4.79","0","0.0","116.99",,"0","5","3","2","1.2","0","0.0","59.49",,"0","2","0","2025-06-30"
"karaoke ikarao x-1 machine for adults","40","3","180","3","1.67","1","33.33","1","100.0","699.99","699.99","0","0","1","1","33.33","1","100.0","699.99","699.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-06-30"
