ASIN 或商品=["B0CLLT85Y6"],报告范围=["每月"],选择年份=["2026"],选择月份=["6 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"karokee machine with bluetooth and wireless microphone for adults","84","17280","474345","88","0.02","5087","29.44","1","0.02","59.99","699.99","936","2023","1195","1495","8.65","0","0.0","59.99",,"298","646","323","472","2.73","0","0.0","59.99",,"107","209","103","2026-06-30"
"ikarao smart karaoke machine for adults","77","212","10788","135","1.25","31","14.62","1","3.23","360.98","599.99","0","10","8","9","4.25","0","0.0","360.98",,"0","2","3","5","2.36","0","0.0","279.0",,"0","1","2","2026-06-30"
"ikarao break x1 karaoke machine","6","194","5569","172","3.09","74","38.14","41","55.41","564.82","599.99","2","22","27","15","7.73","8","53.33","564.82","564.82","1","4","4","5","2.58","3","60.0","564.82","599.99","0","2","2","2026-06-30"
"ikarao karaoke machine","1","5949","147479","5055","3.43","2468","41.49","223","9.04","349.99","599.99","203","814","661","480","8.07","34","7.08","349.99","599.99","34","165","129","138","2.32","8","5.8","319.99","599.99","10","53","42","2026-06-30"
"maquina de karaoke con pantalla","49","72","1761","15","0.85","19","26.39","1","5.26","139.99","599.99","1","5","2","3","4.17","1","33.33","199.99","599.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-06-30"
"smart karaoke machine","76","492","13369","179","1.34","114","23.17","0","0.0","205.18",,"3","24","35","17","3.46","0","0.0","89.99",,"1","10","4","7","1.42","0","0.0","69.99",,"1","3","3","2026-06-30"
"ikarao karaoke machine for adults wityh lyrics display","25","1","26","1","3.85","1","100.0","1","100.0","599.99","599.99","0","1","0","1","100.0","1","100.0","599.99","599.99","0","1","0","1","100.0","1","100.0","599.99","599.99","0","1","0","2026-06-30"
"jbl karaoke machine with 2 microphones","37","4835","100654","415","0.41","1890","39.09","1","0.05","329.9","599.99","91","369","571","321","6.64","0","0.0","329.9",,"22","67","108","40","0.83","0","0.0","249.95",,"5","10","14","2026-06-30"
"ikarao","4","2446","70795","1955","2.76","881","36.02","124","14.07","349.99","599.99","36","242","216","114","4.66","12","10.53","349.99","599.99","5","49","28","26","1.06","4","15.38","349.99","599.99","2","9","10","2026-06-30"
"x breaker karaoke","90","3","48","3","6.25","3","100.0","3","100.0","599.99","599.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-06-30"
