ASIN 或商品=["B0CLLT85Y6"],报告范围=["每月"],选择年份=["2025"],选择月份=["4 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"icarao karake","87","2","40","2","5.0","1","50.0","1","100.0","689.99","689.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-04-30"
"karaoke machine for adults with lyrics display","43","1249","32185","76","0.24","463","37.07","1","0.22","119.98","689.99","35","149","133","88","7.05","0","0.0","119.99",,"8","30","20","12","0.96","0","0.0","64.98",,"1","7","3","2025-04-30"
"joog speaker x1","77","14","268","5","1.87","2","14.29","1","50.0","329.99","699.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-04-30"
"karaoke set","59","1083","28700","14","0.05","288","26.59","1","0.35","53.54","689.99","28","139","62","73","6.74","0","0.0","50.86",,"10","32","19","21","1.94","0","0.0","53.54",,"7","10","2","2025-04-30"
"karaoke speaker with screen","61","151","3809","11","0.29","72","47.68","1","1.39","239.99","689.99","1","9","14","5","3.31","0","0.0","149.97",,"0","3","1","0","0.0","0",,,,"0","0","0","2025-04-30"
"karaoke corded","72","12","652","6","0.92","5","41.67","1","20.0","599.99","699.99","0","0","0","1","8.33","0","0.0","599.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2025-04-30"
"ikarao smart karaoke machine for adults","1","2169","51386","1255","2.44","1037","47.81","170","16.39","349.99","689.99","31","293","353","211","9.73","24","11.37","349.99","689.99","5","56","81","44","2.03","3","6.82","349.99","689.99","1","17","14","2025-04-30"
"ikaraok x1","30","1","20","1","5.0","1","100.0","1","100.0","689.99","689.99","0","0","1","1","100.0","1","100.0","689.99","689.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-04-30"
"ktv","35","4269","37390","174","0.47","217","5.08","1","0.46","139.0","689.99","22","65","25","23","0.54","0","0.0","109.99",,"7","8","1","4","0.09","0","0.0","53.54",,"3","1","0","2025-04-30"
"karaoke machine made in america","80","5","303","4","1.32","4","80.0","1","25.0","89.99","699.99","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-04-30"
"karaoke with build in screen","81","6","126","4","3.17","5","83.33","1","20.0","309.99","689.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-04-30"
"ikarao shell s1 portable all-in-one home karaoke machine","92","4","243","2","0.82","2","50.0","1","50.0","299.99","689.99","0","1","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-04-30"
