ASIN 或商品=["B0CLLT85Y6"],报告范围=["每月"],选择年份=["2025"],选择月份=["3 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"hq sing karaoke","69","113","2295","80","3.49","19","16.81","0","0.0","239.0",,"2","6","3","1","0.88","0","0.0","1098.0",,"0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikarao karaoke machine x1","37","2","40","2","5.0","1","50.0","1","100.0","659.99","659.99","0","0","0","1","50.0","1","100.0","659.99","659.99","0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"speaker with screen display","46","219","4416","106","2.4","65","29.68","4","6.15","199.99","659.99","5","8","18","5","2.28","0","0.0","199.0",,"0","0","2","0","0.0","0",,,,"0","0","0","2025-03-31"
"jbl karaoke machine with 2 microphones","85","5723","117803","55","0.05","2341","40.91","0","0.0","299.95",,"112","619","783","351","6.13","0","0.0","279.9",,"17","111","121","45","0.79","0","0.0","239.95",,"3","13","15","2025-03-31"
"bluetooth speaker with microphone","88","14595","344136","14","0.0","4926","33.75","1","0.02","72.99",,"583","1971","1405","1150","7.88","0","0.0","69.99",,"152","508","304","261","1.79","0","0.0","59.99",,"60","121","53","2025-03-31"
"karaoke machine","5","221692","5051957","2023","0.04","83936","37.86","21","0.03","69.99","659.99","10971","38525","22397","22532","10.16","6","0.03","59.99","659.99","3482","10995","5552","6240","2.81","0","0.0","59.99",,"1240","3228","1267","2025-03-31"
"karaoke machine with 2 microphones and screen","100","11","266","8","3.01","6","54.55","1","16.67","289.23","659.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke machine for adults with lyrics display bluetooth","98","13","301","9","2.99","3","23.08","1","33.33","129.99","659.99","0","1","2","1","7.69","0","0.0","129.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikarao microphone","31","64","1391","27","1.94","9","14.06","1","11.11","39.99","689.99","0","3","2","1","1.56","1","100.0","689.99","689.99","0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke speaker with screen","64","108","2400","56","2.33","38","35.19","1","2.63","499.0","659.99","0","4","11","3","2.78","0","0.0","389.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikaro break x1","13","28","283","27","9.54","15","53.57","13","86.67","659.99","659.99","0","5","6","2","7.14","2","100.0","659.99","659.99","0","0","2","0","0.0","0",,,,"0","0","0","2025-03-31"
"portable karaoke machine with 2 wireless microphones","52","1886","44521","71","0.16","647","34.31","2","0.31","50.86","659.99","93","316","143","149","7.9","0","0.0","29.99",,"27","75","24","43","2.28","0","0.0","29.98",,"6","22","8","2025-03-31"
"jbl eon one compact","73","2316","56422","77","0.14","1141","49.27","0","0.0","549.0",,"7","203","401","143","6.17","0","0.0","599.0",,"2","41","46","13","0.56","0","0.0","599.0",,"0","8","4","2025-03-31"
"best karaoke machine for adults","65","933","20814","53","0.25","365","39.12","1","0.27","119.99","689.99","33","129","137","94","10.08","0","0.0","100.79",,"8","32","34","16","1.71","0","0.0","89.99",,"2","3","10","2025-03-31"
"ikarao break x1 karaoke","20","32","691","27","3.91","19","59.38","10","52.63","659.99","659.99","0","2","4","1","3.13","1","100.0","689.99","689.99","0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke machines","49","1369","34918","96","0.27","486","35.5","2","0.41","72.99","679.99","29","211","156","121","8.84","0","0.0","59.49",,"13","51","36","19","1.39","0","0.0","72.99",,"2","11","4","2025-03-31"
"ikarao karaoke machine for adults","24","16","410","13","3.17","6","37.5","3","50.0","449.99","659.99","0","3","2","1","6.25","1","100.0","659.99","659.99","0","1","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"break x1 karaoke","21","26","705","25","3.55","16","61.54","8","50.0","469.99","659.99","3","3","6","1","3.85","1","100.0","659.99","659.99","0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikarao break x1","10","50","211","45","21.33","27","54.0","19","70.37","659.99","679.99","0","6","14","3","6.0","3","100.0","659.99","659.99","0","3","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikaro kareoke","40","1","20","1","5.0","3","300.0","1","33.33","469.99","659.99","1","2","0","2","200.0","1","50.0","469.99","659.99","0","2","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"break x1","8","22","406","17","4.19","11","50.0","11","100.0","659.99","659.99","0","0","7","3","13.64","3","100.0","679.99","679.99","0","0","3","1","4.55","1","100.0","659.99","659.99","0","0","1","2025-03-31"
"karaoke con pantalla","82","99","2083","21","1.01","38","38.38","1","2.63","168.79","689.99","2","8","13","3","3.03","0","0.0","39.99",,"0","0","2","0","0.0","0",,,,"0","0","0","2025-03-31"
"joog speaker x1","41","2","40","1","2.5","1","50.0","1","100.0","659.99","659.99","0","0","1","1","50.0","1","100.0","659.99","659.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"3 in one karaok","39","1","19","1","5.26","1","100.0","1","100.0","689.99","689.99","0","0","1","1","100.0","1","100.0","689.99","689.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke machine with built in screen","78","35","717","29","4.04","18","51.43","1","5.56","109.99","659.99","1","5","8","2","5.71","0","0.0","109.99",,"1","1","0","1","2.86","0","0.0","119.99",,"1","0","0","2025-03-31"
"ikarao karaoke machine","3","582","14599","504","3.45","266","45.7","53","19.92","349.99","659.99","14","88","117","55","9.45","12","21.82","349.99","659.99","5","19","24","16","2.75","3","18.75","299.99","659.99","2","6","8","2025-03-31"
"ikaroo break x1 karaoke machine","17","1","20","1","5.0","1","100.0","1","100.0","689.99","689.99","0","0","1","1","100.0","1","100.0","689.99","689.99","0","0","1","1","100.0","1","100.0","689.99","689.99","0","0","1","2025-03-31"
"joog speaker","18","522","10432","98","0.94","52","9.96","7","13.46","79.99","689.99","7","20","11","4","0.77","2","50.0","103.99","689.99","1","1","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"lyric speaker","48","438","8470","187","2.21","71","16.21","1","1.41","89.0","679.99","8","29","18","4","0.91","0","0.0","299.98",,"0","1","2","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikarao 800w","51","8","62","8","12.9","5","62.5","4","80.0","599.99","599.99","1","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke bose","60","138","3153","24","0.76","66","47.83","2","3.03","599.0","659.99","6","17","27","11","7.97","0","0.0","99.95",,"3","3","2","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikarao break","22","19","586","16","2.73","9","47.37","3","33.33","449.99","689.99","0","3","2","1","5.26","1","100.0","689.99","689.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"break x1 800watts","72","4","8","4","50.0","2","50.0","2","100.0","659.99","659.99","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"boss karaoke machine with 2 microphones","77","54","1153","32","2.78","15","27.78","1","6.67","599.0","679.99","0","9","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"joog speaker box","86","109","2144","16","0.75","10","9.17","1","10.0","99.99","659.99","0","6","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikarao x1","6","52","1221","48","3.93","30","57.69","20","66.67","659.99","659.99","1","9","7","7","13.46","5","71.43","659.99","659.99","0","2","2","1","1.92","0","0.0","349.99",,"0","1","0","2025-03-31"
"karaoke ikarao","25","12","295","11","3.73","9","75.0","3","33.33","349.99","659.99","1","2","4","1","8.33","1","100.0","659.99","659.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke machine for","79","201","9009","62","0.69","25","12.44","0","0.0","119.97",,"0","10","3","2","1.0","0","0.0","47.49",,"0","1","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"bocina con karaoke y micrófono y pantalla","30","86","1735","39","2.25","27","31.4","1","3.7","129.99","659.99","1","8","10","8","9.3","1","12.5","129.99","659.99","0","2","4","2","2.33","0","0.0","47.49",,"0","1","1","2025-03-31"
"karaoke machine with tv connection","84","96","2589","56","2.16","41","42.71","0","0.0","79.99",,"6","16","14","6","6.25","0","0.0","74.99",,"0","5","1","4","4.17","0","0.0","59.99",,"0","3","1","2025-03-31"
"ikarao s3","54","16","147","16","10.88","8","50.0","3","37.5","299.99","659.99","0","4","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke for adults for tv","96","31","735","11","1.5","9","29.03","1","11.11","99.99","659.99","1","3","4","1","3.23","0","0.0","99.99",,"0","1","0","1","3.23","0","0.0","99.99",,"0","1","0","2025-03-31"
"ikaro break x2","33","16","156","16","10.26","5","31.25","1","20.0","129.99","689.99","0","2","2","3","18.75","1","33.33","129.99","689.99","0","0","2","1","6.25","0","0.0","129.99",,"0","0","1","2025-03-31"
"karaoke bluetooth speaker with 2 microphone","80","191","4629","24","0.52","58","30.37","1","1.72","89.99","679.99","5","21","18","9","4.71","0","0.0","74.99",,"1","2","4","4","2.09","0","0.0","21.87",,"1","2","1","2025-03-31"
"speaker with screen","81","594","12290","61","0.5","157","26.43","0","0.0","109.99",,"16","55","50","13","2.19","0","0.0","149.99",,"3","1","3","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikaro karaoke","35","10","376","6","1.6","4","40.0","1","25.0","279.99","679.99","0","1","1","1","10.0","1","100.0","679.99","679.99","0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke marca ikarao","71","12","240","5","2.08","5","41.67","2","40.0","40.99","679.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikarao","2","1879","49351","1686","3.42","1028","54.71","171","16.63","349.99","659.99","71","351","377","152","8.09","27","17.76","449.99","659.99","9","49","59","32","1.7","4","12.5","349.99","679.99","3","11","12","2025-03-31"
"ikarao break x1 karaoke machine","4","164","3861","133","3.44","75","45.73","42","56.0","659.99","659.99","0","21","33","13","7.93","10","76.92","659.99","659.99","0","6","4","4","2.44","2","50.0","469.99","659.99","0","3","1","2025-03-31"
"karoke","95","1293","31838","49","0.15","490","37.9","0","0.0","54.99",,"80","244","104","156","12.06","0","0.0","44.99",,"29","66","41","42","3.25","0","0.0","29.99",,"11","13","11","2025-03-31"
"breakx1","29","4","63","4","6.35","3","75.0","2","66.67","659.99","659.99","0","0","1","1","25.0","1","100.0","659.99","659.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke machines ikarao break x1","43","1","20","1","5.0","1","100.0","1","100.0","659.99","659.99","0","0","1","1","100.0","1","100.0","659.99","659.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"bluetooth speaker with screen display","59","288","5774","61","1.06","83","28.82","1","1.2","169.0","599.99","3","23","14","13","4.51","0","0.0","67.14",,"1","4","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"microphone for karaoke break x1","75","2","34","2","5.88","2","100.0","2","100.0","689.99","689.99","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke machine for adults with lyrics display, built-in 13.3"" screen","32","23","496","18","3.63","13","56.52","1","7.69","179.99","659.99","1","6","6","1","4.35","1","100.0","659.99","659.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke machine for adults outdoor","42","8","118","1","0.85","2","25.0","1","50.0","472.99","659.99","0","1","0","1","12.5","1","100.0","659.99","659.99","0","1","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikarao break x1 portable party karaoke machine","28","7","379","5","1.32","2","28.57","2","100.0","659.99","659.99","0","1","0","1","14.29","1","100.0","659.99","659.99","0","1","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke tv","89","374","8822","51","0.58","99","26.47","0","0.0","89.99",,"13","37","27","13","3.48","0","0.0","65.99",,"2","6","2","1","0.27","0","0.0","65.99",,"0","1","0","2025-03-31"
"ikaro x1","70","6","63","6","9.52","3","50.0","2","66.67","689.99","689.99","0","1","2","1","16.67","0","0.0","109.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"portable karaoke with screen","94","51","1078","13","1.21","29","56.86","1","3.45","129.99","659.99","0","13","8","5","9.8","0","0.0","199.99",,"0","1","1","1","1.96","0","0.0","159.99",,"0","0","1","2025-03-31"
"karaoke machine for adults","34","84793","1893382","231","0.01","32523","38.36","2","0.01","74.99","659.99","3675","14074","9197","8221","9.7","0","0.0","72.99",,"1135","3863","2163","1994","2.35","0","0.0","72.99",,"356","1008","445","2025-03-31"
"karaoke machine with screen","99","3135","72949","46","0.06","1138","36.3","0","0.0","159.99",,"62","289","369","173","5.52","0","0.0","199.99",,"12","46","48","22","0.7","0","0.0","159.99",,"2","9","7","2025-03-31"
"ktv","26","3799","32615","223","0.68","214","5.63","4","1.87","499.0","659.99","15","40","35","21","0.55","0","0.0","74.99",,"2","7","5","6","0.16","0","0.0","66.49",,"1","3","0","2025-03-31"
"karaoke machine with screen and camera","36","8","320","3","0.94","5","62.5","1","20.0","67.14","659.99","0","3","1","1","12.5","1","100.0","659.99","659.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikarao brake x1","23","14","57","14","24.56","3","21.43","3","100.0","689.99","689.99","0","1","1","1","7.14","1","100.0","659.99","659.99","0","1","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke machine for adults 800w","66","28","595","16","2.69","11","39.29","2","18.18","296.99","599.99","0","0","2","3","10.71","0","0.0","218.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke con pantalla y micrófono","56","149","3117","77","2.47","69","46.31","1","1.45","159.99",,"2","11","22","5","3.36","0","0.0","199.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"joog ilarao karaoke 800w","38","2","40","2","5.0","1","50.0","1","100.0","659.99","659.99","0","1","0","1","50.0","1","100.0","659.99","659.99","0","1","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"break x1-800w","19","10","39","9","23.08","4","40.0","4","100.0","659.99","659.99","0","0","3","2","20.0","2","100.0","599.99","599.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"bocina con pantalla","91","362","7328","50","0.68","118","32.6","0","0.0","246.48",,"1","18","30","7","1.93","0","0.0","149.99",,"0","0","6","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke for tv","62","874","19187","95","0.5","318","36.38","0","0.0","79.99",,"29","139","81","56","6.41","0","0.0","74.99",,"4","26","10","9","1.03","0","0.0","74.99",,"1","7","0","2025-03-31"
"ikarao break x1 2024 smart karaoke machine","92","21","501","13","2.59","4","19.05","1","25.0","449.99","689.99","0","1","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke machine for adult","57","174","4305","34","0.79","55","31.61","2","3.64","48.99","659.99","1","20","23","13","7.47","0","0.0","39.99",,"0","8","3","8","4.6","0","0.0","39.0",,"0","5","2","2025-03-31"
"karaoke machine ikarao","7","138","2921","92","3.15","39","28.26","11","28.21","449.99","659.99","0","5","13","6","4.35","3","50.0","469.99","659.99","0","0","4","2","1.45","1","50.0","249.99","659.99","0","0","2","2025-03-31"
"karaoke machine built in screen","58","45","1053","29","2.75","15","33.33","2","13.33","322.99","659.99","1","2","5","2","4.44","0","0.0","322.99",,"0","0","1","1","2.22","0","0.0","322.99",,"0","0","0","2025-03-31"
"ikarao karaoke","12","37","1073","29","2.7","21","56.76","4","19.05","349.99","659.99","1","5","11","7","18.92","2","28.57","349.99","659.99","0","1","4","2","5.41","1","50.0","349.99","659.99","0","1","0","2025-03-31"
"portable karaoke system","93","79","2064","50","2.42","19","24.05","0","0.0","159.97",,"0","6","7","1","1.27","0","0.0","159.97",,"0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikarao karaoke machine break x1 shoulder strap","15","1","16","1","6.25","1","100.0","1","100.0","659.99","659.99","0","1","0","1","100.0","1","100.0","659.99","659.99","0","1","0","1","100.0","1","100.0","659.99","659.99","0","1","0","2025-03-31"
"karaoke machine with built-in screen","63","90","1934","56","2.9","27","30.0","1","3.7","129.99","659.99","0","6","16","3","3.33","0","0.0","249.95",,"0","0","2","0","0.0","0",,,,"0","0","0","2025-03-31"
"speakers bluetooth con pantalla","44","11","220","1","0.45","5","45.45","1","20.0","379.99","679.99","0","0","0","3","27.27","1","33.33","379.99","679.99","0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"karaoke","11","38917","899113","1148","0.13","11160","28.68","3","0.03","66.49","659.99","1421","4720","2635","2430","6.24","1","0.04","54.99","659.99","393","1100","544","606","1.56","0","0.0","49.99",,"141","284","95","2025-03-31"
"ikarao karoke machine","16","1","60","1","1.67","1","100.0","1","100.0","679.99","679.99","0","1","0","1","100.0","1","100.0","679.99","679.99","0","1","0","1","100.0","1","100.0","679.99","679.99","0","1","0","2025-03-31"
"professional karaoke machine","83","1164","28401","20","0.07","406","34.88","1","0.25","399.99","659.99","6","67","134","53","4.55","0","0.0","299.99",,"0","18","17","10","0.86","0","0.0","129.99",,"0","4","5","2025-03-31"
"all in one karaoke machine","55","85","2013","45","2.24","25","29.41","2","8.0","249.99","659.99","2","9","6","4","4.71","0","0.0","74.99",,"0","3","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikaroo","50","14","203","14","6.9","8","57.14","4","50.0","349.99","679.99","0","1","6","1","7.14","0","0.0","349.99",,"0","0","1","1","7.14","0","0.0","349.99",,"0","0","1","2025-03-31"
"wireless bluetooth karaoke machine with screen","90","25","495","14","2.83","16","64.0","1","6.25","129.99","659.99","6","6","0","4","16.0","0","0.0","129.99",,"3","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"rokolas karaoke con pantalla","68","105","1946","52","2.67","16","15.24","1","6.25","549.99","659.99","0","2","4","2","1.9","0","0.0","64.48",,"0","0","1","0","0.0","0",,,,"0","0","0","2025-03-31"
"kareoke","76","1924","43151","74","0.17","628","32.64","0","0.0","59.99",,"92","274","153","161","8.37","0","0.0","39.5",,"34","73","30","50","2.6","0","0.0","29.99",,"15","25","6","2025-03-31"
"karao","61","303","5689","21","0.37","11","3.63","2","18.18","469.99","659.99","0","2","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2025-03-31"
"television karaoke machine","67","94","2042","53","2.6","48","51.06","1","2.08","109.99","679.99","1","11","25","8","8.51","0","0.0","59.99",,"1","2","2","3","3.19","0","0.0","19.99",,"1","0","0","2025-03-31"
