ASIN 或商品=["B0CR1R7FKP"],报告范围=["每月"],选择年份=["2025"],选择月份=["12 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"karoke machine with bluetooth and wireless microphone for adults","43","4607","119719","3423","2.86","1748","37.94","31","1.77","59.99","349.99","149","346","404","505","10.96","10","1.98","58.99","349.99","46","108","130","176","3.82","4","2.27","56.99","349.99","16","37","52","2025-12-31"
"ikarao break x2 karaoke","99","57","1459","62","4.25","31","54.39","18","58.06","332.49","332.49","1","5","6","13","22.81","7","53.85","332.49","349.99","0","4","1","4","7.02","2","50.0","332.49","332.49","0","2","0","2025-12-31"
"karaoke machine with screen lyrics display","66","2292","57064","1772","3.11","961","41.93","35","3.64","129.99","332.49","33","91","204","145","6.33","5","3.45","151.99","349.99","3","9","29","50","2.18","2","4.0","134.49","332.49","1","4","11","2025-12-31"
"karaoke machine ikarao","94","418","11274","495","4.39","185","44.26","30","16.22","249.99","332.49","10","18","33","33","7.89","7","21.21","249.99","332.49","3","3","8","11","2.63","1","9.09","223.99","332.49","2","2","4","2025-12-31"
"karaoke equipment","74","4861","121576","3163","2.6","1181","24.3","27","2.29","89.99","332.49","36","134","221","144","2.96","1","0.69","69.99","349.99","11","16","28","38","0.78","1","2.63","69.99","349.99","3","7","8","2025-12-31"
"karaoke machine for adults with lyrics display","49","3406","96182","3142","3.27","1330","39.05","35","2.63","119.99","332.49","59","217","315","245","7.19","8","3.27","101.27","332.49","14","44","61","83","2.44","2","2.41","91.19","332.47","6","18","18","2025-12-31"
"ilarao karaoke machine","71","318","6778","344","5.08","123","38.68","33","26.83","249.99","349.99","3","14","24","33","10.38","12","36.36","332.49","332.49","1","6","8","8","2.52","1","12.5","223.99","332.49","1","2","1","2025-12-31"
"kareoke machine","42","6131","167448","6460","3.86","2527","41.22","42","1.66","59.99","332.49","167","481","540","816","13.31","5","0.61","59.99","332.49","67","178","186","276","4.5","1","0.36","59.99","349.99","23","72","68","2025-12-31"
"singing machine karaoke","19","14626","345807","12006","3.47","4729","32.33","58","1.23","79.99","332.49","181","638","1142","1016","6.95","9","0.89","63.99","332.49","55","165","254","305","2.09","5","1.64","59.99","332.49","18","75","88","2025-12-31"
"karaoke set","60","6315","154777","4921","3.18","2200","34.84","35","1.59","53.68","332.49","151","383","454","550","8.71","2","0.36","49.99","332.49","48","114","106","174","2.76","0","0.0","39.99",,"6","47","44","2025-12-31"
"jbl karaoke machine","26","7532","154714","7511","4.85","3063","40.67","80","2.61","279.95","332.49","81","511","917","455","6.04","10","2.2","249.95","332.49","22","96","147","73","0.97","3","4.11","201.99","332.49","2","17","23","2025-12-31"
"singing machine","30","7815","197992","6930","3.5","2417","30.93","61","2.52","75.99","332.49","95","318","598","454","5.81","7","1.54","63.99","332.49","27","71","109","122","1.56","3","2.46","59.99","332.49","7","20","34","2025-12-31"
"home karaoke system","72","2040","53650","2022","3.77","763","37.4","34","4.46","101.96","332.49","53","123","174","156","7.65","5","3.21","89.99","332.49","20","39","34","57","2.79","1","1.75","89.99","332.49","7","12","14","2025-12-31"
"karaoke machine adults","70","3715","114692","2347","2.05","1283","34.54","24","1.87","62.99","332.49","97","232","292","332","8.94","6","1.81","59.99","332.49","26","74","79","106","2.85","1","0.94","59.99","332.49","8","23","32","2025-12-31"
"kareokee machine with bluetooth and wireless microphone for adults","10","28610","659193","17756","2.69","10791","37.72","203","1.88","62.98","332.49","838","1997","2451","3313","11.58","35","1.06","59.99","349.99","304","701","787","980","3.43","9","0.92","59.99","332.49","107","220","238","2025-12-31"
"same day karaoke machine","52","2541","46870","1715","3.66","579","22.79","21","3.63","69.99","349.99","85","134","80","144","5.67","8","5.56","72.99","349.99","28","42","20","61","2.4","4","6.56","75.99","349.99","15","27","6","2025-12-31"
"ikarao break x2","6","1364","35290","1652","4.68","632","46.33","435","68.83","332.49","332.49","20","87","162","126","9.24","99","78.57","332.49","332.49","7","22","36","63","4.62","50","79.37","332.49","332.49","3","16","18","2025-12-31"
"ikarao break x2 karaoke machine","12","661","17758","770","4.34","318","48.11","192","60.38","332.49","349.99","7","47","92","85","12.86","53","62.35","332.49","349.99","3","6","23","38","5.75","26","68.42","332.49","349.98","1","1","8","2025-12-31"
"dj","15","143881","3081435","19197","0.62","18427","12.81","45","0.24","129.0","332.49","599","2160","3009","3104","2.16","5","0.16","94.05","332.49","162","437","570","467","0.32","0","0.0","29.99",,"35","94","110","2025-12-31"
"smart karaoke machine","77","1010","27197","1110","4.08","317","31.39","32","10.09","223.99","349.99","8","53","72","58","5.74","7","12.07","199.0","332.49","0","12","9","13","1.29","1","7.69","149.99","349.99","0","3","4","2025-12-31"
"singtrix karaoke system","86","1348","36430","1566","4.3","558","41.39","21","3.76","399.99","332.49","7","59","78","92","6.82","5","5.43","399.99","332.49","1","9","20","21","1.56","1","4.76","399.99","332.49","0","3","8","2025-12-31"
"high end karaoke machine","47","1337","34187","1851","5.41","328","24.53","56","17.07","223.99","332.49","22","69","84","42","3.14","8","19.05","129.99","332.49","5","8","13","15","1.12","4","26.67","223.99","332.49","3","4","3","2025-12-31"
"best karaoke machine for adults","16","4190","110196","4873","4.42","1506","35.94","126","8.37","123.48","332.49","92","249","336","339","8.09","19","5.6","113.99","332.49","23","60","87","84","2.0","11","13.1","99.99","332.49","5","25","20","2025-12-31"
"karaoke machine with 2 microphones","85","2958","76987","1900","2.47","1147","38.78","16","1.39","59.99","332.49","64","196","252","344","11.63","2","0.58","54.99","332.49","21","54","79","93","3.14","2","2.15","54.99","332.49","7","21","18","2025-12-31"
"professional karaoke machine for adults","55","1678","49245","1689","3.43","514","30.63","40","7.78","239.99","332.49","16","63","101","81","4.83","8","9.88","223.99","332.49","2","13","18","22","1.31","3","13.64","259.99","349.99","1","5","7","2025-12-31"
"ikarao smart karaoke","67","149","3275","217","6.63","75","50.34","32","42.67","332.49","332.49","0","9","23","16","10.74","6","37.5","249.99","332.49","0","2","5","7","4.7","4","57.14","332.49","332.49","0","1","4","2025-12-31"
"ikaro karaoke machine","24","746","19923","920","4.62","345","46.25","72","20.87","249.99","332.49","9","39","76","94","12.6","20","21.28","223.99","332.49","1","16","24","43","5.76","11","25.58","262.49","332.49","1","6","12","2025-12-31"
"bose karaoke system","83","2177","55651","2394","4.3","846","38.86","18","2.13","599.0","332.49","9","128","237","61","2.8","3","4.92","499.95","332.49","2","8","22","11","0.51","1","9.09","499.99","349.99","2","1","4","2025-12-31"
"tonor k20","73","1353","33220","1879","5.66","512","37.84","24","4.69","199.98","332.49","18","79","120","65","4.8","4","6.15","199.98","332.49","6","13","17","21","1.55","2","9.52","199.98","332.49","3","5","3","2025-12-31"
"karaoke machine connect to tv","40","3710","97537","3119","3.2","1546","41.67","40","2.59","88.79","332.49","109","282","370","290","7.82","10","3.45","75.99","332.49","22","53","81","91","2.45","5","5.49","82.89","332.49","9","22","30","2025-12-31"
"professional karaoke machine","29","3117","82390","3234","3.93","1115","35.77","87","7.8","289.99","332.49","22","130","228","151","4.84","13","8.61","167.99","332.49","4","17","37","26","0.83","6","23.08","179.99","332.49","2","4","10","2025-12-31"
"ikarao shell s1","31","2484","59504","2870","4.82","1235","49.72","77","6.23","262.49","332.49","39","145","260","238","9.58","12","5.04","262.49","332.49","5","26","50","119","4.79","6","5.04","262.49","332.49","2","18","30","2025-12-31"
"karoke machine","28","7092","200562","7562","3.77","2951","41.61","61","2.07","59.99","332.49","188","465","662","935","13.18","12","1.28","56.51","332.49","72","163","194","315","4.44","2","0.63","59.99","332.49","37","68","66","2025-12-31"
"ikaroo karaoke machine","11","1814","45472","2434","5.35","777","42.83","211","27.16","249.99","332.49","29","106","200","168","9.26","48","28.57","249.99","332.49","11","23","38","65","3.58","25","38.46","265.98","332.49","4","9","20","2025-12-31"
"best karaoke machine","54","2379","62708","2638","4.21","901","37.87","46","5.11","99.99","332.49","51","149","236","179","7.52","9","5.03","89.99","349.98","17","33","40","40","1.68","1","2.5","119.99","349.99","3","11","10","2025-12-31"
"karaoke jbl","90","3387","69131","1983","2.87","1482","43.76","19","1.28","249.0","332.49","60","194","362","217","6.41","3","1.38","239.95","332.49","9","35","52","23","0.68","1","4.35","239.95","332.49","1","6","7","2025-12-31"
"home party karaoke machine","92","4528","97082","2641","2.72","2574","56.85","19","0.74","66.49","332.49","154","408","544","691","15.26","3","0.43","59.99","332.49","53","119","151","202","4.46","0","0.0","59.99",,"15","40","44","2025-12-31"
"karaoke with lyrics on screen","62","5341","108621","6178","5.69","519","9.72","7","1.35","99.99","332.49","26","63","107","74","1.39","0","0.0","123.48",,"4","9","18","15","0.28","0","0.0","89.99",,"1","2","6","2025-12-31"
"karafun karaoke machine","51","2040","50934","2410","4.73","784","38.43","58","7.4","99.99","349.99","54","116","123","165","8.09","7","4.24","59.99","349.99","13","31","25","52","2.55","2","3.85","25.99","349.99","6","9","13","2025-12-31"
"karaoke systems","39","5286","128915","3731","2.89","1569","29.68","43","2.74","74.99","332.49","77","276","339","412","7.79","12","2.91","63.99","332.49","27","84","101","95","1.8","4","4.21","59.99","332.49","2","24","28","2025-12-31"
"ikaro break x2","20","167","1849","209","11.3","95","56.89","63","66.32","332.49","332.49","6","13","27","27","16.17","25","92.59","332.49","332.49","1","5","4","14","8.38","12","85.71","332.49","332.49","1","2","2","2025-12-31"
"karaoke machine for tv","25","11674","301976","9929","3.29","4542","38.91","94","2.07","99.99","332.49","299","790","1121","773","6.62","7","0.91","89.99","349.99","59","139","210","205","1.76","0","0.0","89.99",,"20","41","57","2025-12-31"
"ikaro","88","334","6433","393","6.11","122","36.53","38","31.15","249.99","332.49","8","17","24","14","4.19","7","50.0","332.49","332.49","1","1","2","6","1.8","1","16.67","223.99","332.49","1","0","0","2025-12-31"
"karaoke machine for adults","2","362350","8497378","327738","3.86","150320","41.48","4826","3.21","74.99","332.49","10335","25550","34471","41353","11.41","821","1.99","69.99","332.49","3441","7973","9712","12321","3.4","301","2.44","69.99","332.49","1289","2867","3042","2025-12-31"
"karokee machine with bluetooth and wireless microphone for adults","8","43352","1062998","25424","2.39","16908","39.0","261","1.54","59.99","332.49","1097","2923","3865","5297","12.22","44","0.83","59.99","332.49","423","1020","1206","1681","3.88","14","0.83","59.99","332.49","145","391","409","2025-12-31"
"bluetooth karaoke machine","78","7311","175904","3062","1.74","2773","37.93","17","0.61","53.68","332.49","198","415","590","826","11.3","1","0.12","47.48","332.49","78","142","172","239","3.27","1","0.42","42.99","332.49","29","44","53","2025-12-31"
"mini karaoke machine","34","143979","3390406","10614","0.31","67286","46.73","35","0.05","19.99","332.49","4851","13184","16406","27111","18.83","2","0.01","19.99","332.49","2135","5890","6812","10438","7.25","0","0.0","19.99",,"903","2567","2707","2025-12-31"
"adult karaoke machine","44","3786","90849","3048","3.36","1596","42.16","42","2.63","64.99","332.49","104","262","380","447","11.81","9","2.01","59.99","332.49","31","83","109","109","2.88","4","3.67","69.99","332.49","11","14","35","2025-12-31"
"karaoke machine with screen","9","21243","510387","17763","3.48","8496","39.99","252","2.97","119.99","332.49","385","1153","1763","1389","6.54","34","2.45","116.99","332.49","58","191","313","286","1.35","9","3.15","99.98","332.49","17","56","77","2025-12-31"
"karaoke mic","89","27396","648342","3479","0.54","10304","37.61","14","0.14","19.99","349.99","1510","2710","2041","3032","11.07","1","0.03","19.99","332.49","532","854","561","1063","3.88","0","0.0","19.99",,"242","334","201","2025-12-31"
"portable karaoke","61","6060","149073","3189","2.14","2379","39.26","28","1.18","29.99","332.49","211","501","532","688","11.35","4","0.58","26.99","332.49","59","187","156","230","3.8","2","0.87","26.99","332.49","21","75","57","2025-12-31"
"ikarao smart karaoke machine for adults","13","760","24081","1050","4.36","336","44.21","110","32.74","299.0","332.49","19","44","62","98","12.89","37","37.76","299.0","332.49","6","15","21","41","5.39","19","46.34","332.49","332.49","2","9","8","2025-12-31"
"karaoke machine","1","930979","21871649","791637","3.62","361632","38.84","7846","2.17","59.99","332.49","24165","61185","80217","107341","11.53","1151","1.07","56.99","332.49","8572","20244","24711","34885","3.75","377","1.08","59.99","332.49","3364","7684","8574","2025-12-31"
"ikarao karaoke machine","3","15553","386088","19602","5.08","7294","46.9","1794","24.6","262.49","332.49","298","908","1607","1474","9.48","423","28.7","262.49","332.49","70","208","331","513","3.3","149","29.04","262.49","332.49","29","96","136","2025-12-31"
"korean karaoke machine","80","1684","47351","1971","4.16","395","23.46","45","11.39","299.0","332.49","16","37","66","24","1.43","1","4.17","223.99","332.49","2","2","7","6","0.36","1","16.67","103.42","332.49","0","0","3","2025-12-31"
"chinese karaoke machine","100","1419","43309","1555","3.59","626","44.12","43","6.87","599.0","332.49","8","21","52","46","3.24","3","6.52","581.27","332.49","0","4","0","7","0.49","0","0.0","544.0",,"0","0","0","2025-12-31"
"karaoke system","18","10596","293769","9810","3.34","3166","29.88","144","4.55","123.48","332.49","153","468","637","393","3.71","10","2.54","101.96","332.49","23","59","92","93","0.88","5","5.38","99.99","332.49","9","21","26","2025-12-31"
"jbl karaoke","53","11043","224963","4580","2.04","4751","43.02","42","0.88","259.95","332.49","137","705","1253","688","6.23","2","0.29","239.95","332.49","34","135","191","105","0.95","1","0.95","223.68","332.49","2","31","30","2025-12-31"
"top 10 karaoke machines","58","2523","59988","3302","5.5","776","30.76","41","5.28","74.99","332.49","57","144","170","140","5.55","6","4.29","69.99","332.49","15","32","25","34","1.35","1","2.94","69.99","332.49","4","8","7","2025-12-31"
"ikarao break x1 karaoke machine","97","477","13997","525","3.75","208","43.61","28","13.46","531.99","332.49","3","31","70","43","9.01","4","9.3","531.99","332.49","1","8","15","18","3.77","2","11.11","531.99","332.49","0","7","6","2025-12-31"
"professional karaoke machine system","38","3468","79588","3150","3.96","1531","44.15","88","5.75","149.99","332.49","61","187","300","259","7.47","17","6.56","129.99","332.49","14","30","50","36","1.04","1","2.78","129.99","349.99","4","7","8","2025-12-31"
"karaoke machines","48","4989","131428","4393","3.34","1884","37.76","44","2.34","69.99","332.49","77","261","356","433","8.68","5","1.15","59.99","332.49","22","72","91","116","2.33","2","1.72","59.99","332.49","11","26","27","2025-12-31"
"ikarao","7","5423","145830","6792","4.66","2562","47.24","506","19.75","265.96","332.49","83","275","506","382","7.04","87","22.77","265.96","332.49","18","41","94","113","2.08","30","26.55","265.97","332.49","8","20","31","2025-12-31"
"break x2 karaoke machine","35","118","2623","178","6.79","52","44.07","36","69.23","332.49","332.49","3","8","11","22","18.64","15","68.18","332.49","332.49","0","6","6","11","9.32","10","90.91","332.49","332.49","0","4","3","2025-12-31"
"ikareo karaoke machine","79","107","2556","146","5.71","52","48.6","23","44.23","332.49","332.49","0","11","10","16","14.95","6","37.5","223.99","332.49","0","4","3","7","6.54","3","42.86","332.49","332.49","0","3","0","2025-12-31"
"karaoke","4","159435","3832871","118438","3.09","47963","30.08","1087","2.27","59.99","332.49","3621","8655","10336","11627","7.29","125","1.08","49.99","332.49","1056","2434","2748","3380","2.12","33","0.98","43.67","332.49","386","869","845","2025-12-31"
"portable karaoke machine with 2 wireless microphones","87","4901","126294","2403","1.9","2106","42.97","26","1.23","29.99","349.99","199","450","424","704","14.36","1","0.14","26.99","332.49","61","177","164","220","4.49","1","0.45","26.99","332.49","21","54","62","2025-12-31"
"ikarao smart karaoke machine for adults with screen lyrics display,2 wireless mics,portable bluetooth speaker for music party","96","33","904","56","6.19","20","60.61","17","85.0","332.49","332.49","1","2","7","5","15.15","5","100.0","349.98","349.98","0","0","3","3","9.09","3","100.0","349.99","349.99","0","0","2","2025-12-31"
"ikarao smart karaoke machine","27","486","16540","738","4.46","222","45.68","69","31.08","265.97","332.49","19","34","46","46","9.47","20","43.48","265.97","332.49","5","4","12","18","3.7","9","50.0","304.99","349.99","3","2","6","2025-12-31"
"break x2","57","107","1864","160","8.58","58","54.21","43","74.14","332.49","349.98","1","10","11","8","7.48","7","87.5","332.49","349.99","1","1","1","5","4.67","5","100.0","349.99","349.99","0","1","1","2025-12-31"
"the best karaoke system","64","2098","48005","3172","6.61","654","31.17","50","7.65","123.48","332.49","30","127","185","77","3.67","5","6.49","89.99","332.49","7","19","20","25","1.19","0","0.0","69.99",,"4","7","4","2025-12-31"
"ikarao x2","33","260","6253","351","5.61","146","56.15","78","53.42","332.49","332.49","9","12","39","26","10.0","16","61.54","332.49","349.99","2","1","6","12","4.62","8","66.67","332.49","349.99","2","0","3","2025-12-31"
"karaoke machine clearance sale","95","2801","63291","1695","2.68","746","26.63","13","1.74","59.99","332.49","52","125","183","141","5.03","2","1.42","59.99","332.49","13","24","34","24","0.86","2","8.33","59.99","332.49","1","7","5","2025-12-31"
