ASIN 或商品=["B0DCZQX11P"],报告范围=["每月"],选择年份=["2025"],选择月份=["11 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"singing machine karaoke system","97","1865","45757","1104","2.41","688","36.89","5","0.73","79.99","265.98","26","216","218","138","7.4","2","1.45","79.99","265.98","2","62","43","15","0.8","0","0.0","59.99",,"0","9","5","2025-11-30"
"chinese karaoke machine","78","1366","39144","1316","3.36","589","43.12","14","2.38","599.0","265.99","9","37","42","44","3.22","2","4.55","598.0","265.98","1","1","3","8","0.59","0","0.0","399.0",,"0","1","1","2025-11-30"
"ikarao karaoke machine for adults, with lyrics display, 10.1"" screen, 280w, 2+2 channel, 2 wireless microphone, autotune eq, self-charging, portable home karaoke system with karafun prime, hdmi for tv","25","41","1165","78","6.7","25","60.98","18","72.0","265.98","265.98","4","7","8","12","29.27","11","91.67","265.98","265.98","0","4","4","5","12.2","5","100.0","265.98","265.98","0","1","1","2025-11-30"
"ikarao smart karaoke machine for adults","49","554","17464","879","5.03","223","40.25","27","12.11","332.47","265.98","20","57","70","58","10.47","8","13.79","332.47","265.98","7","16","21","20","3.61","0","0.0","332.49",,"3","4","7","2025-11-30"
"karaoke machine for adults with screen","63","1659","39025","1488","3.81","674","40.63","11","1.63","151.99","265.98","38","111","180","106","6.39","1","0.94","159.99","279.96","5","21","31","15","0.9","1","6.67","130.86","279.96","2","1","5","2025-11-30"
"amazon karaoke machine","79","1748","49859","1726","3.46","571","32.67","8","1.4","57.59","265.98","29","207","156","82","4.69","1","1.22","56.51","265.98","8","36","15","25","1.43","0","0.0","56.51",,"3","10","2","2025-11-30"
"singing machine karaoke","21","11552","266580","4653","1.75","3959","34.27","15","0.38","89.99","265.98","200","1046","1185","777","6.73","7","0.9","72.99","265.98","48","219","228","152","1.32","1","0.66","57.59","265.98","12","51","36","2025-11-30"
"ikaroo karaoke machine","15","1289","32173","2223","6.91","594","46.08","67","11.28","265.98","265.99","53","155","182","113","8.77","16","14.16","279.99","265.98","14","24","29","39","3.03","4","10.26","332.49","265.98","6","5","10","2025-11-30"
"moukey karaoke machine","93","2167","57399","1514","2.64","815","37.61","2","0.25","169.99","279.96","14","183","264","132","6.09","1","0.76","169.99","279.96","3","40","34","31","1.43","0","0.0","169.99",,"2","7","14","2025-11-30"
"karoke machine","68","5457","152392","2153","1.41","2518","46.14","11","0.44","53.68","265.98","236","827","636","705","12.92","0","0.0","49.99",,"83","259","170","164","3.01","0","0.0","53.68",,"33","56","31","2025-11-30"
"singing machine","62","6304","155926","1718","1.1","1900","30.14","5","0.26","79.99","265.98","88","459","567","347","5.5","1","0.29","59.99","265.98","16","103","101","66","1.05","1","1.52","54.74","265.98","5","19","15","2025-11-30"
"professional karaoke machine","74","3339","82248","1828","2.22","1143","34.23","10","0.87","296.59","265.98","62","175","269","143","4.28","1","0.7","195.72","265.98","15","29","30","16","0.48","0","0.0","119.99",,"6","4","2","2025-11-30"
"karoke","87","4520","117025","1652","1.41","1713","37.9","8","0.47","53.68","279.96","220","520","404","498","11.02","0","0.0","39.55",,"81","163","106","118","2.61","0","0.0","53.68",,"19","42","24","2025-11-30"
"ikaro karaoke machine","55","311","7891","529","6.7","136","43.73","15","11.03","332.49","265.98","23","32","35","26","8.36","3","11.54","332.49","265.98","2","7","9","11","3.54","2","18.18","265.98","265.98","1","4","4","2025-11-30"
"karaoke system for smart tv","47","2041","50566","2204","4.36","803","39.34","17","2.12","108.27","265.98","81","240","248","96","4.7","2","2.08","101.96","265.98","12","29","24","14","0.69","1","7.14","99.99","265.98","1","4","5","2025-11-30"
"prime","41","541756","13797093","4458","0.03","15121","2.79","2","0.01","16.69","265.98","1193","3934","3001","5440","1.0","0","0.0","15.98",,"534","1715","1163","1630","0.3","0","0.0","14.98",,"259","620","346","2025-11-30"
"adult karaoke machine","91","2354","57729","1318","2.28","975","41.42","9","0.92","59.49","265.98","104","302","270","281","11.94","1","0.36","53.68","265.98","37","100","74","40","1.7","0","0.0","53.68",,"9","14","13","2025-11-30"
"karaoke microphone wireless","14","34532","828440","6878","0.83","13227","38.3","57","0.43","23.99","265.98","2054","4948","2880","3891","11.27","7","0.18","23.74","265.98","695","1599","803","1024","2.97","2","0.2","21.99","265.98","225","447","209","2025-11-30"
"ikarao break x2","32","907","23757","1519","6.39","444","48.95","21","4.73","332.49","279.96","40","107","90","115","12.68","5","4.35","332.49","265.98","11","34","15","53","5.84","3","5.66","332.49","265.98","8","19","6","2025-11-30"
"magic mic karaoke","75","1977","47243","936","1.98","608","30.75","8","1.32","190.98","265.98","43","164","163","73","3.69","2","2.74","129.99","279.96","8","22","19","10","0.51","1","10.0","64.96","279.99","2","3","2","2025-11-30"
"ikarao karaoke machine with screen,2 wireless mics,280w peak power, portable speaker for music party","77","28","769","51","6.63","18","64.29","11","61.11","265.98","279.96","0","4","10","3","10.71","2","66.67","279.99","279.99","0","2","1","3","10.71","2","66.67","279.99","279.99","0","2","1","2025-11-30"
"kareoke machine","70","4423","118905","1832","1.54","1969","44.52","11","0.56","53.68","265.98","217","721","443","650","14.7","1","0.15","53.68","265.98","96","252","156","152","3.44","0","0.0","53.68",,"24","63","32","2025-11-30"
"autotune karaoke machine","64","599","14454","794","5.49","278","46.41","21","7.55","129.98","265.99","24","82","101","31","5.18","5","16.13","151.99","279.96","2","16","10","2","0.33","0","0.0","54.74",,"0","1","1","2025-11-30"
"hdmi karaoke machine","71","487","13054","653","5.0","213","43.74","10","4.69","109.99","265.98","11","77","63","19","3.9","3","15.79","179.99","279.99","0","4","7","5","1.03","1","20.0","72.99","279.99","0","1","1","2025-11-30"
"karafun karaoke","36","324","7713","562","7.29","83","25.62","19","22.89","246.46","279.96","8","26","25","17","5.25","7","41.18","265.98","265.98","2","4","5","7","2.16","3","42.86","234.14","265.98","1","2","3","2025-11-30"
"magic sing karaoke","52","2498","58908","2693","4.57","903","36.15","19","2.1","455.99","265.98","20","151","259","81","3.24","1","1.23","459.0","265.98","1","12","30","10","0.4","0","0.0","191.0",,"0","0","3","2025-11-30"
"karaoke tv","92","960","22072","1040","4.71","295","30.73","8","2.71","99.99","265.98","24","75","88","40","4.17","2","5.0","79.99","265.98","10","10","7","8","0.83","0","0.0","49.99",,"3","1","3","2025-11-30"
"karaoke system for home","95","2235","54809","1627","2.97","693","31.01","5","0.72","129.97","279.96","41","153","146","80","3.58","0","0.0","101.96",,"5","23","21","13","0.58","0","0.0","89.99",,"3","2","6","2025-11-30"
"autotune","18","3665","90311","3292","3.65","1294","35.31","75","5.8","129.0","265.99","54","285","267","147","4.01","11","7.48","137.99","265.98","4","31","29","13","0.35","1","7.69","43.68","265.98","0","3","2","2025-11-30"
"karaoke systems","29","3856","95711","2736","2.86","1097","28.45","28","2.55","78.86","265.98","91","300","257","268","6.95","4","1.49","61.71","265.98","30","71","56","56","1.45","2","3.57","55.99","265.98","8","17","12","2025-11-30"
"karaoke machine for kids","73","192492","4534559","1264","0.03","81368","42.27","7","0.01","24.99","265.98","9070","28093","19134","29570","15.36","1","0.0","23.74","265.98","3753","10598","6798","6919","3.59","1","0.01","22.22","265.98","1005","2451","1572","2025-11-30"
"ikaro","42","224","4293","325","7.57","94","41.96","22","23.4","265.97","265.98","5","18","34","18","8.04","5","27.78","265.98","265.98","1","3","8","7","3.13","3","42.86","265.98","265.98","0","1","2","2025-11-30"
"portable karaoke machine","13","14499","347209","8120","2.34","6386","44.04","58","0.91","25.99","265.98","932","2382","1502","2091","14.42","7","0.33","24.99","265.98","346","786","462","502","3.46","1","0.2","23.74","265.98","87","192","118","2025-11-30"
"ikarao karaoke machine","3","10099","253180","17689","6.99","4792","47.45","678","14.15","265.98","265.98","321","1174","1463","937","9.28","158","16.86","265.98","265.98","72","268","295","311","3.08","66","21.22","265.98","265.98","23","103","105","2025-11-30"
"karaoke machine with lyrics display","7","24733","621835","19557","3.15","11072","44.77","102","0.92","85.19","265.98","849","3186","3140","2175","8.79","17","0.78","72.99","265.98","190","685","561","404","1.63","4","0.99","64.96","265.98","44","135","95","2025-11-30"
"karaoke with lyrics","33","3110","112838","4920","4.36","228","7.33","8","3.51","74.99","265.98","13","71","64","30","0.96","1","3.33","59.96","265.98","3","8","7","2","0.06","0","0.0","56.51",,"0","1","0","2025-11-30"
"jbl karaoke machine with 2 microphones","43","14511","297707","3307","1.11","6205","42.76","17","0.27","259.95","265.98","259","1326","1928","1000","6.89","2","0.2","249.95","265.98","70","260","282","111","0.76","0","0.0","199.95",,"15","34","25","2025-11-30"
"karokee machine with bluetooth and wireless microphone for adults","8","32227","794296","14068","1.77","12878","39.96","77","0.6","56.51","265.98","1526","4188","3323","3796","11.78","18","0.47","53.86","265.98","548","1301","944","907","2.81","4","0.44","53.68","265.98","161","342","195","2025-11-30"
"karaoke machine for adults","2","253344","5858097","146185","2.5","103927","41.02","981","0.94","69.99","265.98","11166","32335","26044","26439","10.44","184","0.7","58.38","265.98","3477","9239","6418","5905","2.33","51","0.86","56.51","265.98","962","2287","1320","2025-11-30"
"home karaoke system","66","1918","50351","1833","3.64","676","35.25","13","1.92","101.96","279.96","70","189","159","126","6.57","1","0.79","74.99","265.98","22","42","27","23","1.2","0","0.0","61.71",,"4","9","6","2025-11-30"
"kareokee machine with bluetooth and wireless microphone for adults","10","20375","454386","10794","2.38","8032","39.42","85","1.06","59.99","265.98","920","2394","2039","2225","10.92","13","0.58","53.68","265.98","322","720","560","507","2.49","4","0.79","53.68","265.98","102","176","107","2025-11-30"
"karaoke with lyrics on screen","16","7206","144628","10618","7.34","299","4.15","12","4.01","99.99","265.98","25","66","78","49","0.68","0","0.0","99.99",,"5","13","13","6","0.08","0","0.0","64.96",,"0","2","2","2025-11-30"
"ikarao smart karaoke machine","46","498","13939","884","6.34","198","39.76","20","10.1","332.49","265.98","10","55","78","35","7.03","4","11.43","332.49","265.98","5","8","18","21","4.22","2","9.52","349.97","265.98","4","4","10","2025-11-30"
"karaoke","5","121312","2823015","41528","1.47","38768","31.96","297","0.77","53.68","265.98","3947","10914","8594","8620","7.11","36","0.42","49.69","265.98","1125","2774","1923","1783","1.47","6","0.34","40.99","265.98","335","628","378","2025-11-30"
"autotune microphone","61","7241","172881","1959","1.13","2451","33.85","18","0.73","29.99","265.98","245","840","579","270","3.73","1","0.37","29.88","265.98","39","105","46","24","0.33","0","0.0","19.99",,"4","14","1","2025-11-30"
"karafun","24","732","17551","1185","6.75","235","32.1","50","21.28","151.99","265.98","20","57","73","42","5.74","11","26.19","59.49","265.98","5","13","10","18","2.46","2","11.11","21.99","265.98","3","6","3","2025-11-30"
"ikaro s1","57","20","181","40","22.1","12","60.0","7","58.33","265.98","279.96","0","4","5","3","15.0","3","100.0","265.99","265.99","0","0","2","3","15.0","3","100.0","265.99","265.99","0","0","2","2025-11-30"
"ikarao shell s1","4","1755","43503","1961","4.51","899","51.23","428","47.61","265.98","265.98","46","238","295","157","8.95","100","63.69","265.98","265.98","6","35","59","69","3.93","47","68.12","265.98","265.98","3","13","31","2025-11-30"
"syncfun karaoke machine","81","4599","97143","2102","2.16","2634","57.27","1","0.04","20.88","265.98","347","873","716","1137","24.72","0","0.0","22.99",,"175","373","294","335","7.28","0","0.0","22.99",,"50","119","93","2025-11-30"
"ikarao karaoke","56","540","13469","847","6.29","240","44.44","24","10.0","279.99","265.98","9","46","78","36","6.67","3","8.33","249.99","265.98","1","2","14","10","1.85","1","10.0","234.14","265.98","1","1","3","2025-11-30"
"ikarao shell 2","96","82","2033","150","7.38","41","50.0","12","29.27","249.99","265.98","3","11","11","9","10.98","2","22.22","234.14","265.98","1","3","3","5","6.1","1","20.0","234.14","265.98","0","2","2","2025-11-30"
"ikarao shell 1","60","33","635","58","9.13","24","72.73","10","41.67","246.46","265.98","1","6","6","6","18.18","5","83.33","265.98","265.98","0","1","2","2","6.06","2","100.0","265.98","265.98","0","0","1","2025-11-30"
"ikareo karaoke machine","54","65","1528","102","6.68","27","41.54","7","25.93","265.98","265.98","2","3","12","10","15.38","6","60.0","265.98","265.98","0","2","6","2","3.08","2","100.0","265.98","265.98","0","0","1","2025-11-30"
"tonor k20 wireless karaoke machine","53","804","20070","1129","5.63","379","47.14","17","4.49","199.98","265.98","13","60","107","81","10.07","4","4.94","199.98","265.98","3","18","21","16","1.99","1","6.25","199.98","265.98","0","4","5","2025-11-30"
"karafun karaoke machine","22","1100","27278","1864","6.83","397","36.09","50","12.59","179.39","265.98","39","118","109","71","6.45","9","12.68","159.98","265.98","10","22","13","17","1.55","2","11.76","45.99","265.98","3","5","3","2025-11-30"
"karaoke microphone","20","103417","2503149","5590","0.22","40626","39.28","42","0.1","19.99","279.96","6462","15605","8595","12007","11.61","3","0.02","19.99","279.96","2186","4795","2463","3368","3.26","0","0.0","19.98",,"774","1465","606","2025-11-30"
"ikarao shell s1 10.1-inch smart karaoke machine","26","69","2067","107","5.18","38","55.07","21","55.26","265.98","279.96","1","13","7","10","14.49","8","80.0","265.98","265.98","0","4","2","5","7.25","5","100.0","265.98","265.98","0","3","0","2025-11-30"
"best karaoke machine","80","1650","44258","1574","3.56","547","33.15","12","2.19","99.99","265.98","65","153","127","105","6.36","1","0.95","99.99","265.98","16","37","22","31","1.88","0","0.0","76.99",,"4","12","6","2025-11-30"
"karaoke machine with lyrics","72","1403","35660","1162","3.26","621","44.26","3","0.48","89.99","265.98","42","183","162","91","6.49","2","2.2","74.99","265.98","6","27","27","18","1.28","1","5.56","64.99","265.98","2","4","5","2025-11-30"
"magic sing karaoke system 2025","19","4231","98913","5150","5.21","1635","38.64","44","2.69","499.0","265.98","47","302","419","190","4.49","5","2.63","498.88","279.99","12","33","50","15","0.35","0","0.0","499.88",,"0","4","3","2025-11-30"
"high end karaoke machine","82","811","18951","1008","5.32","199","24.54","4","2.01","266.49","265.98","14","48","68","15","1.85","1","6.67","246.46","265.98","0","6","5","3","0.37","1","33.33","234.14","265.98","0","1","0","2025-11-30"
"karaoke machine￼","100","4059","87408","1243","1.42","1599","39.39","7","0.44","53.68","279.96","188","535","386","554","13.65","1","0.18","53.68","279.99","94","174","132","87","2.14","0","0.0","53.68",,"22","26","20","2025-11-30"
"ikarao shell s2","27","501","13344","912","6.83","273","54.49","58","21.25","246.46","265.98","37","74","74","44","8.78","5","11.36","246.46","265.99","7","17","10","23","4.59","3","13.04","246.46","279.96","4","11","5","2025-11-30"
"karaoke system","17","10966","273710","6286","2.3","3355","30.59","41","1.22","113.97","265.99","197","739","848","444","4.05","7","1.58","101.96","279.96","35","107","126","84","0.77","1","1.19","74.99","265.99","11","24","21","2025-11-30"
"karaoke machine with 2 microphones","98","2776","73107","949","1.3","1023","36.85","9","0.88","53.68","265.98","100","359","262","289","10.41","2","0.69","51.11","265.98","29","120","71","58","2.09","0","0.0","53.68",,"7","28","12","2025-11-30"
"karaoke with autotune","50","1178","31528","1458","4.62","468","39.73","45","9.62","123.48","279.96","45","117","132","40","3.4","3","7.5","99.99","279.96","7","13","8","6","0.51","0","0.0","99.99",,"1","3","1","2025-11-30"
"karaoke machine for tv","11","10507","260526","9921","3.81","3819","36.35","72","1.89","99.99","265.98","346","1097","1082","624","5.94","17","2.72","85.19","265.98","76","206","160","115","1.09","3","2.61","85.19","265.98","18","43","29","2025-11-30"
"professional karaoke machine system","69","2416","53337","1711","3.21","1109","45.9","9","0.81","129.97","279.96","82","264","295","176","7.28","2","1.14","119.99","265.98","16","48","42","32","1.32","0","0.0","99.99",,"3","11","8","2025-11-30"
"karaoke machine with autotune","34","1649","42291","1825","4.32","755","45.79","28","3.71","99.99","265.98","90","224","199","102","6.19","4","3.92","99.99","265.98","11","37","27","21","1.27","2","9.52","99.99","265.98","3","8","6","2025-11-30"
"portable karaoke","30","4524","110242","2806","2.55","1711","37.82","37","2.16","26.99","279.96","237","619","405","467","10.32","5","1.07","23.99","265.98","80","188","97","90","1.99","1","1.11","23.99","265.98","23","42","10","2025-11-30"
"karaoke machine","1","651722","15226733","246550","1.62","255659","39.23","1288","0.5","53.68","265.98","27092","82147","62944","73147","11.22","199","0.27","53.68","265.98","9421","25084","17444","16609","2.55","53","0.32","53.68","265.98","2724","6044","3801","2025-11-30"
"best karaoke machine for adults","31","2985","74434","3082","4.14","1074","35.98","30","2.79","99.99","265.98","92","344","241","234","7.84","6","2.56","99.99","265.98","35","78","44","51","1.71","0","0.0","95.99",,"8","21","11","2025-11-30"
"karaoke machine with screen lyrics display","83","1701","40211","1069","2.66","648","38.1","2","0.31","119.99","265.98","51","184","191","108","6.35","1","0.93","151.99","265.98","6","33","38","16","0.94","1","6.25","159.97","265.98","1","3","5","2025-11-30"
"karaoke autotune","76","292","6681","399","5.97","152","52.05","20","13.16","129.99","279.96","21","31","47","24","8.22","5","20.83","119.99","279.96","2","6","7","3","1.03","0","0.0","129.99",,"1","0","0","2025-11-30"
"kareoke","39","6880","167336","2835","1.69","2547","37.02","27","1.06","53.68","265.98","298","805","611","689","10.01","3","0.44","40.48","265.98","93","232","168","136","1.98","0","0.0","30.68",,"22","51","31","2025-11-30"
"karaoke for tv","38","2871","67090","2148","3.2","988","34.41","29","2.94","89.99","265.98","72","270","296","146","5.09","3","2.05","89.99","265.98","11","45","49","21","0.73","1","4.76","99.99","265.98","4","7","6","2025-11-30"
"professional karaoke systems","48","2446","60867","2046","3.36","996","40.72","14","1.41","354.39","279.96","41","171","197","108","4.42","3","2.78","249.99","265.98","10","29","33","7","0.29","1","14.29","195.72","265.98","2","0","3","2025-11-30"
"ikaroo karaoke machine s1","84","11","232","20","8.62","8","72.73","4","50.0","249.99","279.96","0","2","6","2","18.18","2","100.0","265.98","265.98","0","0","2","2","18.18","2","100.0","265.98","265.98","0","0","2","2025-11-30"
"best karaoke system for smart tv","86","994","30587","1192","3.9","311","31.29","7","2.25","109.99","265.98","31","116","76","36","3.62","2","5.56","101.96","265.98","6","10","10","6","0.6","0","0.0","99.99",,"0","3","1","2025-11-30"
"shell s1","28","62","1717","111","6.46","42","67.74","23","54.76","265.98","279.96","0","15","14","13","20.97","10","76.92","265.98","265.98","0","5","5","5","8.06","4","80.0","265.98","265.98","0","1","3","2025-11-30"
"karaoke portable systems","90","1276","38852","1173","3.02","367","28.76","13","3.54","79.99","265.98","21","99","112","62","4.86","1","1.61","64.99","265.98","4","21","15","15","1.18","0","0.0","99.99",,"1","6","4","2025-11-30"
"ikarao","6","4086","114419","6921","6.05","2011","49.22","293","14.57","265.98","265.98","130","436","556","257","6.29","50","19.46","265.98","265.98","16","51","82","66","1.62","16","24.24","265.98","265.98","5","14","20","2025-11-30"
"karaoke machine connect to tv","59","2899","74198","2415","3.25","1157","39.91","12","1.04","79.99","265.98","106","373","312","201","6.93","1","0.5","71.99","279.99","22","75","54","40","1.38","0","0.0","72.99",,"3","17","12","2025-11-30"
"ikarao shell","51","126","3316","209","6.3","64","50.79","22","34.38","265.98","265.98","4","20","25","14","11.11","8","57.14","265.98","265.98","0","5","8","2","1.59","1","50.0","170.99","265.98","0","0","2","2025-11-30"
"ikarao break x1","44","1038","26075","1818","6.97","509","49.04","10","1.96","531.99","265.98","6","66","175","82","7.9","3","3.66","531.99","265.98","2","11","37","26","2.5","2","7.69","531.99","265.98","1","3","14","2025-11-30"
"karaoke with lyrics display","89","1050","24119","870","3.61","371","35.33","3","0.81","99.99","279.96","27","99","113","56","5.33","1","1.79","119.99","279.96","4","14","17","8","0.76","1","12.5","159.98","279.96","2","3","2","2025-11-30"
"ikarao s1","9","232","5586","438","7.84","150","64.66","85","56.67","265.98","265.98","17","31","42","30","12.93","26","86.67","265.98","265.98","2","7","10","18","7.76","16","88.89","265.98","265.99","1","4","8","2025-11-30"
"portable karaoke machine with 2 wireless microphones","35","4396","110247","2587","2.35","2027","46.11","18","0.89","24.99","265.98","333","897","402","760","17.29","5","0.66","24.99","265.98","150","345","141","174","3.96","1","0.57","24.99","265.98","42","79","25","2025-11-30"
"karaoke equipment","40","4016","102528","2922","2.85","1114","27.74","12","1.08","128.79","265.98","49","230","263","101","2.51","2","1.98","61.71","265.98","9","27","21","19","0.47","1","5.26","53.68","265.98","2","8","2","2025-11-30"
