ASIN 或商品=["B0DCZQX11P"],报告范围=["每月"],选择年份=["2025"],选择月份=["12 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"ikarao break x1","48","1184","30211","1779","5.89","511","43.16","15","2.94","531.99","262.49","6","75","125","89","7.52","3","3.37","531.99","262.49","2","18","28","40","3.38","1","2.5","531.99","262.49","1","8","17","2025-12-31"
"portable karaoke machine","10","23095","555568","11846","2.13","10021","43.39","55","0.55","29.99","265.96","757","1925","2407","3136","13.58","10","0.32","26.99","265.96","259","691","805","1025","4.44","1","0.1","26.99","262.49","89","273","265","2025-12-31"
"karaoke machine￼","98","3387","71997","542","0.75","1355","40.01","3","0.22","59.99","265.96","103","264","290","501","14.79","1","0.2","59.99","279.98","46","91","107","127","3.75","1","0.79","59.99","279.98","15","33","35","2025-12-31"
"ikarao karaoke machine for adults, with lyrics display, 10.1"" screen, 280w, 2+2 channel, 2 wireless microphone, autotune eq, self-charging, portable home karaoke system with karafun prime, hdmi for tv","23","59","1513","79","5.22","42","71.19","22","52.38","262.49","262.49","1","3","9","12","20.34","11","91.67","262.49","262.49","0","1","4","6","10.17","5","83.33","262.49","262.49","0","1","3","2025-12-31"
"karaoke machine connect to tv","87","3710","97537","1628","1.67","1546","41.67","5","0.32","88.79","279.98","109","282","370","290","7.82","0","0.0","75.99",,"22","53","81","91","2.45","0","0.0","82.89",,"9","22","30","2025-12-31"
"karoke","68","5909","151739","1065","0.7","2072","35.07","7","0.34","49.99","265.96","175","394","509","680","11.51","2","0.29","33.99","262.49","55","142","181","210","3.55","1","0.48","30.99","262.49","19","62","47","2025-12-31"
"karaoke with autotune","59","1452","39478","1235","3.13","549","37.81","34","6.19","129.99","262.49","32","88","99","73","5.03","1","1.37","129.99","262.49","6","13","15","14","0.96","0","0.0","99.99",,"0","3","1","2025-12-31"
"jbl karaoke machine with 2 microphones","82","15278","320451","1353","0.42","6656","43.57","4","0.06","279.95","265.98","216","894","1627","1117","7.31","2","0.18","279.95","262.49","65","171","265","163","1.07","0","0.0","199.95",,"18","33","37","2025-12-31"
"best karaoke machine for adults","38","4190","110196","2915","2.65","1506","35.94","15","1.0","123.48","262.49","92","249","336","339","8.09","5","1.47","113.99","262.49","23","60","87","84","2.0","0","0.0","99.99",,"5","25","20","2025-12-31"
"professional karaoke machine system","96","3468","79588","1324","1.66","1531","44.15","8","0.52","149.99","262.49","61","187","300","259","7.47","0","0.0","129.99",,"14","30","50","36","1.04","0","0.0","129.99",,"4","7","8","2025-12-31"
"karaoke that connects to smart tv","89","1243","31938","1287","4.03","391","31.46","6","1.53","99.98","349.99","30","91","82","58","4.67","1","1.72","99.98","349.99","6","11","12","17","1.37","0","0.0","123.48",,"3","6","3","2025-12-31"
"ikarao smart karaoke machine for adults","21","760","24081","966","4.01","336","44.21","23","6.85","299.0","265.98","19","44","62","98","12.89","10","10.2","299.0","265.96","6","15","21","41","5.39","5","12.2","332.49","265.98","2","9","8","2025-12-31"
"ikarao portable karaoke machine","86","107","3275","177","5.4","58","54.21","12","20.69","249.99","279.98","2","4","10","19","17.76","2","10.53","223.99","262.49","1","2","4","12","11.21","1","8.33","223.99","262.49","1","1","3","2025-12-31"
"best karaoke machine","71","2379","62708","1554","2.48","901","37.87","11","1.22","99.99","265.96","51","149","236","179","7.52","2","1.12","89.99","262.49","17","33","40","40","1.68","0","0.0","119.99",,"3","11","10","2025-12-31"
"ikaroo karaoke machine","15","1814","45472","2115","4.65","777","42.83","56","7.21","249.99","265.96","29","106","200","168","9.26","10","5.95","249.99","262.49","11","23","38","65","3.58","5","7.69","265.98","262.49","4","9","20","2025-12-31"
"autotune","25","4202","105993","3459","3.26","1351","32.15","48","3.55","125.99","265.96","39","168","222","143","3.4","5","3.5","128.99","265.96","7","21","27","11","0.26","0","0.0","128.99",,"0","3","3","2025-12-31"
"karaoke set up for smart tv","90","1641","45403","1084","2.39","490","29.86","11","2.24","99.99","265.96","37","89","125","86","5.24","1","1.16","79.99","262.49","5","17","24","20","1.22","0","0.0","69.99",,"2","4","7","2025-12-31"
"ikarao x2","32","260","6253","411","6.57","146","56.15","20","13.7","332.49","265.95","9","12","39","26","10.0","6","23.08","332.49","262.49","2","1","6","12","4.62","4","33.33","332.49","262.49","2","0","3","2025-12-31"
"karaoke system","27","10596","293769","5009","1.71","3166","29.88","9","0.28","123.48","262.49","153","468","637","393","3.71","1","0.25","101.96","262.49","23","59","92","93","0.88","1","1.08","99.99","262.49","9","21","26","2025-12-31"
"karaoke set","62","6315","154777","1996","1.29","2200","34.84","10","0.45","53.68","265.96","151","383","454","550","8.71","1","0.18","49.99","265.96","48","114","106","174","2.76","0","0.0","39.99",,"6","47","44","2025-12-31"
"karafun","31","1542","35590","1602","4.5","441","28.6","40","9.07","59.99","265.96","36","58","83","69","4.47","4","5.8","25.99","262.49","5","8","14","30","1.95","2","6.67","22.99","262.49","3","1","5","2025-12-31"
"ikarao s1","9","314","8211","404","4.92","184","58.6","70","38.04","262.49","265.96","11","16","35","26","8.28","22","84.62","262.49","265.98","2","1","5","19","6.05","16","84.21","262.49","262.49","2","1","4","2025-12-31"
"portable karaoke machine with 2 wireless microphones","51","4901","126294","1505","1.19","2106","42.97","16","0.76","29.99","279.98","199","450","424","704","14.36","3","0.43","26.99","279.98","61","177","164","220","4.49","1","0.45","26.99","279.98","21","54","62","2025-12-31"
"karaoke machine for adults connect to tv","99","837","23991","536","2.23","331","39.55","3","0.91","119.99","265.97","13","66","69","58","6.93","1","1.72","101.96","262.49","4","16","16","15","1.79","1","6.67","119.99","262.49","1","5","3","2025-12-31"
"ikarao break x2 karaoke machine","20","661","17758","1052","5.92","318","48.11","25","7.86","332.49","265.95","7","47","92","85","12.86","10","11.76","332.49","262.49","3","6","23","38","5.75","5","13.16","332.49","265.97","1","1","8","2025-12-31"
"karaoke machine","1","930979","21871649","386122","1.77","361632","38.84","1257","0.35","59.99","265.96","24165","61185","80217","107341","11.53","217","0.2","56.99","265.96","8572","20244","24711","34885","3.75","73","0.21","59.99","265.95","3364","7684","8574","2025-12-31"
"ikarao shell 2","63","85","2426","145","5.98","48","56.47","8","16.67","223.99","265.95","2","0","6","14","16.47","3","21.43","234.14","279.98","1","0","3","9","10.59","2","22.22","234.14","279.98","0","0","3","2025-12-31"
"karaoke that hooks up to the tv","78","1079","40046","1077","2.69","383","35.5","4","1.04","89.99","262.49","20","72","90","57","5.28","1","1.75","79.99","262.49","7","10","16","22","2.04","1","4.55","123.48","262.49","3","6","5","2025-12-31"
"karaoke machine with lyrics display","7","35442","904522","23231","2.57","14863","41.94","100","0.67","89.99","265.96","760","2123","3237","2966","8.37","27","0.91","78.95","262.49","195","449","662","750","2.12","11","1.47","72.99","262.49","65","131","182","2025-12-31"
"kareoke machine","41","6131","167448","3210","1.92","2527","41.22","8","0.32","59.99","279.98","167","481","540","816","13.31","1","0.12","59.99","265.96","67","178","186","276","4.5","1","0.36","59.99","265.96","23","72","68","2025-12-31"
"ikarao shell 1","65","54","929","85","9.15","32","59.26","15","46.88","265.96","279.98","0","5","5","4","7.41","2","50.0","223.99","265.98","0","1","1","2","3.7","2","100.0","265.98","265.98","0","0","0","2025-12-31"
"ikarao she'll s1","83","3","92","4","4.35","3","100.0","2","66.67","262.49","262.49","0","1","0","2","66.67","2","100.0","262.49","262.49","0","1","0","2","66.67","2","100.0","262.49","262.49","0","1","0","2025-12-31"
"karaoke microphone","30","155594","3711376","3662","0.1","61272","39.38","20","0.03","19.99","265.96","8782","15209","12375","18830","12.1","3","0.02","19.99","265.96","3259","5126","3823","7064","4.54","1","0.01","19.99","265.96","1463","2175","1493","2025-12-31"
"portable karaoke system","55","1544","39764","733","1.84","574","37.18","6","1.05","69.99","279.98","31","97","127","165","10.69","3","1.82","59.99","262.49","10","35","35","54","3.5","2","3.7","59.99","262.49","5","16","15","2025-12-31"
"ikaro shell s1 karaoke machine","76","29","838","39","4.65","19","65.52","8","42.11","262.49","262.49","1","1","6","5","17.24","2","40.0","262.49","262.49","0","1","1","3","10.34","2","66.67","262.49","262.49","0","1","1","2025-12-31"
"magic sing karaoke system 2025","35","4250","99533","3384","3.4","1723","40.54","19","1.1","499.0","265.95","44","167","285","198","4.66","3","1.52","449.99","265.96","3","19","41","36","0.85","0","0.0","449.99",,"0","1","11","2025-12-31"
"karaoke with lyrics","88","1642","57608","1698","2.95","210","12.79","2","0.95","69.99","262.49","12","26","41","37","2.25","0","0.0","59.99",,"6","6","14","15","0.91","0","0.0","24.99",,"2","2","6","2025-12-31"
"ikarao karaoke","24","815","23217","1045","4.5","347","42.58","37","10.66","279.98","265.96","9","34","102","53","6.5","9","16.98","279.98","279.98","0","5","9","18","2.21","3","16.67","279.98","265.96","0","2","6","2025-12-31"
"karaoke s1","80","26","578","26","4.5","13","50.0","6","46.15","262.49","262.49","0","3","1","3","11.54","2","66.67","262.49","262.49","0","0","1","2","7.69","2","100.0","262.49","262.49","0","0","1","2025-12-31"
"singing machine karaoke","52","14626","345807","3261","0.94","4729","32.33","6","0.13","79.99","265.96","181","638","1142","1016","6.95","0","0.0","63.99",,"55","165","254","305","2.09","0","0.0","59.99",,"18","75","88","2025-12-31"
"karaoke machine with screen lyrics display","61","2292","57064","966","1.69","961","41.93","6","0.62","129.99","262.49","33","91","204","145","6.33","3","2.07","151.99","279.98","3","9","29","50","2.18","1","2.0","134.49","262.49","1","4","11","2025-12-31"
"ikarao","6","5423","145830","6902","4.73","2562","47.24","279","10.89","265.96","265.97","83","275","506","382","7.04","64","16.75","265.96","265.96","18","41","94","113","2.08","18","15.93","265.97","265.96","8","20","31","2025-12-31"
"karaoke machine portable adults","73","2448","54487","933","1.71","718","29.33","6","0.84","63.99","262.49","49","146","138","114","4.66","2","1.75","63.99","262.49","12","27","23","36","1.47","1","2.78","63.99","279.98","8","9","8","2025-12-31"
"ikarao karaoke machine s1","44","37","979","47","4.8","22","59.46","9","40.91","279.98","279.98","0","1","13","7","18.92","4","57.14","279.98","279.98","0","0","4","5","13.51","4","80.0","279.98","279.98","0","0","3","2025-12-31"
"portable karaoke","45","6060","149073","2720","1.82","2379","39.26","19","0.8","29.99","265.98","211","501","532","688","11.35","3","0.44","26.99","279.98","59","187","156","230","3.8","0","0.0","26.99",,"21","75","57","2025-12-31"
"kareoke","54","9373","229742","1788","0.78","3302","35.23","4","0.12","59.99","265.96","285","572","723","991","10.57","2","0.2","43.99","265.98","103","209","237","286","3.05","1","0.35","49.98","265.98","30","81","73","2025-12-31"
"korean karaoke machine","64","1684","47351","1168","2.47","395","23.46","5","1.27","299.0","262.49","16","37","66","24","1.43","2","8.33","223.99","262.49","2","2","7","6","0.36","1","16.67","103.42","262.49","0","0","3","2025-12-31"
"karaoke machine ikarao","70","418","11274","476","4.22","185","44.26","15","8.11","249.99","265.96","10","18","33","33","7.89","3","9.09","249.99","279.98","3","3","8","11","2.63","1","9.09","223.99","262.49","2","2","4","2025-12-31"
"ikarao karaoke machine shell 1","92","21","471","19","4.03","12","57.14","5","41.67","265.96","265.97","0","2","2","5","23.81","3","60.0","265.97","265.97","0","1","0","1","4.76","1","100.0","349.99","349.99","0","0","0","2025-12-31"
"karaoke equipment","50","4861","121576","2399","1.97","1181","24.3","19","1.61","89.99","265.98","36","134","221","144","2.96","2","1.39","69.99","265.96","11","16","28","38","0.78","0","0.0","69.99",,"3","7","8","2025-12-31"
"ikarao karaoke machine for adults","28","165","4850","222","4.58","85","51.52","19","22.35","249.99","262.49","2","11","16","18","10.91","6","33.33","262.49","262.49","1","2","6","11","6.67","5","45.45","265.97","262.49","1","2","4","2025-12-31"
"karaoke machine with autotune","46","1725","45705","1347","2.95","871","50.49","24","2.76","123.48","265.96","69","131","167","137","7.94","4","2.92","123.48","265.96","13","23","19","36","2.09","1","2.78","123.48","265.98","1","7","5","2025-12-31"
"ikarao shell s2","14","767","20900","986","4.72","378","49.28","55","14.55","223.99","265.96","18","45","66","80","10.43","11","13.75","223.99","262.49","4","14","15","46","6.0","7","15.22","223.99","262.49","3","7","12","2025-12-31"
"magic sing","56","5800","144111","2450","1.7","2230","38.45","16","0.72","499.0","265.98","49","234","420","207","3.57","0","0.0","499.0",,"6","23","41","39","0.67","0","0.0","449.99",,"2","7","12","2025-12-31"
"ikarao shell s1 karaoke machine","39","106","3754","152","4.05","48","45.28","18","37.5","249.99","265.98","2","3","15","14","13.21","7","50.0","279.98","279.98","0","0","6","7","6.6","3","42.86","265.96","279.98","0","0","4","2025-12-31"
"ikarao shell s1 10.1-inch smart karaoke machine","17","123","3819","168","4.4","69","56.1","28","40.58","262.49","265.98","0","2","12","17","13.82","11","64.71","265.96","265.97","0","1","6","11","8.94","7","63.64","265.97","265.97","0","0","4","2025-12-31"
"ikaro shell s1","12","164","1611","193","11.98","90","54.88","49","54.44","262.49","265.96","1","8","17","22","13.41","20","90.91","262.49","262.49","0","1","6","8","4.88","8","100.0","265.96","265.96","0","0","1","2025-12-31"
"karaoke machines","66","4989","131428","2293","1.74","1884","37.76","7","0.37","69.99","265.96","77","261","356","433","8.68","0","0.0","59.99",,"22","72","91","116","2.33","0","0.0","59.99",,"11","26","27","2025-12-31"
"ikarao karaoke machine","3","15553","386088","18533","4.8","7294","46.9","615","8.43","262.49","265.96","298","908","1607","1474","9.48","154","10.45","262.49","265.96","70","208","331","513","3.3","74","14.42","262.49","265.95","29","96","136","2025-12-31"
"karaoke for tv","93","2908","71037","1498","2.11","1034","35.56","4","0.39","79.99","262.49","68","199","278","190","6.53","0","0.0","79.99",,"14","50","52","48","1.65","0","0.0","87.69",,"4","15","18","2025-12-31"
"karaoke machine with auto tune","97","585","14738","585","3.97","239","40.85","2","0.84","129.99","265.95","15","39","53","23","3.93","1","4.35","129.99","265.95","2","2","5","5","0.85","1","20.0","116.99","265.95","2","0","0","2025-12-31"
"the best karaoke system","53","2098","48005","2141","4.46","654","31.17","3","0.46","123.48","265.96","30","127","185","77","3.67","1","1.3","89.99","265.96","7","19","20","25","1.19","1","4.0","69.99","265.96","4","7","4","2025-12-31"
"ikaro","85","334","6433","333","5.18","122","36.53","16","13.11","249.99","265.96","8","17","24","14","4.19","1","7.14","332.49","349.99","1","1","2","6","1.8","1","16.67","223.99","349.99","1","0","0","2025-12-31"
"singing machine","43","7815","197992","2356","1.19","2417","30.93","8","0.33","75.99","262.49","95","318","598","454","5.81","4","0.88","63.99","262.49","27","71","109","122","1.56","1","0.82","59.99","265.98","7","20","34","2025-12-31"
"adult karaoke machine","100","3786","90849","1399","1.54","1596","42.16","5","0.31","64.99","265.96","104","262","380","447","11.81","0","0.0","59.99",,"31","83","109","109","2.88","0","0.0","69.99",,"11","14","35","2025-12-31"
"ikarao karaoke machine shell s1","13","205","5614","314","5.59","137","66.83","54","39.42","262.49","265.96","2","29","24","22","10.73","14","63.64","262.49","262.49","1","3","5","9","4.39","8","88.89","262.49","262.49","0","1","4","2025-12-31"
"ikarao shell s1","4","2484","59504","2503","4.21","1235","49.72","496","40.16","262.49","265.96","39","145","260","238","9.58","139","58.4","262.49","262.49","5","26","50","119","4.79","80","67.23","262.49","262.49","2","18","30","2025-12-31"
"karoke machine","42","7092","200562","3731","1.86","2951","41.61","6","0.2","59.99","265.98","188","465","662","935","13.18","2","0.21","56.51","265.96","72","163","194","315","4.44","0","0.0","59.99",,"37","68","66","2025-12-31"
"ikaro karaoke machine","18","746","19923","810","4.07","345","46.25","35","10.14","249.99","265.96","9","39","76","94","12.6","8","8.51","223.99","265.97","1","16","24","43","5.76","6","13.95","262.49","265.97","1","6","12","2025-12-31"
"karaoke machine with screen","8","21243","510387","14119","2.77","8496","39.99","55","0.65","119.99","265.95","385","1153","1763","1389","6.54","11","0.79","116.99","262.49","58","191","313","286","1.35","3","1.05","99.98","265.96","17","56","77","2025-12-31"
"shell s1 karaoke","67","35","655","37","5.65","18","51.43","9","50.0","265.95","265.95","0","2","1","5","14.29","3","60.0","265.95","265.96","0","0","1","3","8.57","2","66.67","265.95","262.49","0","0","0","2025-12-31"
"prime","77","602743","14993499","2201","0.01","34573","5.74","1","0.0","16.69","349.99","2975","5182","5205","6155","1.02","0","0.0","15.98",,"574","984","1100","1990","0.33","0","0.0","14.98",,"271","395","388","2025-12-31"
"karaoke machine wireless microphone for adults","74","543","12650","221","1.75","290","53.41","5","1.72","74.99","279.98","14","56","62","80","14.73","2","2.5","89.99","262.49","6","13","22","23","4.24","2","8.7","123.48","262.49","2","3","9","2025-12-31"
"shell s1","49","132","3442","132","3.83","76","57.58","24","31.58","249.99","265.96","6","10","7","9","6.82","5","55.56","262.49","265.95","0","2","0","3","2.27","2","66.67","262.49","262.49","0","1","0","2025-12-31"
"karokee machine with bluetooth and wireless microphone for adults","16","43352","1062998","6022","0.57","16908","39.0","28","0.17","59.99","265.96","1097","2923","3865","5297","12.22","4","0.08","59.99","265.98","423","1020","1206","1681","3.88","2","0.12","59.99","279.98","145","391","409","2025-12-31"
"top 10 karaoke machines","75","2523","59988","1942","3.24","776","30.76","3","0.39","74.99","265.96","57","144","170","140","5.55","1","0.71","69.99","265.96","15","32","25","34","1.35","0","0.0","69.99",,"4","8","7","2025-12-31"
"kareokee machine with bluetooth and wireless microphone for adults","11","28610","659193","8552","1.3","10791","37.72","40","0.37","62.98","265.98","838","1997","2451","3313","11.58","6","0.18","59.99","265.98","304","701","787","980","3.43","3","0.31","59.99","265.98","107","220","238","2025-12-31"
"karaoke machine for tv","19","11674","301976","5937","1.97","4542","38.91","25","0.55","99.99","262.49","299","790","1121","773","6.62","5","0.65","89.99","279.98","59","139","210","205","1.76","0","0.0","89.99",,"20","41","57","2025-12-31"
"ikarao smart karaoke machine","58","486","16540","704","4.26","222","45.68","17","7.66","265.97","262.49","19","34","46","46","9.47","3","6.52","265.97","262.49","5","4","12","18","3.7","1","5.56","304.99","262.49","3","2","6","2025-12-31"
"karaoke","5","159435","3832871","30683","0.8","47963","30.08","169","0.35","59.99","265.96","3621","8655","10336","11627","7.29","30","0.26","49.99","265.96","1056","2434","2748","3380","2.12","6","0.18","43.67","262.49","386","869","845","2025-12-31"
"ikarao shell","69","196","5299","247","4.66","96","48.98","15","15.63","249.99","262.49","4","11","24","15","7.65","4","26.67","249.99","262.49","0","2","3","5","2.55","1","20.0","223.99","262.49","0","2","0","2025-12-31"
"karaoke machine for adults","2","362350","8497378","173321","2.04","150320","41.48","757","0.5","74.99","265.96","10335","25550","34471","41353","11.41","160","0.39","69.99","265.95","3441","7973","9712","12321","3.4","56","0.45","69.99","262.49","1289","2867","3042","2025-12-31"
"autotune microphone","60","7982","189101","1482","0.78","2826","35.4","19","0.67","29.88","265.96","201","551","602","354","4.43","2","0.56","29.88","262.49","25","92","63","76","0.95","0","0.0","23.99",,"11","27","8","2025-12-31"
