ASIN 或商品=["B0DCZQX11P"],报告范围=["每月"],选择年份=["2025"],选择月份=["4 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"kids karaoke machine","96","10714","245572","560","0.23","4686","43.74","0","0.0","20.99",,"650","2369","1101","1698","15.85","0","0.0","19.99",,"269","893","371","606","5.66","0","0.0","19.99",,"114","329","115","2025-04-30"
"karokee machine with bluetooth and wireless microphone for adults","8","14378","324822","2963","0.91","5807","40.39","34","0.59","59.99","349.99","638","2698","1547","1697","11.8","3","0.18","53.54","349.99","219","847","430","445","3.1","1","0.22","53.54","349.99","75","232","102","2025-04-30"
"ktv","83","4269","37390","506","1.35","217","5.08","5","2.3","139.0","349.99","22","65","25","23","0.54","0","0.0","109.99",,"7","8","1","4","0.09","0","0.0","53.54",,"3","1","0","2025-04-30"
"magic sing karaoke system 2025","23","2183","47841","937","1.96","918","42.05","6","0.65","489.0","349.99","27","216","281","108","4.95","1","0.93","459.88","349.99","4","34","38","15","0.69","1","6.67","481.13","349.99","0","6","6","2025-04-30"
"professional karaoke machine with lyrics display","48","92","1849","85","4.6","23","25.0","1","4.35","309.99","349.99","0","1","11","1","1.09","1","100.0","349.99","349.99","0","0","0","1","1.09","1","100.0","349.99","349.99","0","0","0","2025-04-30"
"karaoke machine for tv","19","3043","75926","2381","3.14","1023","33.62","12","1.17","85.99","349.99","90","443","312","165","5.42","0","0.0","74.99",,"16","76","52","31","1.02","0","0.0","74.99",,"4","17","9","2025-04-30"
"ktv点歌机","74","866","18883","439","2.32","287","33.14","3","1.05","499.0","349.99","15","42","41","16","1.85","1","6.25","499.0","349.99","2","0","3","1","0.12","0","0.0","1245.0",,"0","0","0","2025-04-30"
"karaoke equipment","24","1418","37191","850","2.29","366","25.81","8","2.19","109.99","349.99","15","136","92","38","2.68","1","2.63","89.99","349.99","4","16","11","6","0.42","1","16.67","53.54","349.99","0","4","1","2025-04-30"
"ikaro s1","89","9","119","13","10.92","5","55.56","3","60.0","349.99","349.99","0","0","1","2","22.22","2","100.0","349.99","349.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-04-30"
"karokee maxhine","57","9","194","8","4.12","6","66.67","1","16.67","50.86","349.99","0","2","2","2","22.22","1","50.0","39.99","349.99","0","1","1","1","11.11","1","100.0","349.99","349.99","0","0","1","2025-04-30"
"karoke","79","1180","30904","358","1.16","421","35.68","3","0.71","49.99","349.99","63","185","91","122","10.34","1","0.82","24.99","349.99","20","65","22","38","3.22","0","0.0","50.86",,"7","20","5","2025-04-30"
"karaoke machines","92","1473","40632","562","1.38","438","29.74","1","0.23","74.99","349.99","25","160","150","111","7.54","0","0.0","69.99",,"11","38","45","21","1.43","0","0.0","74.99",,"3","9","9","2025-04-30"
"karaoke with lyrics","49","169","4949","83","1.68","22","13.02","1","4.55","219.0","349.99","0","11","6","4","2.37","1","25.0","261.0","349.99","0","1","2","2","1.18","1","50.0","309.99","349.99","0","0","1","2025-04-30"
"kareoke machine","41","1100","29605","271","0.92","475","43.18","2","0.42","53.54","349.99","40","251","121","159","14.45","1","0.63","53.54","349.99","16","81","40","53","4.82","1","1.89","53.54","349.99","7","29","10","2025-04-30"
"karaoke machine for adults","2","82364","1847767","32565","1.76","32326","39.25","269","0.83","79.0","349.99","3390","12905","9496","7860","9.54","35","0.45","72.99","349.99","1023","3442","2127","1845","2.24","9","0.49","74.99","349.99","316","926","399","2025-04-30"
"karaoke system for smart tv","39","815","20398","812","3.98","260","31.9","7","2.69","119.99","349.99","11","97","89","36","4.42","1","2.78","99.19","349.99","2","8","11","4","0.49","0","0.0","99.95",,"1","1","1","2025-04-30"
"b0dhpn1dmj","66","5","44","1","2.27","2","40.0","1","50.0","299.99","349.99","0","0","2","1","20.0","1","100.0","349.99","349.99","0","0","1","1","20.0","1","100.0","349.99","349.99","0","0","1","2025-04-30"
"karaoke on the go with lyrics smart","68","1","21","1","4.76","1","100.0","1","100.0","349.99","349.99","0","1","0","1","100.0","1","100.0","349.99","349.99","0","1","0","1","100.0","1","100.0","349.99","349.99","0","1","0","2025-04-30"
"ikarao shell s2 karaoke machine","56","9","222","15","6.76","6","66.67","1","16.67","246.48","349.99","0","5","1","2","22.22","1","50.0","219.99","349.99","0","2","0","1","11.11","1","100.0","349.99","349.99","0","1","0","2025-04-30"
"karaoke system","43","2917","72588","1074","1.48","773","26.5","3","0.39","189.99","349.99","49","225","186","102","3.5","0","0.0","129.99",,"10","37","20","18","0.62","0","0.0","89.99",,"3","6","4","2025-04-30"
"microphone with autotune built in","46","320","7323","109","1.49","116","36.25","1","0.86","49.99","349.99","14","50","36","13","4.06","1","7.69","29.99","349.99","2","6","4","3","0.94","1","33.33","67.99","349.99","1","1","1","2025-04-30"
"portable karaoke machine","11","5327","121640","1789","1.47","2107","39.55","26","1.23","43.69","349.99","316","908","520","526","9.87","3","0.57","31.99","349.99","76","265","124","150","2.82","1","0.67","29.98","349.99","32","74","30","2025-04-30"
"smart karaoke machine, built-in 10.1"" screen lyrics display for adults kids, 2 auto charging wireless microphones, portable bluetooth speaker pa system with wifi, hdmi for home tv outdoor party","86","9","193","10","5.18","5","55.56","4","80.0","349.99","349.99","0","1","3","2","22.22","2","100.0","349.99","349.99","0","0","2","0","0.0","0",,,,"0","0","0","2025-04-30"
"karafun karaoke machine","88","295","8163","385","4.72","92","31.19","7","7.61","219.99","349.99","12","30","31","7","2.37","0","0.0","72.99",,"1","1","3","2","0.68","0","0.0","16.89",,"0","1","1","2025-04-30"
"singtrix karaoke system","78","589","15425","625","4.05","257","43.63","3","1.17","399.99","349.99","6","27","72","41","6.96","0","0.0","399.99",,"2","4","11","9","1.53","0","0.0","399.99",,"0","0","4","2025-04-30"
"home karaoke system for smart tv","70","367","8396","435","5.18","137","37.33","6","4.38","99.95","349.99","14","63","33","19","5.18","1","5.26","90.97","349.99","3","9","3","7","1.91","0","0.0","74.99",,"2","4","1","2025-04-30"
"ikarao","4","2235","55572","3854","6.94","1382","61.83","128","9.26","349.99","349.99","65","396","420","142","6.35","15","10.56","349.99","349.99","12","43","61","38","1.7","8","21.05","349.99","349.99","5","13","13","2025-04-30"
"ikarao karaoke machine","12","455","13699","684","4.99","179","39.34","22","12.29","349.99","349.99","7","72","54","23","5.05","6","26.09","349.99","349.99","1","4","8","6","1.32","1","16.67","299.99","349.99","0","3","2","2025-04-30"
"karaoke machine portable many dong","59","2","38","4","10.53","1","50.0","1","100.0","349.99","349.99","0","0","1","1","50.0","1","100.0","349.99","349.99","0","0","1","1","50.0","1","100.0","349.99","349.99","0","0","1","2025-04-30"
"mini karaoke machine","71","16928","383032","674","0.18","7882","46.56","5","0.06","17.99","349.99","1010","4045","1884","2921","17.26","0","0.0","16.85",,"407","1531","673","932","5.51","0","0.0","17.99",,"153","514","171","2025-04-30"
"jbl karaoke machine with 2 microphones","61","6703","137945","888","0.64","2789","41.61","3","0.11","279.95","349.99","109","736","1029","432","6.44","0","0.0","279.95",,"24","149","150","68","1.01","0","0.0","219.0",,"7","26","24","2025-04-30"
"professional karaoke machine","32","1344","32324","925","2.86","458","34.08","10","2.18","285.23","349.99","15","98","126","63","4.69","1","1.59","169.99","349.99","4","19","17","14","1.04","0","0.0","129.99",,"2","6","4","2025-04-30"
"卡拉ok点唱机","72","845","17852","586","3.28","340","40.24","7","2.06","688.0","349.99","11","30","40","13","1.54","0","0.0","449.99",,"3","0","2","1","0.12","0","0.0","129.99",,"1","0","0","2025-04-30"
"cordless karaoke","62","4","81","2","2.47","2","50.0","1","50.0","16.99","349.99","1","0","1","1","25.0","1","100.0","349.99","349.99","0","0","1","1","25.0","1","100.0","349.99","349.99","0","0","1","2025-04-30"
