ASIN 或商品=["B0DCZQX11P"],报告范围=["每月"],选择年份=["2025"],选择月份=["3 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"ikarao shell s1","5","267","5589","502","8.98","166","62.17","93","56.02","349.99","349.99","4","56","75","37","13.86","20","54.05","349.99","349.99","0","9","17","19","7.12","13","68.42","349.99","349.99","0","4","8","2025-03-31"
"karaoke","7","38917","899113","9588","1.07","11160","28.68","76","0.68","66.49","349.99","1421","4720","2635","2430","6.24","7","0.29","54.99","349.99","393","1100","544","606","1.56","0","0.0","49.99",,"141","284","95","2025-03-31"
"irarao smart karaoke","59","1","60","1","1.67","1","100.0","1","100.0","349.99","349.99","0","0","1","1","100.0","1","100.0","349.99","349.99","0","0","1","1","100.0","1","100.0","349.99","349.99","0","0","1","2025-03-31"
"small karaoke machine","96","854","19537","85","0.44","353","41.33","4","1.13","19.99","349.99","49","192","78","121","14.17","1","0.83","19.99","349.99","23","66","24","44","5.15","0","0.0","19.99",,"12","22","7","2025-03-31"
"jbl karaoke","74","3350","67830","394","0.58","1432","42.75","7","0.49","299.95","349.99","59","338","489","186","5.55","0","0.0","279.95",,"9","55","63","25","0.75","0","0.0","99.99",,"2","10","8","2025-03-31"
"mini karaoke machine with 2 wireless microphones","82","5135","119717","204","0.17","2244","43.7","3","0.13","19.99","349.99","388","1122","532","846","16.48","1","0.12","19.99","279.99","148","436","194","343","6.68","0","0.0","19.99",,"65","186","73","2025-03-31"
"ktv点歌机","84","786","16620","364","2.19","274","34.86","5","1.82","632.0","279.99","4","42","34","13","1.65","0","0.0","449.99",,"1","5","1","1","0.13","0","0.0","67.14",,"0","1","0","2025-03-31"
"karaoke machines","27","1369","34918","775","2.22","486","35.5","4","0.82","72.99","349.99","29","211","156","121","8.84","1","0.83","59.49","349.99","13","51","36","19","1.39","1","5.26","72.99","349.99","2","11","4","2025-03-31"
"karaoke machine with hdmi","80","122","2649","99","3.74","61","50.0","6","9.84","129.99","349.99","5","18","21","6","4.92","1","16.67","299.99","349.99","0","2","2","3","2.46","0","0.0","299.99",,"0","2","1","2025-03-31"
"portable pa system","62","7732","204509","596","0.29","2782","35.98","1","0.04","259.99","349.99","61","680","863","348","4.5","1","0.29","182.99","349.99","13","101","101","84","1.09","0","0.0","149.0",,"4","29","28","2025-03-31"
"karaoke machine for tv hdmi","77","262","6415","203","3.16","97","37.02","4","4.12","99.99","279.99","3","33","21","12","4.58","1","8.33","79.99","279.99","0","3","2","0","0.0","0",,,,"0","0","0","2025-03-31"
"music production equipment","71","3990","93235","328","0.35","1248","31.28","3","0.24","99.0","279.99","106","498","391","385","9.65","1","0.26","89.99","279.99","30","159","113","13","0.33","0","0.0","69.99",,"1","8","3","2025-03-31"
"shell s1","17","30","713","29","4.07","25","83.33","6","24.0","349.99","349.99","1","9","8","5","16.67","3","60.0","349.99","349.99","0","1","3","3","10.0","2","66.67","349.99","349.99","0","1","2","2025-03-31"
"karaoke portable systems","97","796","21474","404","1.88","221","27.76","2","0.9","99.99","279.99","14","89","71","21","2.64","0","0.0","69.9",,"3","11","4","8","1.01","0","0.0","49.99",,"1","5","2","2025-03-31"
"karaoke machine for adults","2","84793","1893382","48235","2.55","32523","38.36","293","0.9","74.99","349.99","3675","14074","9197","8221","9.7","39","0.47","72.99","349.99","1135","3863","2163","1994","2.35","11","0.55","72.99","349.99","356","1008","445","2025-03-31"
"karaoke machine with lyrics display","6","10790","254898","9405","3.69","4200","38.92","66","1.57","109.99","349.99","289","1603","1318","655","6.07","13","1.98","99.99","349.99","46","256","211","114","1.06","2","1.75","99.99","279.99","16","47","36","2025-03-31"
"karaoke machine for kids","9","29174","674491","4528","0.67","13009","44.59","38","0.29","23.03","279.99","2022","6761","2918","4126","14.14","3","0.07","21.87","349.99","733","2157","871","1388","4.76","1","0.07","21.87","349.99","267","778","245","2025-03-31"
"adult karaoke machine","83","834","17001","415","2.44","368","44.12","4","1.09","72.99","349.99","54","143","96","93","11.15","0","0.0","59.99",,"14","41","21","14","1.68","0","0.0","74.99",,"3","6","2","2025-03-31"
"karaoke machine jbl","92","1351","28605","480","1.68","565","41.82","1","0.18","279.95","249.99","27","158","228","88","6.51","0","0.0","239.95",,"6","30","31","15","1.11","0","0.0","99.95",,"3","5","5","2025-03-31"
"portable karaoke machine","13","5931","135279","2219","1.64","2282","38.48","23","1.01","45.99","349.99","345","1168","549","597","10.07","3","0.5","35.99","349.99","98","299","147","168","2.83","0","0.0","24.99",,"29","96","34","2025-03-31"
"portable karaoke","79","1553","36182","524","1.45","536","34.51","2","0.37","49.99","349.99","82","273","103","123","7.92","0","0.0","36.09",,"20","65","21","42","2.7","0","0.0","23.99",,"11","24","2","2025-03-31"
"karaoke equipment","24","1596","39058","731","1.87","376","23.56","7","1.86","109.99","349.99","30","98","94","30","1.88","1","3.33","59.99","279.99","4","16","5","6","0.38","1","16.67","59.99","279.99","1","4","1","2025-03-31"
"máquina inteligente karaoque","57","1","20","2","10.0","1","100.0","1","100.0","279.99","279.99","0","0","1","1","100.0","1","100.0","279.99","279.99","0","0","1","1","100.0","1","100.0","279.99","279.99","0","0","1","2025-03-31"
"karaoke machine with screen","12","3135","72949","2890","3.96","1138","36.3","19","1.67","159.99","349.99","62","289","369","173","5.52","2","1.16","199.99","349.99","12","46","48","22","0.7","0","0.0","159.99",,"2","9","7","2025-03-31"
"ikarao break x1 karaoke machine","89","164","3861","272","7.04","75","45.73","7","9.33","659.99","279.99","0","21","33","13","7.93","0","0.0","659.99",,"0","6","4","4","2.44","0","0.0","469.99",,"0","3","1","2025-03-31"
"ikarao smart karaoke machine built in 10.1 screen lyrics display for adults kids","58","1","22","1","4.55","1","100.0","1","100.0","249.9","249.9","0","0","1","1","100.0","1","100.0","249.9","249.9","0","0","1","1","100.0","1","100.0","349.99","349.99","0","0","1","2025-03-31"
"kids karaoke machine","31","11523","256593","1373","0.54","4941","42.88","4","0.08","22.79","279.99","786","2505","1123","1672","14.51","0","0.0","19.99",,"286","859","367","590","5.12","0","0.0","20.7",,"114","326","98","2025-03-31"
"portable karaoke machine with screen","88","70","1731","95","5.49","31","44.29","5","16.13","289.23","349.99","0","6","15","8","11.43","1","12.5","339.99","279.99","0","1","3","0","0.0","0",,,,"0","0","0","2025-03-31"
"karoke machine","60","1425","39849","648","1.63","623","43.72","2","0.32","64.47","349.99","69","291","182","198","13.89","1","0.51","66.49","349.99","26","91","51","45","3.16","0","0.0","66.49",,"8","14","16","2025-03-31"
"filipino karaoke machine","95","260","6351","268","4.22","86","33.08","6","6.98","439.0","279.99","4","35","28","7","2.69","0","0.0","439.0",,"1","3","3","1","0.38","0","0.0","498.53",,"0","0","1","2025-03-31"
"ikaroo karaoke machine","22","233","5336","407","7.63","123","52.79","19","15.45","299.99","349.99","4","53","46","31","13.3","4","12.9","299.99","349.99","2","15","10","15","6.44","0","0.0","299.99",,"2","9","4","2025-03-31"
"portable karaoke machine for adults","94","612","14174","396","2.79","226","36.93","3","1.33","72.99","349.99","23","115","59","49","8.01","0","0.0","69.99",,"8","23","9","13","2.12","0","0.0","64.48",,"1","6","4","2025-03-31"
"ikarao","4","1879","49351","3326","6.74","1028","54.71","163","15.86","349.99","349.99","71","351","377","152","8.09","22","14.47","449.99","349.99","9","49","59","32","1.7","7","21.88","349.99","349.99","3","11","12","2025-03-31"
"karaoke machine with recording","39","222","6276","223","3.55","82","36.94","5","6.1","109.99","349.99","0","44","32","9","4.05","3","33.33","349.99","349.99","0","7","2","1","0.45","0","0.0","189.99",,"0","0","1","2025-03-31"
"karaoke machine with screen lyrics display","78","664","15159","570","3.76","222","33.43","1","0.45","129.99","279.99","15","74","62","32","4.82","0","0.0","118.99",,"1","16","7","9","1.36","0","0.0","118.99",,"1","6","2","2025-03-31"
"home karaoke system you tube","56","2","66","2","3.03","2","100.0","1","50.0","279.0","349.99","0","0","2","2","100.0","1","50.0","279.0","349.99","0","0","2","1","50.0","1","100.0","349.99","349.99","0","0","1","2025-03-31"
"karaoke machine bluetooth with lyrics","50","7","220","9","4.09","6","85.71","1","16.67","129.99","279.99","0","3","2","2","28.57","1","50.0","74.99","279.99","0","1","1","1","14.29","1","100.0","279.99","279.99","0","0","1","2025-03-31"
"ikarao karaoke machine","10","582","14599","1003","6.87","266","45.7","52","19.55","349.99","349.99","14","88","117","55","9.45","9","16.36","349.99","349.99","5","19","24","16","2.75","3","18.75","299.99","349.99","2","6","8","2025-03-31"
"karaoke with built in screen","51","19","457","8","1.75","5","26.32","1","20.0","129.99","349.99","0","3","2","2","10.53","1","50.0","69.99","349.99","0","1","1","1","5.26","1","100.0","349.99","349.99","0","1","0","2025-03-31"
"karaoke system for smart tv","20","780","18771","699","3.72","263","33.72","7","2.66","129.99","349.99","32","96","74","36","4.62","2","5.56","129.99","279.99","1","16","14","4","0.51","1","25.0","129.99","349.99","1","0","3","2025-03-31"
"karaoke machine with songs","81","195","5217","208","3.99","74","37.95","3","4.05","129.99","349.99","2","23","33","8","4.1","1","12.5","349.99","349.99","0","2","3","0","0.0","0",,,,"0","0","0","2025-03-31"
"jbl karaoke machine","25","1965","39936","797","2.0","726","36.95","4","0.55","299.95","279.99","14","180","275","93","4.73","1","1.08","269.99","349.99","3","30","32","19","0.97","1","5.26","239.99","349.99","0","6","10","2025-03-31"
"magic microphone karaoke","99","310","6646","107","1.61","103","33.23","3","2.91","193.0","349.99","12","39","27","14","4.52","1","7.14","193.0","349.99","2","6","3","3","0.97","0","0.0","129.99",,"2","0","1","2025-03-31"
"korean karaoke machine","42","643","16400","757","4.62","288","44.79","3","1.04","669.99","349.99","7","32","44","25","3.89","1","4.0","669.99","279.99","0","5","2","4","0.62","0","0.0","669.99",,"0","0","0","2025-03-31"
"ikarao x1","40","52","1221","86","7.04","30","57.69","3","10.0","659.99","349.99","1","9","7","7","13.46","1","14.29","659.99","349.99","0","2","2","1","1.92","1","100.0","349.99","349.99","0","1","0","2025-03-31"
"ikarao karaoke","100","37","1073","65","6.06","21","56.76","4","19.05","349.99","349.99","1","5","11","7","18.92","1","14.29","349.99","349.99","0","1","4","2","5.41","0","0.0","349.99",,"0","1","0","2025-03-31"
"karaoke machine","1","221692","5051957","91052","1.8","83936","37.86","704","0.84","69.99","349.99","10971","38525","22397","22532","10.16","90","0.4","59.99","349.99","3482","10995","5552","6240","2.81","16","0.26","59.99","349.99","1240","3228","1267","2025-03-31"
"smart karaoke machine","45","264","6642","354","5.33","113","42.8","12","10.62","249.99","349.99","12","32","47","18","6.82","1","5.56","239.99","349.99","4","2","7","0","0.0","0",,,,"0","0","0","2025-03-31"
"ikarao shell","37","30","783","40","5.11","20","66.67","6","30.0","279.99","279.99","0","12","7","1","3.33","1","100.0","249.9","249.9","0","1","0","1","3.33","1","100.0","349.99","349.99","0","1","0","2025-03-31"
"karaoke microphone","30","50671","1154497","717","0.06","20430","40.32","8","0.04","19.99","349.99","3800","10901","3776","5651","11.15","2","0.04","19.99","349.99","1200","2987","1020","1832","3.62","0","0.0","19.99",,"450","1020","265","2025-03-31"
"karaoke machine for adults wireless microphone karaoke systems","90","462","9732","201","2.07","118","25.54","2","1.69","89.95","249.9","15","45","36","19","4.11","1","5.26","129.99","349.99","4","5","5","4","0.87","0","0.0","99.95",,"2","2","0","2025-03-31"
"amazon karaoke machines","48","15","455","20","4.4","5","33.33","1","20.0","239.99","349.99","0","2","3","1","6.67","1","100.0","349.99","349.99","0","0","1","1","6.67","1","100.0","349.99","349.99","0","0","1","2025-03-31"
"chinese karaoke machine","69","521","14352","458","3.19","231","44.34","7","3.03","699.0","349.99","3","14","27","19","3.65","0","0.0","798.0",,"0","0","2","2","0.38","0","0.0","699.0",,"0","0","0","2025-03-31"
"professional karaoke machine","47","1164","28401","900","3.17","406","34.88","4","0.99","399.99","349.99","6","67","134","53","4.55","0","0.0","299.99",,"0","18","17","10","0.86","0","0.0","129.99",,"0","4","5","2025-03-31"
"karaoke machine without bluetooth","55","5","99","4","4.04","1","20.0","1","100.0","349.99","349.99","0","0","1","1","20.0","1","100.0","349.99","349.99","0","0","1","1","20.0","1","100.0","349.99","349.99","0","0","1","2025-03-31"
"commercial karaoke machine for bar","44","36","921","36","3.91","15","41.67","2","13.33","349.99","349.99","3","1","4","3","8.33","1","33.33","299.99","349.99","1","1","1","1","2.78","1","100.0","349.99","349.99","0","1","0","2025-03-31"
"top 10 karaoke machines","70","341","10039","380","3.79","99","29.03","2","2.02","129.99","349.99","9","49","23","12","3.52","1","8.33","129.99","349.99","1","7","2","3","0.88","0","0.0","129.99",,"0","3","0","2025-03-31"
"pa system","66","24744","628027","685","0.11","7393","29.88","3","0.04","294.95","279.99","98","1431","1896","950","3.84","0","0.0","249.99",,"19","215","248","144","0.58","0","0.0","178.99",,"4","47","44","2025-03-31"
"geardon karaoke machine","93","144","4197","183","4.36","78","54.17","2","2.56","509.99","349.99","1","5","22","13","9.03","1","7.69","599.99","349.99","1","2","2","3","2.08","0","0.0","599.99",,"0","1","1","2025-03-31"
"professional karaoke machine for adults","28","1636","37867","1216","3.21","553","33.8","7","1.27","249.9","349.99","24","164","170","87","5.32","1","1.15","129.99","349.99","10","41","18","6","0.37","0","0.0","74.99",,"1","4","1","2025-03-31"
"ikaro karaoke machine","72","23","482","41","8.51","15","65.22","3","20.0","279.99","279.99","0","7","8","5","21.74","2","40.0","85.99","279.99","0","3","2","0","0.0","0",,,,"0","0","0","2025-03-31"
"song recording equipment","86","471","11410","245","2.15","169","35.88","1","0.59","49.99","349.99","15","64","47","61","12.95","1","1.64","47.99","349.99","9","24","20","4","0.85","0","0.0","46.74",,"1","2","1","2025-03-31"
"portable pa system with wireless mic","64","2305","68233","472","0.69","840","36.44","2","0.24","162.0","279.99","20","227","255","124","5.38","1","0.81","149.0","279.99","3","37","42","21","0.91","0","0.0","149.0",,"0","4","7","2025-03-31"
"ikaroo","43","14","203","14","6.9","8","57.14","3","37.5","349.99","349.99","0","1","6","1","7.14","1","100.0","349.99","349.99","0","0","1","1","7.14","1","100.0","349.99","349.99","0","0","1","2025-03-31"
"smart karaoke pa system, 10.1","52","4","84","6","7.14","2","50.0","1","50.0","349.99","349.99","0","0","1","1","25.0","1","100.0","349.99","349.99","0","0","1","1","25.0","1","100.0","349.99","349.99","0","0","1","2025-03-31"
"karaoke for tv","67","874","19187","377","1.96","318","36.38","4","1.26","79.99","279.99","29","139","81","56","6.41","1","1.79","74.99","279.99","4","26","10","9","1.03","0","0.0","74.99",,"1","7","0","2025-03-31"
"jbl karaoke machine with 2 microphones","19","5723","117803","1756","1.49","2341","40.91","7","0.3","299.95","349.99","112","619","783","351","6.13","1","0.28","279.9","349.99","17","111","121","45","0.79","0","0.0","239.95",,"3","13","15","2025-03-31"
"speakerless karaoke","53","6","341","6","1.76","5","83.33","1","20.0","349.99","349.99","0","3","1","1","16.67","1","100.0","349.99","349.99","0","1","0","1","16.67","1","100.0","349.99","349.99","0","1","0","2025-03-31"
"mini karaoke machine","41","18476","419608","747","0.18","8470","45.84","4","0.05","18.02","349.99","1359","4615","1775","3103","16.79","1","0.03","16.99","349.99","515","1716","622","1090","5.9","0","0.0","17.99",,"199","636","173","2025-03-31"
"karaoke machine adult","46","102","2201","56","2.54","37","36.27","1","2.7","59.99","279.99","8","11","13","14","13.73","1","7.14","66.49","279.99","5","2","7","6","5.88","1","16.67","50.86","279.99","3","1","2","2025-03-31"
"karoake","75","287","7113","56","0.79","94","32.75","2","2.13","66.49","349.99","18","52","13","28","9.76","2","7.14","49.99","349.99","5","19","2","13","4.53","0","0.0","49.99",,"3","7","2","2025-03-31"
"home karaoke system for smart tv","63","574","12904","454","3.52","212","36.93","3","1.42","99.99","349.99","32","84","68","38","6.62","1","2.63","89.99","349.99","8","11","16","13","2.26","0","0.0","74.99",,"5","3","3","2025-03-31"
"rhm karaoke machine","32","538","12780","480","3.76","265","49.26","2","0.75","299.99","349.99","10","47","148","38","7.06","1","2.63","299.99","349.99","0","6","22","11","2.04","1","9.09","299.99","349.99","0","1","5","2025-03-31"
"karaoke system","26","2985","70265","1187","1.69","920","30.82","12","1.3","223.99","349.99","56","251","256","120","4.02","1","0.83","119.99","349.99","15","35","37","24","0.8","0","0.0","74.99",,"6","10","4","2025-03-31"
"karafun","49","934","7342","281","3.83","92","9.85","6","6.52","129.99","349.99","6","43","21","12","1.28","2","16.67","89.99","349.99","1","6","4","2","0.21","0","0.0","16.89",,"0","2","0","2025-03-31"
"ikarao s1","15","53","1103","66","5.98","36","67.92","24","66.67","349.99","349.99","0","19","14","6","11.32","6","100.0","349.99","349.99","0","5","1","1","1.89","1","100.0","279.99","279.99","0","1","0","2025-03-31"
"karaoke machine for adults with lyrics display","34","1295","31075","1077","3.47","473","36.53","6","1.27","129.99","279.99","37","178","166","88","6.8","0","0.0","119.99",,"15","35","27","14","1.08","0","0.0","100.79",,"2","3","5","2025-03-31"
"jbl partybox","65","106944","2159833","579","0.03","41961","39.24","6","0.01","349.99","349.99","620","7917","14127","5025","4.7","0","0.0","329.95",,"100","1076","1729","660","0.62","0","0.0","299.96",,"19","179","235","2025-03-31"
"magic sing","23","4185","111305","1730","1.55","1560","37.28","3","0.19","497.98","279.99","46","501","617","104","2.49","1","0.96","495.02","279.99","5","34","43","13","0.31","0","0.0","470.02",,"2","6","4","2025-03-31"
"karaoke machine with autotune","73","554","12896","470","3.64","261","47.11","5","1.92","113.99","349.99","22","113","77","30","5.42","0","0.0","79.99",,"4","11","8","7","1.26","0","0.0","113.99",,"1","3","2","2025-03-31"
"best karaoke machine for adults","35","933","20814","529","2.54","365","39.12","6","1.64","119.99","349.99","33","129","137","94","10.08","2","2.13","100.79","349.99","8","32","34","16","1.71","0","0.0","89.99",,"2","3","10","2025-03-31"
"singtrix karaoke system","91","517","11797","482","4.09","249","48.16","1","0.4","399.99","279.99","4","29","73","49","9.48","0","0.0","399.99",,"1","3","13","10","1.93","0","0.0","399.99",,"0","0","4","2025-03-31"
"singing machine karaoke","14","4310","96648","1670","1.73","1176","27.29","13","1.11","79.99","349.99","64","410","391","190","4.41","5","2.63","67.99","349.99","14","74","57","52","1.21","0","0.0","67.99",,"4","18","16","2025-03-31"
"videoke karaoke machine filipino","76","432","9587","439","4.58","147","34.03","5","3.4","129.99","349.99","16","63","47","23","5.32","0","0.0","99.0",,"2","7","9","8","1.85","0","0.0","129.99",,"1","3","2","2025-03-31"
"karaoke speaker","85","8782","206136","430","0.21","2697","30.71","3","0.11","109.99","349.99","178","919","855","413","4.7","0","0.0","72.99",,"48","149","126","93","1.06","0","0.0","67.14",,"16","44","21","2025-03-31"
"ikarao smart karaoke machine for adults","3","1978","46183","3436","7.44","1045","52.83","215","20.57","349.99","349.99","54","310","461","207","10.47","52","25.12","349.99","349.99","8","56","101","45","2.28","10","22.22","349.99","349.99","1","16","20","2025-03-31"
"karokee machine with bluetooth and wireless microphone for adults","11","14543","327787","4547","1.39","5707","39.24","24","0.42","69.99","349.99","722","2659","1568","1699","11.68","3","0.18","66.49","349.99","252","819","440","469","3.22","0","0.0","66.49",,"89","246","93","2025-03-31"
