ASIN 或商品=["B0DCZQX11P"],报告范围=["每月"],选择年份=["2025"],选择月份=["6 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"portable karaoke machine","11","7287","166626","2650","1.59","3052","41.88","27","0.88","52.99","299.99","420","1492","604","784","10.76","3","0.38","34.19","299.99","135","395","140","221","3.03","0","0.0","39.99",,"45","117","47","2025-06-30"
"karaoke portable systems","79","683","19715","466","2.36","175","25.62","5","2.86","129.99","299.99","9","69","49","20","2.93","0","0.0","89.99",,"0","13","4","6","0.88","0","0.0","209.98",,"0","4","1","2025-06-30"
"ikarao shell s2","26","240","5296","437","8.25","137","57.08","17","12.41","269.99","299.99","12","56","35","24","10.0","1","4.17","269.99","299.99","4","13","4","9","3.75","1","11.11","269.99","299.99","2","6","1","2025-06-30"
"karaoke for tv","65","907","19913","474","2.38","340","37.49","3","0.88","74.99","299.99","37","148","95","55","6.06","1","1.82","74.99","299.99","9","21","17","8","0.88","0","0.0","59.99",,"2","2","3","2025-06-30"
"top 10 karaoke machines","25","737","22383","732","3.27","257","34.87","7","2.72","89.99","299.99","13","103","85","36","4.88","2","5.56","74.99","299.99","5","14","10","9","1.22","1","11.11","89.98","299.99","3","2","3","2025-06-30"
"karaoke system","30","3431","81569","1300","1.59","1062","30.95","4","0.38","179.99","299.99","66","302","248","138","4.02","1","0.72","99.95","299.99","22","41","42","31","0.9","0","0.0","99.95",,"10","11","4","2025-06-30"
"korean karaoke machine","93","602","15111","455","3.01","170","28.24","2","1.18","299.99","299.99","13","44","42","15","2.49","0","0.0","99.98",,"1","7","1","3","0.5","0","0.0","64.98",,"1","2","0","2025-06-30"
"karaoke screen","99","507","11734","492","4.19","133","26.23","0","0.0","69.99",,"13","32","39","28","5.52","0","0.0","47.49",,"2","8","8","3","0.59","0","0.0","149.99",,"0","1","2","2025-06-30"
"shell s1","51","19","563","26","4.62","7","36.84","2","28.57","246.47","299.99","1","2","3","1","5.26","1","100.0","299.99","299.99","0","0","1","1","5.26","1","100.0","299.99","299.99","0","0","1","2025-06-30"
"portable karaoke machine with 2 wireless microphones","32","1254","30514","361","1.18","496","39.55","7","1.41","59.49","299.99","65","249","102","134","10.69","1","0.75","59.49","299.99","22","63","29","34","2.71","1","2.94","59.49","299.99","5","16","6","2025-06-30"
