ASIN 或商品=["B0DCZQX11P"],报告范围=["每月"],选择年份=["2026"],选择月份=["3 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"dj set","49","16424","386196","802","0.21","6156","37.48","5","0.08","189.0","319.99","325","2088","1591","1259","7.67","1","0.08","189.0","319.99","76","426","326","79","0.48","0","0.0","171.99",,"15","47","10","2026-03-31"
"ikarao break x2 karaoke machine","84","324","8875","547","6.16","163","50.31","7","4.29","399.99","299.99","2","59","49","48","14.81","0","0.0","399.99",,"0","15","17","18","5.56","0","0.0","399.99",,"0","6","10","2026-03-31"
"karaoke machine connect to tv","90","990","28857","761","2.64","363","36.67","0","0.0","90.99",,"49","158","86","57","5.76","0","0.0","66.48",,"13","21","15","12","1.21","0","0.0","47.68",,"7","3","1","2026-03-31"
"best karaoke machine for adults","31","1197","33936","1073","3.16","394","32.92","12","3.05","123.47","319.99","54","162","95","77","6.43","2","2.6","117.99","319.99","10","32","20","16","1.34","0","0.0","112.49",,"4","6","5","2026-03-31"
"karaoke machine for adults","3","98879","2412521","38242","1.59","38217","38.65","171","0.45","72.19","319.99","5581","15571","8197","9558","9.67","24","0.25","59.99","319.99","1759","4043","1897","2502","2.53","4","0.16","59.99","319.99","601","1163","442","2026-03-31"
"karaoke with autotune","23","573","14756","846","5.73","257","44.85","28","10.89","129.97","319.99","25","86","51","30","5.24","2","6.67","129.97","299.99","5","10","3","4","0.7","1","25.0","129.97","262.47","1","2","0","2026-03-31"
"shell s1 karaoke","38","28","601","54","8.99","14","50.0","8","57.14","319.99","319.99","0","10","2","2","7.14","2","100.0","319.99","319.99","0","2","0","1","3.57","1","100.0","319.99","319.99","0","1","0","2026-03-31"
"karaoke portable","82","1393","29370","705","2.4","104","7.47","5","4.81","54.98","319.99","9","35","17","25","1.79","0","0.0","29.98",,"5","9","2","10","0.72","0","0.0","19.99",,"5","3","0","2026-03-31"
"jbl partybox","9","109630","2148991","7220","0.34","43754","39.91","30","0.07","349.95","319.99","693","11415","13411","5697","5.2","1","0.02","349.95","319.99","112","1723","1740","789","0.72","0","0.0","349.95",,"19","307","263","2026-03-31"
"magic sing","51","2296","57280","1088","1.9","854","37.2","3","0.35","495.0","299.99","16","154","248","83","3.61","0","0.0","459.0",,"3","29","22","13","0.57","0","0.0","499.0",,"0","4","7","2026-03-31"
"karaoke machines","80","1478","40377","704","1.74","528","35.72","6","1.14","79.99","319.99","45","203","149","149","10.08","0","0.0","52.99",,"15","60","30","37","2.5","0","0.0","52.99",,"6","14","12","2026-03-31"
"portable karaoke machine with 2 wireless microphones","86","1238","36526","500","1.37","423","34.17","8","1.89","59.99","319.99","63","195","75","96","7.75","0","0.0","54.98",,"17","45","20","35","2.83","0","0.0","53.99",,"5","15","11","2026-03-31"
"ikarao karaoke","36","93","2375","146","6.15","44","47.31","8","18.18","299.99","319.99","1","14","2","7","7.53","2","28.57","299.99","319.99","0","1","0","2","2.15","1","50.0","299.99","319.99","0","1","0","2026-03-31"
"quality karaoke machine","67","37","782","22","2.81","8","21.62","1","12.5","54.98","299.99","2","2","1","2","5.41","1","50.0","47.68","299.99","0","1","0","1","2.7","1","100.0","299.99","299.99","0","0","0","2026-03-31"
"tonor k20 wireless karaoke machine","55","174","4856","171","3.52","87","50.0","1","1.15","199.99","319.99","4","17","19","13","7.47","1","7.69","199.99","319.99","0","3","6","4","2.3","1","25.0","199.99","319.99","0","1","3","2026-03-31"
"professional karaoke machine system","52","1001","24203","721","2.98","422","42.16","6","1.42","329.0","319.99","17","107","101","81","8.09","1","1.23","219.99","319.99","4","23","19","10","1.0","0","0.0","139.99",,"0","2","4","2026-03-31"
"karaoke music with lyrics","81","1174","21133","889","4.21","88","7.5","1","1.14","21.99","319.99","1","29","21","6","0.51","0","0.0","14.91",,"0","4","1","4","0.34","0","0.0","14.19",,"0","3","1","2026-03-31"
"ikarao s1","14","109","2839","208","7.33","71","65.14","31","43.66","319.99","319.99","6","37","23","6","5.5","4","66.67","319.99","299.99","0","3","3","4","3.67","3","75.0","319.99","319.99","0","2","2","2026-03-31"
"ikarao karaoke machine shell s1","60","29","685","53","7.74","21","72.41","8","38.1","309.2","319.99","0","8","11","5","17.24","3","60.0","319.99","319.99","0","1","4","0","0.0","0",,,,"0","0","0","2026-03-31"
"karao karaoke machine for adults, with lyrics display, 10.1"" screen, 280w, 2+2 channel, 2 wireless microphone, autotune eq, self-charging, portable home karaoke system with karafun prime, hdmi for t","76","1","21","1","4.76","1","100.0","1","100.0","319.99","319.99","0","1","0","1","100.0","1","100.0","319.99","319.99","0","1","0","1","100.0","1","100.0","319.99","319.99","0","1","0","2026-03-31"
"s1 karaoke","65","5","151","9","5.96","3","60.0","2","66.67","319.99","319.99","0","1","2","1","20.0","1","100.0","319.99","319.99","0","0","1","1","20.0","1","100.0","319.99","319.99","0","0","1","2026-03-31"
"ikarao karaoke machine shell 1","71","2","57","4","7.02","1","50.0","1","100.0","319.99","319.99","0","0","1","1","50.0","1","100.0","319.99","319.99","0","0","1","1","50.0","1","100.0","319.99","319.99","0","0","1","2026-03-31"
"jyx karaoke machine (t10-t or t27-t)","75","2","44","2","4.55","2","100.0","1","50.0","119.99","319.99","0","0","2","1","50.0","1","100.0","319.99","319.99","0","0","1","1","50.0","1","100.0","319.99","319.99","0","0","1","2026-03-31"
"ikaro shell s1 karaoke machine","43","12","256","22","8.59","6","50.0","6","100.0","319.99","319.99","1","1","3","2","16.67","2","100.0","319.99","319.99","0","0","2","1","8.33","1","100.0","319.99","319.99","0","0","1","2026-03-31"
"v80 karaoke","79","161","3710","61","1.64","37","22.98","10","27.03","299.99","319.99","3","8","15","2","1.24","2","100.0","319.99","319.99","0","0","2","0","0.0","0",,,,"0","0","0","2026-03-31"
"best karaoke machine for smart tv","56","189","5127","168","3.28","74","39.15","1","1.35","129.97","299.99","9","39","16","22","11.64","1","4.55","129.97","299.99","2","15","3","7","3.7","1","14.29","129.97","299.99","0","5","1","2026-03-31"
"ikarao karaoke machine 10.1"" screen, 280w","59","9","191","14","7.33","9","100.0","4","44.44","319.99","319.99","0","6","1","2","22.22","1","50.0","319.99","319.99","0","2","0","2","22.22","1","50.0","319.99","319.99","0","2","0","2026-03-31"
"ikaroo karaoke machine break x1","72","2","42","4","9.52","2","100.0","1","50.0","319.99","319.99","0","0","2","1","50.0","1","100.0","319.99","319.99","0","0","1","1","50.0","1","100.0","319.99","319.99","0","0","1","2026-03-31"
"ikarao karaoke machine with screen,2 wireless mics,280w peak power, portable speaker for music party","35","12","347","23","6.63","10","83.33","6","60.0","319.99","319.99","0","5","4","4","33.33","3","75.0","319.99","319.99","0","3","1","1","8.33","1","100.0","319.99","319.99","0","1","0","2026-03-31"
"ikarao karaoke machine for adults","48","46","1349","69","5.11","23","50.0","7","30.43","319.99","319.99","1","7","5","5","10.87","1","20.0","319.99","319.99","0","1","2","1","2.17","1","100.0","319.99","319.99","0","1","0","2026-03-31"
"ikarao karaoke machine","4","4590","115949","7806","6.73","2147","46.78","224","10.43","319.99","319.99","141","829","624","402","8.76","52","12.94","332.47","319.99","25","148","132","95","2.07","19","20.0","319.99","319.99","6","35","31","2026-03-31"
