ASIN 或商品=["B0DCZQX11P"],报告范围=["每月"],选择年份=["2026"],选择月份=["6 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"ikaro karaoke machine","69","190","4754","329","6.92","104","54.74","13","12.5","339.99","349.99","5","41","28","16","8.42","1","6.25","349.99","349.99","2","5","4","5","2.63","0","0.0","399.99",,"0","2","1","2026-06-30"
"karaoke machine with lyrics display","11","7641","208204","4175","2.01","2884","37.74","12","0.42","99.99","349.99","361","1044","773","524","6.86","1","0.19","94.99","349.99","79","203","136","125","1.64","1","0.8","94.99","349.99","22","49","38","2026-06-30"
"singing machine karaoke","95","2956","73843","893","1.21","776","26.25","1","0.13","134.74","349.99","47","164","227","132","4.47","0","0.0","129.74",,"8","33","42","31","1.05","0","0.0","89.99",,"3","11","11","2026-06-30"
"ikarao karaoke machine with screen, 2 wireless mics, 280w peak power, portable speaker for music party","70","7","154","14","9.09","5","71.43","2","40.0","299.99","349.99","0","3","2","1","14.29","1","100.0","349.99","349.99","0","1","0","1","14.29","1","100.0","349.99","349.99","0","1","0","2026-06-30"
"ikarao break x2","93","348","9827","572","5.82","195","56.03","4","2.05","399.99","319.99","3","39","59","41","11.78","1","2.44","399.99","349.99","1","6","15","16","4.6","0","0.0","360.98",,"1","2","7","2026-06-30"
"ikaroa karaoke machine","49","46","1240","71","5.73","19","41.3","2","10.53","299.99","349.99","0","10","3","7","15.22","2","28.57","299.99","349.99","0","4","2","3","6.52","1","33.33","349.99","349.99","0","1","1","2026-06-30"
"卡拉ok点唱机","31","789","19015","944","4.96","264","33.46","20","7.58","499.0","349.99","9","35","30","16","2.03","2","12.5","599.0","349.99","0","2","1","1","0.13","0","0.0","74.99",,"0","1","0","2026-06-30"
"ikarao shell s1","3","1073","27028","1826","6.76","514","47.9","277","53.89","349.99","349.99","20","185","173","114","10.62","88","77.19","349.99","349.99","1","30","54","44","4.1","34","77.27","349.99","349.99","1","14","20","2026-06-30"
"best karaoke machine for adults","32","1342","38349","1080","2.82","329","24.52","9","2.74","119.95","349.99","38","117","81","44","3.28","3","6.82","129.74","349.99","6","17","7","12","0.89","0","0.0","74.99",,"2","5","3","2026-06-30"
"high end karaoke system","53","1292","33253","1157","3.48","264","20.43","3","1.14","376.54","349.99","11","52","65","25","1.93","0","0.0","284.99",,"4","3","8","2","0.15","0","0.0","239.99",,"0","0","1","2026-06-30"
